,approvedSymbol,approvedName,prefName,drugType,drugId,phase,ctIds,id,disease
13,GRIN2A,glutamate ionotropic receptor NMDA type subunit 2A,MEMANTINE,Small molecule,CHEMBL807,4.0,"['NCT01921972', 'NCT00933608', 'NCT02553928', 'NCT00469456', 'NCT00862940', 'NCT00120874', 'NCT00476008', 'NCT00305903', 'NCT00505167', 'NCT00551161', 'NCT00334906', 'NCT00234637', 'NCT00401167', 'NCT01025466', 'NCT00800709']",MONDO_0004975,Alzheimer disease
14,GRIN1,glutamate ionotropic receptor NMDA type subunit 1,MEMANTINE,Small molecule,CHEMBL807,4.0,"['NCT00866060', 'NCT03168997']",MONDO_0004975,Alzheimer disease
15,SCN8A,sodium voltage-gated channel alpha subunit 8,QUINIDINE SULFATE,Small molecule,CHEMBL3707183,4.0,['NCT01832350'],MONDO_0004975,Alzheimer disease
16,BCHE,butyrylcholinesterase,RIVASTIGMINE,Small molecule,CHEMBL636,4.0,[],MONDO_0004975,Alzheimer disease
17,SCN8A,sodium voltage-gated channel alpha subunit 8,QUINIDINE,Small molecule,CHEMBL1294,4.0,['NCT01832350'],MONDO_0004975,Alzheimer disease
18,GRIN2B,glutamate ionotropic receptor NMDA type subunit 2B,MEMANTINE HYDROCHLORIDE,Small molecule,CHEMBL1699,4.0,[],MONDO_0004975,Alzheimer disease
19,GRIN2C,glutamate ionotropic receptor NMDA type subunit 2C,MEMANTINE,Small molecule,CHEMBL807,4.0,[],MONDO_0004975,Alzheimer disease
20,GRIN3B,glutamate ionotropic receptor NMDA type subunit 3B,MEMANTINE,Small molecule,CHEMBL807,4.0,[],MONDO_0004975,Alzheimer disease
21,GRIN2C,glutamate ionotropic receptor NMDA type subunit 2C,MEMANTINE,Small molecule,CHEMBL807,4.0,['NCT00649220'],MONDO_0004975,Alzheimer disease
22,ADRB2,adrenoceptor beta 2,CARVEDILOL,Small molecule,CHEMBL723,4.0,['NCT01354444'],MONDO_0004975,Alzheimer disease
23,PDE3A,phosphodiesterase 3A,CILOSTAZOL,Small molecule,CHEMBL799,4.0,['NCT01409564'],MONDO_0004975,Alzheimer disease
24,SLC6A4,solute carrier family 6 member 4,ESCITALOPRAM,Small molecule,CHEMBL1508,4.0,['NCT01841125'],MONDO_0004975,Alzheimer disease
25,SCN4A,sodium voltage-gated channel alpha subunit 4,QUINIDINE SULFATE,Small molecule,CHEMBL3707183,4.0,['NCT01832350'],MONDO_0004975,Alzheimer disease
26,APP,amyloid beta precursor protein,ADUCANUMAB,Antibody,CHEMBL3039540,4.0,[],MONDO_0004975,Alzheimer disease
27,CHRNB2,cholinergic receptor nicotinic beta 2 subunit,NICOTINE,Small molecule,CHEMBL3,4.0,['NCT00018278'],MONDO_0004975,Alzheimer disease
28,ADRB3,adrenoceptor beta 3,CARVEDILOL,Small molecule,CHEMBL723,4.0,['NCT01354444'],MONDO_0004975,Alzheimer disease
29,GABBR1,gamma-aminobutyric acid type B receptor subunit 1,OXYBATE,Small molecule,CHEMBL1342,4.0,['NCT00706186'],MONDO_0004975,Alzheimer disease
30,SCN4A,sodium voltage-gated channel alpha subunit 4,QUINIDINE,Small molecule,CHEMBL1294,4.0,['NCT01832350'],MONDO_0004975,Alzheimer disease
31,SCN10A,sodium voltage-gated channel alpha subunit 10,QUINIDINE,Small molecule,CHEMBL1294,4.0,['NCT01832350'],MONDO_0004975,Alzheimer disease
32,SCN1A,sodium voltage-gated channel alpha subunit 1,QUINIDINE SULFATE,Small molecule,CHEMBL3707183,4.0,['NCT01832350'],MONDO_0004975,Alzheimer disease
33,SCN11A,sodium voltage-gated channel alpha subunit 11,QUINIDINE,Small molecule,CHEMBL1294,4.0,['NCT01832350'],MONDO_0004975,Alzheimer disease
34,ADRA1D,adrenoceptor alpha 1D,CARVEDILOL,Small molecule,CHEMBL723,4.0,['NCT01354444'],MONDO_0004975,Alzheimer disease
35,GRIN2C,glutamate ionotropic receptor NMDA type subunit 2C,MEMANTINE,Small molecule,CHEMBL807,4.0,['NCT03703856'],MONDO_0004975,Alzheimer disease
36,SCN3A,sodium voltage-gated channel alpha subunit 3,QUINIDINE SULFATE,Small molecule,CHEMBL3707183,4.0,['NCT01832350'],MONDO_0004975,Alzheimer disease
37,GRIN3B,glutamate ionotropic receptor NMDA type subunit 3B,MEMANTINE,Small molecule,CHEMBL807,4.0,['NCT00649220'],MONDO_0004975,Alzheimer disease
38,ACHE,acetylcholinesterase (Cartwright blood group),GALANTAMINE,Small molecule,CHEMBL659,4.0,"['NCT01921972', 'NCT01478633', 'NCT01054976', 'NCT00216515', 'NCT00035204']",MONDO_0004975,Alzheimer disease
39,GRIN1,glutamate ionotropic receptor NMDA type subunit 1,MEMANTINE,Small molecule,CHEMBL807,4.0,['NCT05430867'],MONDO_0004975,Alzheimer disease
40,ACHE,acetylcholinesterase (Cartwright blood group),GALANTAMINE HYDROBROMIDE,Small molecule,CHEMBL1555,4.0,[],MONDO_0004975,Alzheimer disease
41,GABBR1,gamma-aminobutyric acid type B receptor subunit 1,SODIUM OXYBATE,Small molecule,CHEMBL1200682,4.0,['NCT00706186'],MONDO_0004975,Alzheimer disease
42,ACHE,acetylcholinesterase (Cartwright blood group),GALANTAMINE HYDROBROMIDE,Small molecule,CHEMBL1555,4.0,['NCT00369603'],MONDO_0004975,Alzheimer disease
43,SCN9A,sodium voltage-gated channel alpha subunit 9,QUINIDINE SULFATE,Small molecule,CHEMBL3707183,4.0,['NCT01832350'],MONDO_0004975,Alzheimer disease
44,PTGS2,prostaglandin-endoperoxide synthase 2,ACETAMINOPHEN,Small molecule,CHEMBL112,4.0,['NCT02719834'],MONDO_0004975,Alzheimer disease
45,ADRB1,adrenoceptor beta 1,CARVEDILOL,Small molecule,CHEMBL723,4.0,['NCT01354444'],MONDO_0004975,Alzheimer disease
46,GRIN2D,glutamate ionotropic receptor NMDA type subunit 2D,MEMANTINE,Small molecule,CHEMBL807,4.0,"['NCT03168997', 'NCT00866060']",MONDO_0004975,Alzheimer disease
47,GRIN1,glutamate ionotropic receptor NMDA type subunit 1,MEMANTINE,Small molecule,CHEMBL807,4.0,['NCT03703856'],MONDO_0004975,Alzheimer disease
48,GRIN2C,glutamate ionotropic receptor NMDA type subunit 2C,MEMANTINE,Small molecule,CHEMBL807,4.0,"['NCT03168997', 'NCT00866060']",MONDO_0004975,Alzheimer disease
49,ACHE,acetylcholinesterase (Cartwright blood group),RIVASTIGMINE,Small molecule,CHEMBL636,4.0,['NCT03454646'],MONDO_0004975,Alzheimer disease
50,GRIN2B,glutamate ionotropic receptor NMDA type subunit 2B,MEMANTINE,Small molecule,CHEMBL807,4.0,['NCT00649220'],MONDO_0004975,Alzheimer disease
51,GRIN3B,glutamate ionotropic receptor NMDA type subunit 3B,MEMANTINE,Small molecule,CHEMBL807,4.0,['NCT05430867'],MONDO_0004975,Alzheimer disease
52,GRIN1,glutamate ionotropic receptor NMDA type subunit 1,MEMANTINE,Small molecule,CHEMBL807,4.0,"['NCT00933608', 'NCT00401167', 'NCT00334906', 'NCT01921972', 'NCT00551161', 'NCT00469456', 'NCT00305903', 'NCT00234637', 'NCT00862940', 'NCT02553928', 'NCT01025466', 'NCT00120874', 'NCT00476008', 'NCT00800709', 'NCT00505167']",MONDO_0004975,Alzheimer disease
53,GRIN3A,glutamate ionotropic receptor NMDA type subunit 3A,MEMANTINE,Small molecule,CHEMBL807,4.0,['NCT00649220'],MONDO_0004975,Alzheimer disease
54,GRIN2A,glutamate ionotropic receptor NMDA type subunit 2A,MEMANTINE,Small molecule,CHEMBL807,4.0,['NCT00649220'],MONDO_0004975,Alzheimer disease
55,GRIN2D,glutamate ionotropic receptor NMDA type subunit 2D,MEMANTINE HYDROCHLORIDE,Small molecule,CHEMBL1699,4.0,[],MONDO_0004975,Alzheimer disease
56,SCN5A,sodium voltage-gated channel alpha subunit 5,QUINIDINE SULFATE,Small molecule,CHEMBL3707183,4.0,['NCT01832350'],MONDO_0004975,Alzheimer disease
57,ACHE,acetylcholinesterase (Cartwright blood group),DONEPEZIL,Small molecule,CHEMBL502,4.0,"['NCT02787746', 'NCT00230568', 'NCT00571064', 'NCT00381381', 'NCT03073876', 'NCT00477659', 'NCT00165724', 'NCT00505167', 'NCT00018278', 'NCT02097056']",MONDO_0004975,Alzheimer disease
58,SIGMAR1,sigma non-opioid intracellular receptor 1,DEXTROMETHORPHAN,Small molecule,CHEMBL52440,4.0,['NCT01832350'],MONDO_0004975,Alzheimer disease
59,GRIN3B,glutamate ionotropic receptor NMDA type subunit 3B,MEMANTINE HYDROCHLORIDE,Small molecule,CHEMBL1699,4.0,['NCT03168997'],MONDO_0004975,Alzheimer disease
60,GRIN3A,glutamate ionotropic receptor NMDA type subunit 3A,MEMANTINE HYDROCHLORIDE,Small molecule,CHEMBL1699,4.0,[],MONDO_0004975,Alzheimer disease
61,GRIN2B,glutamate ionotropic receptor NMDA type subunit 2B,MEMANTINE,Small molecule,CHEMBL807,4.0,[],MONDO_0004975,Alzheimer disease
62,GRIN2D,glutamate ionotropic receptor NMDA type subunit 2D,MEMANTINE,Small molecule,CHEMBL807,4.0,"['NCT00551161', 'NCT00120874', 'NCT00800709', 'NCT00401167', 'NCT01921972', 'NCT00862940', 'NCT01025466', 'NCT00305903', 'NCT00334906', 'NCT00234637', 'NCT02553928', 'NCT00505167', 'NCT00933608', 'NCT00469456', 'NCT00476008']",MONDO_0004975,Alzheimer disease
63,ACHE,acetylcholinesterase (Cartwright blood group),GALANTAMINE,Small molecule,CHEMBL659,4.0,['NCT00523666'],MONDO_0004975,Alzheimer disease
64,GRIN3A,glutamate ionotropic receptor NMDA type subunit 3A,MEMANTINE,Small molecule,CHEMBL807,4.0,[],MONDO_0004975,Alzheimer disease
65,SCN10A,sodium voltage-gated channel alpha subunit 10,QUINIDINE SULFATE,Small molecule,CHEMBL3707183,4.0,['NCT01832350'],MONDO_0004975,Alzheimer disease
66,GRIN2D,glutamate ionotropic receptor NMDA type subunit 2D,MEMANTINE,Small molecule,CHEMBL807,4.0,['NCT03703856'],MONDO_0004975,Alzheimer disease
67,SCN3A,sodium voltage-gated channel alpha subunit 3,QUINIDINE,Small molecule,CHEMBL1294,4.0,['NCT01832350'],MONDO_0004975,Alzheimer disease
68,ACHE,acetylcholinesterase (Cartwright blood group),DONEPEZIL,Small molecule,CHEMBL502,4.0,"['NCT00165750', 'NCT00369603']",MONDO_0004975,Alzheimer disease
69,SCN7A,sodium voltage-gated channel alpha subunit 7,QUINIDINE,Small molecule,CHEMBL1294,4.0,['NCT01832350'],MONDO_0004975,Alzheimer disease
70,FAAH,fatty acid amide hydrolase,ACETAMINOPHEN,Small molecule,CHEMBL112,4.0,['NCT02719834'],MONDO_0004975,Alzheimer disease
71,PTGS1,prostaglandin-endoperoxide synthase 1,ACETAMINOPHEN,Small molecule,CHEMBL112,4.0,['NCT02719834'],MONDO_0004975,Alzheimer disease
72,GRIN3A,glutamate ionotropic receptor NMDA type subunit 3A,MEMANTINE,Small molecule,CHEMBL807,4.0,"['NCT00305903', 'NCT01025466', 'NCT00334906', 'NCT00476008', 'NCT01921972', 'NCT00551161', 'NCT00469456', 'NCT00800709', 'NCT00862940', 'NCT02553928', 'NCT00401167', 'NCT00933608', 'NCT00234637', 'NCT00505167', 'NCT00120874']",MONDO_0004975,Alzheimer disease
73,ACHE,acetylcholinesterase (Cartwright blood group),DONEPEZIL,Small molecule,CHEMBL502,4.0,[],MONDO_0004975,Alzheimer disease
74,SLC6A2,solute carrier family 6 member 2,METHYLPHENIDATE,Small molecule,CHEMBL796,4.0,['NCT03811847'],MONDO_0004975,Alzheimer disease
75,GRIN2C,glutamate ionotropic receptor NMDA type subunit 2C,MEMANTINE,Small molecule,CHEMBL807,4.0,"['NCT00334906', 'NCT00933608', 'NCT01025466', 'NCT00862940', 'NCT00234637', 'NCT00401167', 'NCT00551161', 'NCT00800709', 'NCT00120874', 'NCT02553928', 'NCT01921972', 'NCT00469456', 'NCT00476008', 'NCT00305903', 'NCT00505167']",MONDO_0004975,Alzheimer disease
76,GRIN2B,glutamate ionotropic receptor NMDA type subunit 2B,MEMANTINE,Small molecule,CHEMBL807,4.0,['NCT03703856'],MONDO_0004975,Alzheimer disease
77,GRIN2D,glutamate ionotropic receptor NMDA type subunit 2D,MEMANTINE,Small molecule,CHEMBL807,4.0,[],MONDO_0004975,Alzheimer disease
78,GRIN3B,glutamate ionotropic receptor NMDA type subunit 3B,MEMANTINE HYDROCHLORIDE,Small molecule,CHEMBL1699,4.0,[],MONDO_0004975,Alzheimer disease
79,ACHE,acetylcholinesterase (Cartwright blood group),RIVASTIGMINE,Small molecule,CHEMBL636,4.0,"['NCT00104442', 'NCT00549601', 'NCT00305903', 'NCT00622713', 'NCT00234637', 'NCT00948766', 'NCT01529619', 'NCT00731224', 'NCT00561392', 'NCT00018278', 'NCT02989402', 'NCT01025466', 'NCT01047579', 'NCT02703636']",MONDO_0004975,Alzheimer disease
80,CHRNA4,cholinergic receptor nicotinic alpha 4 subunit,NICOTINE,Small molecule,CHEMBL3,4.0,['NCT00018278'],MONDO_0004975,Alzheimer disease
81,GRIN1,glutamate ionotropic receptor NMDA type subunit 1,MEMANTINE,Small molecule,CHEMBL807,4.0,['NCT00649220'],MONDO_0004975,Alzheimer disease
82,GRIN3A,glutamate ionotropic receptor NMDA type subunit 3A,MEMANTINE,Small molecule,CHEMBL807,4.0,['NCT03703856'],MONDO_0004975,Alzheimer disease
83,ACHE,acetylcholinesterase (Cartwright blood group),DONEPEZIL HYDROCHLORIDE,Small molecule,CHEMBL1678,4.0,"['NCT02097056', 'NCT00571064', 'NCT00477659', 'NCT00165724', 'NCT03073876']",MONDO_0004975,Alzheimer disease
84,ADRA1A,adrenoceptor alpha 1A,CARVEDILOL,Small molecule,CHEMBL723,4.0,['NCT01354444'],MONDO_0004975,Alzheimer disease
85,GRIN2B,glutamate ionotropic receptor NMDA type subunit 2B,MEMANTINE,Small molecule,CHEMBL807,4.0,"['NCT00866060', 'NCT03168997']",MONDO_0004975,Alzheimer disease
86,GRIN2D,glutamate ionotropic receptor NMDA type subunit 2D,MEMANTINE HYDROCHLORIDE,Small molecule,CHEMBL1699,4.0,['NCT03168997'],MONDO_0004975,Alzheimer disease
87,HMGCR,3-hydroxy-3-methylglutaryl-CoA reductase,SIMVASTATIN,Small molecule,CHEMBL1064,4.0,['NCT01142336'],MONDO_0004975,Alzheimer disease
88,GRIN2C,glutamate ionotropic receptor NMDA type subunit 2C,MEMANTINE HYDROCHLORIDE,Small molecule,CHEMBL1699,4.0,[],MONDO_0004975,Alzheimer disease
89,GRIN2C,glutamate ionotropic receptor NMDA type subunit 2C,MEMANTINE,Small molecule,CHEMBL807,4.0,['NCT05430867'],MONDO_0004975,Alzheimer disease
90,GRIN3B,glutamate ionotropic receptor NMDA type subunit 3B,MEMANTINE,Small molecule,CHEMBL807,4.0,"['NCT00800709', 'NCT00862940', 'NCT00551161', 'NCT00334906', 'NCT00505167', 'NCT00234637', 'NCT00933608', 'NCT00305903', 'NCT00476008', 'NCT02553928', 'NCT01921972', 'NCT00401167', 'NCT00120874', 'NCT00469456', 'NCT01025466']",MONDO_0004975,Alzheimer disease
91,SLC6A3,solute carrier family 6 member 3,METHYLPHENIDATE,Small molecule,CHEMBL796,4.0,['NCT03811847'],MONDO_0004975,Alzheimer disease
92,GRIN3A,glutamate ionotropic receptor NMDA type subunit 3A,MEMANTINE,Small molecule,CHEMBL807,4.0,['NCT05430867'],MONDO_0004975,Alzheimer disease
93,GRIN2A,glutamate ionotropic receptor NMDA type subunit 2A,MEMANTINE HYDROCHLORIDE,Small molecule,CHEMBL1699,4.0,['NCT03168997'],MONDO_0004975,Alzheimer disease
94,PTGS1,prostaglandin-endoperoxide synthase 1,IBUPROFEN,Small molecule,CHEMBL521,4.0,['NCT00046358'],MONDO_0004975,Alzheimer disease
95,PTGS2,prostaglandin-endoperoxide synthase 2,IBUPROFEN,Small molecule,CHEMBL521,4.0,['NCT00046358'],MONDO_0004975,Alzheimer disease
96,SCN2A,sodium voltage-gated channel alpha subunit 2,QUINIDINE SULFATE,Small molecule,CHEMBL3707183,4.0,['NCT01832350'],MONDO_0004975,Alzheimer disease
97,GRIN1,glutamate ionotropic receptor NMDA type subunit 1,MEMANTINE HYDROCHLORIDE,Small molecule,CHEMBL1699,4.0,['NCT03168997'],MONDO_0004975,Alzheimer disease
98,ACHE,acetylcholinesterase (Cartwright blood group),GALANTAMINE,Small molecule,CHEMBL659,4.0,[],MONDO_0004975,Alzheimer disease
99,ACHE,acetylcholinesterase (Cartwright blood group),DONEPEZIL,Small molecule,CHEMBL502,4.0,"['NCT00866060', 'NCT00142324']",MONDO_0004975,Alzheimer disease
100,SCN2A,sodium voltage-gated channel alpha subunit 2,QUINIDINE,Small molecule,CHEMBL1294,4.0,['NCT01832350'],MONDO_0004975,Alzheimer disease
101,CACNA2D1,calcium voltage-gated channel auxiliary subunit alpha2delta 1,GABAPENTIN ENACARBIL,Small molecule,CHEMBL1628502,4.0,['NCT03082755'],MONDO_0004975,Alzheimer disease
102,ACHE,acetylcholinesterase (Cartwright blood group),GALANTAMINE,Small molecule,CHEMBL659,4.0,['NCT03454646'],MONDO_0004975,Alzheimer disease
103,ACHE,acetylcholinesterase (Cartwright blood group),RIVASTIGMINE,Small molecule,CHEMBL636,4.0,[],MONDO_0004975,Alzheimer disease
104,ACHE,acetylcholinesterase (Cartwright blood group),DONEPEZIL,Small molecule,CHEMBL502,4.0,"['NCT01822951', 'NCT00711204']",MONDO_0004975,Alzheimer disease
105,GRIN3A,glutamate ionotropic receptor NMDA type subunit 3A,MEMANTINE HYDROCHLORIDE,Small molecule,CHEMBL1699,4.0,['NCT03168997'],MONDO_0004975,Alzheimer disease
106,GABBR2,gamma-aminobutyric acid type B receptor subunit 2,SODIUM OXYBATE,Small molecule,CHEMBL1200682,4.0,['NCT00706186'],MONDO_0004975,Alzheimer disease
107,SCN11A,sodium voltage-gated channel alpha subunit 11,QUINIDINE SULFATE,Small molecule,CHEMBL3707183,4.0,['NCT01832350'],MONDO_0004975,Alzheimer disease
108,ACHE,acetylcholinesterase (Cartwright blood group),DONEPEZIL HYDROCHLORIDE,Small molecule,CHEMBL1678,4.0,['NCT00711204'],MONDO_0004975,Alzheimer disease
109,GRIN2C,glutamate ionotropic receptor NMDA type subunit 2C,MEMANTINE HYDROCHLORIDE,Small molecule,CHEMBL1699,4.0,['NCT03168997'],MONDO_0004975,Alzheimer disease
110,SCN5A,sodium voltage-gated channel alpha subunit 5,QUINIDINE,Small molecule,CHEMBL1294,4.0,['NCT01832350'],MONDO_0004975,Alzheimer disease
111,SCN1A,sodium voltage-gated channel alpha subunit 1,QUINIDINE,Small molecule,CHEMBL1294,4.0,['NCT01832350'],MONDO_0004975,Alzheimer disease
112,ACHE,acetylcholinesterase (Cartwright blood group),DONEPEZIL HYDROCHLORIDE,Small molecule,CHEMBL1678,4.0,['NCT00165750'],MONDO_0004975,Alzheimer disease
113,TRPV1,transient receptor potential cation channel subfamily V member 1,ACETAMINOPHEN,Small molecule,CHEMBL112,4.0,['NCT02719834'],MONDO_0004975,Alzheimer disease
114,GRIN2A,glutamate ionotropic receptor NMDA type subunit 2A,MEMANTINE,Small molecule,CHEMBL807,4.0,['NCT05430867'],MONDO_0004975,Alzheimer disease
115,GRIN2A,glutamate ionotropic receptor NMDA type subunit 2A,DEXTROMETHORPHAN,Small molecule,CHEMBL52440,4.0,['NCT01832350'],MONDO_0004975,Alzheimer disease
116,GRIN2B,glutamate ionotropic receptor NMDA type subunit 2B,MEMANTINE HYDROCHLORIDE,Small molecule,CHEMBL1699,4.0,['NCT03168997'],MONDO_0004975,Alzheimer disease
117,GRIN2B,glutamate ionotropic receptor NMDA type subunit 2B,MEMANTINE,Small molecule,CHEMBL807,4.0,['NCT05430867'],MONDO_0004975,Alzheimer disease
118,ACHE,acetylcholinesterase (Cartwright blood group),DONEPEZIL,Small molecule,CHEMBL502,4.0,['NCT03454646'],MONDO_0004975,Alzheimer disease
119,ACHE,acetylcholinesterase (Cartwright blood group),GALANTAMINE HYDROBROMIDE,Small molecule,CHEMBL1555,4.0,['NCT00216515'],MONDO_0004975,Alzheimer disease
120,BCHE,butyrylcholinesterase,RIVASTIGMINE,Small molecule,CHEMBL636,4.0,"['NCT01047579', 'NCT02989402', 'NCT00549601', 'NCT00561392', 'NCT00731224', 'NCT00622713', 'NCT00104442', 'NCT01529619', 'NCT00948766', 'NCT00234637', 'NCT00305903', 'NCT02703636', 'NCT01025466', 'NCT00018278']",MONDO_0004975,Alzheimer disease
121,GRIN3B,glutamate ionotropic receptor NMDA type subunit 3B,MEMANTINE,Small molecule,CHEMBL807,4.0,"['NCT03168997', 'NCT00866060']",MONDO_0004975,Alzheimer disease
122,GRIN3B,glutamate ionotropic receptor NMDA type subunit 3B,MEMANTINE,Small molecule,CHEMBL807,4.0,['NCT03703856'],MONDO_0004975,Alzheimer disease
123,GABBR2,gamma-aminobutyric acid type B receptor subunit 2,OXYBATE,Small molecule,CHEMBL1342,4.0,['NCT00706186'],MONDO_0004975,Alzheimer disease
124,GRIN2A,glutamate ionotropic receptor NMDA type subunit 2A,MEMANTINE,Small molecule,CHEMBL807,4.0,['NCT03703856'],MONDO_0004975,Alzheimer disease
125,ACHE,acetylcholinesterase (Cartwright blood group),DONEPEZIL,Small molecule,CHEMBL502,4.0,['NCT02087865'],MONDO_0004975,Alzheimer disease
126,ACHE,acetylcholinesterase (Cartwright blood group),DONEPEZIL HYDROCHLORIDE,Small molecule,CHEMBL1678,4.0,['NCT02087865'],MONDO_0004975,Alzheimer disease
127,GRIN2D,glutamate ionotropic receptor NMDA type subunit 2D,MEMANTINE,Small molecule,CHEMBL807,4.0,['NCT00649220'],MONDO_0004975,Alzheimer disease
128,GRIN2D,glutamate ionotropic receptor NMDA type subunit 2D,MEMANTINE,Small molecule,CHEMBL807,4.0,['NCT05430867'],MONDO_0004975,Alzheimer disease
129,APH1B,"aph-1 homolog B, gamma-secretase subunit",TARENFLURBIL,Small molecule,CHEMBL190083,3.0,['NCT00105547'],MONDO_0004975,Alzheimer disease
130,APH1B,"aph-1 homolog B, gamma-secretase subunit",SEMAGACESTAT,Small molecule,CHEMBL520733,3.0,"['NCT00762411', 'NCT01035138', 'NCT00594568']",MONDO_0004975,Alzheimer disease
131,APP,amyloid beta precursor protein,TRAMIPROSATE,Small molecule,CHEMBL149082,3.0,['NCT00314912'],MONDO_0004975,Alzheimer disease
132,MMP1,matrix metallopeptidase 1,DOXYCYCLINE,Small molecule,CHEMBL1200699,3.0,['NCT00715858'],MONDO_0004975,Alzheimer disease
133,SLC6A3,solute carrier family 6 member 3,MODAFINIL,Small molecule,CHEMBL1373,3.0,['NCT01172145'],MONDO_0004975,Alzheimer disease
134,CHRNA10,cholinergic receptor nicotinic alpha 10 subunit,NERAMEXANE,Small molecule,CHEMBL2110954,3.0,['NCT00090116'],MONDO_0004975,Alzheimer disease
135,ACHE,acetylcholinesterase (Cartwright blood group),GALANTAMINE,Small molecule,CHEMBL659,3.0,"['NCT00253188', 'NCT00253201', 'NCT00216502', 'NCT00338117', 'NCT00216593', 'NCT00304629', 'NCT00261573', 'NCT00082602', 'NCT00236574', 'NCT00253214', 'NCT00236431', 'NCT00000172', 'NCT00814801', 'NCT00253227', 'NCT00309725', 'NCT00645190', 'NCT00301574']",MONDO_0004975,Alzheimer disease
136,GRIN2A,glutamate ionotropic receptor NMDA type subunit 2A,MEMANTINE,Small molecule,CHEMBL807,3.0,"['NCT00624026', 'NCT00804271', 'NCT00255086', 'NCT00097916', 'NCT00322153', 'NCT00235716', 'NCT01409694']",MONDO_0004975,Alzheimer disease
137,GRIN2C,glutamate ionotropic receptor NMDA type subunit 2C,MEMANTINE,Small molecule,CHEMBL807,3.0,"['NCT00857649', 'NCT00857233']",MONDO_0004975,Alzheimer disease
138,HTR1A,5-hydroxytryptamine receptor 1A,BIFEPRUNOX,Small molecule,CHEMBL218166,3.0,['NCT00160147'],MONDO_0004975,Alzheimer disease
139,FLNA,filamin A,SIMUFILAM,Small molecule,CHEMBL4650230,3.0,['NCT05575076'],MONDO_0004975,Alzheimer disease
140,APH1B,"aph-1 homolog B, gamma-secretase subunit",TARENFLURBIL,Small molecule,CHEMBL190083,3.0,"['NCT00322036', 'NCT00380276']",MONDO_0004975,Alzheimer disease
141,BACE1,beta-secretase 1,ELENBECESTAT,Small molecule,CHEMBL4204869,3.0,['NCT03036280'],MONDO_0004975,Alzheimer disease
142,ALDH5A1,aldehyde dehydrogenase 5 family member A1,VALPROATE SODIUM,Small molecule,CHEMBL433,3.0,['NCT00071721'],MONDO_0004975,Alzheimer disease
143,MMP7,matrix metallopeptidase 7,DOXYCYCLINE,Small molecule,CHEMBL1200699,3.0,['NCT00439166'],MONDO_0004975,Alzheimer disease
144,HTR2A,5-hydroxytryptamine receptor 2A,HALOPERIDOL,Small molecule,CHEMBL54,3.0,['NCT00000179'],MONDO_0004975,Alzheimer disease
145,DRD2,dopamine receptor D2,BIFEPRUNOX,Small molecule,CHEMBL218166,3.0,['NCT00160147'],MONDO_0004975,Alzheimer disease
