,name,count,logLR,meddraCode,chembl_id
64,schizophrenia,155,251.04933822373278,10039626,CHEMBL54
65,hypertonia,124,246.2832251323416,10020852,CHEMBL54
66,rhabdomyolysis,265,244.6808543533407,10039020,CHEMBL54
67,"hallucination, auditory",153,243.58247492753435,,CHEMBL54
68,coma,233,227.8700077960384,10010071,CHEMBL54
69,cogwheel rigidity,73,226.96834619338915,10009848,CHEMBL54
70,drug interaction,486,223.66076847213844,10013710,CHEMBL54
71,headache,50,220.6828110178467,10019211,CHEMBL54
72,tachycardia,330,209.6604571024218,10043071,CHEMBL54
73,torsade de pointes,130,204.9357348839112,10044066,CHEMBL54
74,therapeutic product effect variable,54,190.1735709276545,10082204,CHEMBL54
75,arthralgia,12,189.64153904923296,10003239,CHEMBL54
76,psychomotor hyperactivity,128,181.48444355849642,10037211,CHEMBL54
77,altered state of consciousness,150,176.10731245182978,10001854,CHEMBL54
78,rash,45,173.14283080337918,10037844,CHEMBL54
79,oculogyric crisis,68,172.00697664775362,10030071,CHEMBL54
80,obsessive-compulsive disorder,85,171.06694923891337,10029898,CHEMBL54
81,diarrhoea,104,167.30885997902078,10012735,CHEMBL54
82,drug abuse,222,166.59697461493488,10013654,CHEMBL54
83,disinhibition,64,163.76995473148418,10013142,CHEMBL54
84,bradykinesia,78,163.30751440286986,10006100,CHEMBL54
85,emotional poverty,49,162.06600498370244,10014557,CHEMBL54
86,sluggishness,87,159.5341307796043,10041052,CHEMBL54
87,mutism,57,153.79260141635314,10028403,CHEMBL54
88,cognitive disorder,166,149.15510296582943,10057668,CHEMBL54
89,fatigue,138,149.14689763037313,10016256,CHEMBL54
90,psychotic disorder,3,14.377084639894399,10061920,CHEMBL218166
91,"hallucination, auditory",2,10.328092884597808,,CHEMBL218166
92,delusion of reference,1,8.53552142982123,10012244,CHEMBL218166
93,sedation complication,170,1029.0541453443993,10079741,CHEMBL1555
94,creatinine renal clearance decreased,164,835.8412895417723,10011372,CHEMBL1555
95,sedation,207,824.5990316578009,10039897,CHEMBL1555
96,orthostatic hypotension,202,795.3946573377825,10031127,CHEMBL1555
97,cognitive disorder,217,787.3249931602832,10057668,CHEMBL1555
98,blood calcium decreased,164,714.1740320149629,10005395,CHEMBL1555
99,balance disorder,205,646.3711953667598,10049848,CHEMBL1555
100,depressed level of consciousness,179,573.1243117675976,10012373,CHEMBL1555
101,mobility decreased,166,533.8181805509421,10048334,CHEMBL1555
102,fall,267,516.9627881853357,10016173,CHEMBL1555
103,constipation,204,443.5477674618569,10010774,CHEMBL1555
104,hypotension,216,413.08653269063507,10021097,CHEMBL1555
105,toxicity to various agents,172,377.1083618643506,10070863,CHEMBL1555
106,pain,178,220.37220818605783,10033371,CHEMBL1555
107,pleurothotonus,14,53.888065014564745,10035628,CHEMBL1555
108,anticholinergic syndrome,13,47.189067819098454,10002757,CHEMBL1555
109,increased bronchial secretion,10,36.30717575838935,10062530,CHEMBL1555
110,syncope,38,34.75108550080677,10042772,CHEMBL1555
111,post-traumatic stress disorder,11,34.53003857001477,10036316,CHEMBL1555
112,bradycardia,33,33.31905854359047,10006093,CHEMBL1555
113,compartment syndrome,11,32.041897722157955,10010121,CHEMBL1555
114,dementia alzheimer's type,11,29.939561962562948,10012271,CHEMBL1555
115,arrhythmia,21,28.360841448238716,10003119,CHEMBL1555
116,multiple drug therapy,6,26.875993939031105,10074950,CHEMBL1555
117,acute generalised exanthematous pustulosis,13,23.923445111169713,10048799,CHEMBL1555
118,agitation,26,23.490951792360647,10001497,CHEMBL1555
119,myoclonus,13,20.807944994203353,10028622,CHEMBL1555
120,oesophageal achalasia,5,19.97262739271082,10030136,CHEMBL1555
121,"hallucination, visual",14,19.70708594029111,,CHEMBL1555
122,miosis,11,19.55264163926313,10027646,CHEMBL1555
123,confusional state,32,17.699670373020126,10010305,CHEMBL1555
124,decreased appetite,33,17.161823057544098,10061428,CHEMBL1555
125,loss of consciousness,28,16.362622884009397,10024855,CHEMBL1555
126,electrocardiogram qt prolonged,18,16.21932420153462,10014387,CHEMBL1555
127,atrioventricular block,9,16.01433400463975,10003671,CHEMBL1555
128,subarachnoid haemorrhage,9,15.818638678408206,10042316,CHEMBL1555
129,dementia,11,15.671627078729216,10012267,CHEMBL1555
130,nightmare,13,15.24781188266752,10029412,CHEMBL1555
131,aphasia,13,14.570914743755566,10002948,CHEMBL1555
132,sinus tachycardia,11,14.382420656691465,10040752,CHEMBL1555
133,mania,10,13.560923117453967,10026749,CHEMBL1555
134,arthralgia,2,12.683922738820002,10003239,CHEMBL1555
135,drug abuse,1623,4054.662383229108,10013654,CHEMBL580
136,sopor,1161,3478.1633639406937,10058709,CHEMBL580
137,somnolence,1181,1565.7594120572467,10041349,CHEMBL580
138,suicide attempt,847,1397.9573857559008,10042464,CHEMBL580
139,coma,664,1214.3050607747136,10010071,CHEMBL580
140,delirium,492,831.9821974809893,10012218,CHEMBL580
141,agitation,608,829.9385588514415,10001497,CHEMBL580
142,confusional state,714,666.9951941844192,10010305,CHEMBL580
143,pneumonia aspiration,320,636.8565166625485,10035669,CHEMBL580
144,sedation,339,611.3314044145227,10039897,CHEMBL580
145,bradyphrenia,233,602.9162224824686,10050012,CHEMBL580
146,toxicity to various agents,625,572.7364830852603,10070863,CHEMBL580
147,fall,890,533.1223287796165,10016173,CHEMBL580
148,drug dependence,302,473.7263778785418,10013676,CHEMBL580
149,catatonia,185,455.2519005832146,10007776,CHEMBL580
150,neuroleptic malignant syndrome,226,397.9282009970193,10029282,CHEMBL580
151,tachycardia,461,373.57771865988616,10043071,CHEMBL580
152,depressed level of consciousness,316,369.7004822172603,10012373,CHEMBL580
153,respiratory depression,186,349.1998660338286,10038678,CHEMBL580
154,drug withdrawal syndrome,282,323.2119935412629,10013754,CHEMBL580
155,dysarthria,269,299.5179316182184,10013887,CHEMBL580
156,loss of consciousness,435,292.7461149180599,10024855,CHEMBL580
157,aggression,269,284.4134323199105,10001488,CHEMBL580
158,disorientation,244,268.48002613412973,10013395,CHEMBL580
159,speech disorder,230,258.91783895924164,10041466,CHEMBL580
160,bradykinesia,105,238.48278532268887,10006100,CHEMBL580
161,anxiety,449,213.00894753052853,10002855,CHEMBL580
162,withdrawal syndrome,180,207.7796805291291,10048010,CHEMBL580
163,hypotension,530,202.71107358508743,10021097,CHEMBL580
164,unresponsive to stimuli,165,196.66843525359582,10045555,CHEMBL580
165,miosis,123,194.34795295687218,10027646,CHEMBL580
166,mydriasis,126,186.4715785140579,10028521,CHEMBL580
167,poisoning,98,179.69580203051737,10061355,CHEMBL580
168,gastrooesophageal reflux disease,228,179.11074711114634,10017885,CHEMBL580
169,restlessness,168,175.4435272266419,10038743,CHEMBL580
170,psychotic disorder,196,175.19095902917616,10061920,CHEMBL580
171,drug interaction,469,169.50383934633282,10013710,CHEMBL580
172,cerebral infarction,35,62.36610792844476,10008118,CHEMBL799
173,tachycardia,50,47.62098290497488,10043071,CHEMBL799
174,gastrointestinal haemorrhage,44,44.300828422587074,10017955,CHEMBL799
175,melaena,27,41.47874799902638,10027141,CHEMBL799
176,haemorrhage subcutaneous,14,39.473618936359344,10018999,CHEMBL799
177,gastric ulcer haemorrhage,14,33.70054487652851,10017829,CHEMBL799
178,lacunar infarction,12,32.70095440718251,10051078,CHEMBL799
179,atrial fibrillation,38,32.19899369096129,10003658,CHEMBL799
180,post procedural haematoma,10,31.252101786389176,10063188,CHEMBL799
181,hepatic function abnormal,26,31.002346104165554,10019670,CHEMBL799
182,ventricular fibrillation,16,30.515176744098426,10047290,CHEMBL799
183,cerebral haemorrhage,20,29.744464621062434,10008111,CHEMBL799
184,post procedural haemorrhage,15,28.9419844433869,10051077,CHEMBL799
185,upper gastrointestinal haemorrhage,17,27.797719110312755,10046274,CHEMBL799
186,cardiac failure,29,27.73891975463448,10007554,CHEMBL799
187,fat embolism,6,25.250122326606288,10016246,CHEMBL799
188,cerebral hyperperfusion syndrome,5,24.498994763396695,10064730,CHEMBL799
189,anaemia,54,24.467526714161068,10002034,CHEMBL799
190,thrombotic cerebral infarction,6,24.36186957388236,10067347,CHEMBL799
191,shock haemorrhagic,11,24.215003586608873,10049771,CHEMBL799
192,thalamus haemorrhage,7,23.580426354521478,10058939,CHEMBL799
193,diverticulum intestinal haemorrhagic,8,23.02788188449813,10013560,CHEMBL799
194,aortic dissection,8,21.986474337509208,10002895,CHEMBL799
195,haemorrhagic anaemia,10,21.655455319920293,10052293,CHEMBL799
196,fatigue,10,20.865754818934874,10016256,CHEMBL799
197,haematochezia,21,20.852284982996935,10018836,CHEMBL799
198,agranulocytosis,17,20.5930686469419,10001507,CHEMBL799
199,ventricular tachycardia,15,19.08846291595728,10047302,CHEMBL799
200,subarachnoid haemorrhage,11,18.986382832976233,10042316,CHEMBL799
201,haemobilia,5,18.724281868837352,10058947,CHEMBL799
202,palpitations,28,18.05669573396517,10033557,CHEMBL799
203,peripheral arterial occlusive disease,8,17.65115310573856,10062585,CHEMBL799
204,intestinal haematoma,4,17.1160454139972,10069829,CHEMBL799
205,brain contusion,5,16.865629221698327,10052346,CHEMBL799
206,pain,5,15.930774065698643,10033371,CHEMBL799
207,depression,373,640.0376544961982,10012378,CHEMBL1076903
208,nightmare,216,624.328353449484,10029412,CHEMBL1076903
209,suicidal ideation,233,454.0262123214452,10042458,CHEMBL1076903
210,abnormal dreams,146,441.18378566935644,10000125,CHEMBL1076903
211,agitation,178,306.3509536779311,10001497,CHEMBL1076903
212,vomiting,302,211.95595180312012,10047700,CHEMBL1076903
213,nausea,369,196.11197422106852,10028813,CHEMBL1076903
214,irritability,99,149.06912119042317,10022998,CHEMBL1076903
215,mood swings,63,120.08540388029724,10027951,CHEMBL1076903
216,aggression,82,117.29886003505817,10001488,CHEMBL1076903
217,anger,60,110.85018621558265,10002368,CHEMBL1076903
218,insomnia,135,99.65252465806043,10022437,CHEMBL1076903
219,anxiety,116,76.75743103468267,10002855,CHEMBL1076903
220,depressed mood,52,68.44327612780035,10012374,CHEMBL1076903
221,mood altered,42,65.77957474824143,10027940,CHEMBL1076903
222,feeding disorder,30,59.688093720611505,10061148,CHEMBL1076903
223,hallucination,57,48.18229685315964,10062824,CHEMBL1076903
224,thinking abnormal,24,38.62555009253265,10043431,CHEMBL1076903
225,suicide attempt,56,38.02185312369329,10042464,CHEMBL1076903
226,alcohol use,17,37.69821839885117,10048921,CHEMBL1076903
227,feeling abnormal,73,35.3633232574648,10016322,CHEMBL1076903
228,paranoia,25,33.493929268031934,10033864,CHEMBL1076903
229,anti-cyclic citrullinated peptide antibody positive,16,33.172733949493704,10068798,CHEMBL1076903
230,injection site pain,1,30.59022433654536,10022086,CHEMBL1076903
231,unintended pregnancy,484,1990.4547988060913,10045542,CHEMBL717
232,pregnancy with injectable contraceptive,118,709.620139578823,10053394,CHEMBL717
233,metrorrhagia,158,477.9751709306838,10027514,CHEMBL717
234,breast cancer,172,339.3452631146574,10006187,CHEMBL717
235,osteopenia,99,270.19679329537394,10049088,CHEMBL717
236,menorrhagia,118,250.71856334515905,10027313,CHEMBL717
237,injection site abscess,66,231.2263545244241,10022044,CHEMBL717
238,amenorrhoea,86,200.09142479918955,10001928,CHEMBL717
239,vaginal haemorrhage,100,170.51491360344153,10046910,CHEMBL717
240,injection site reaction,138,148.28443885517117,10022095,CHEMBL717
241,oestrogen receptor assay positive,30,127.95419665892041,10054054,CHEMBL717
242,injection site atrophy,34,127.19007770198732,10022048,CHEMBL717
243,breast cancer female,50,126.97599910576537,10057654,CHEMBL717
244,osteoporosis,68,103.88529166851731,10031282,CHEMBL717
245,progesterone receptor assay positive,24,101.79534081932798,10054057,CHEMBL717
246,clear cell renal cell carcinoma,24,87.40894324174224,10073251,CHEMBL717
247,hot flush,74,76.07857161467837,10060800,CHEMBL717
248,breast cancer metastatic,35,73.15419150528396,10055113,CHEMBL717
249,breast tenderness,30,73.13209908453427,10006313,CHEMBL717
250,fibrocystic breast disease,21,72.92450575673138,10016621,CHEMBL717
251,renal mass,24,71.79317600589638,10062104,CHEMBL717
252,breast cancer in situ,22,70.6281432295691,10006189,CHEMBL717
253,uterine leiomyoma,33,64.20820225452553,10046798,CHEMBL717
254,abortion spontaneous,73,63.989540375430806,10000234,CHEMBL717
255,uterine haemorrhage,28,63.15761918833232,10046788,CHEMBL717
256,injection site inflammation,29,62.81665189344494,10022078,CHEMBL717
257,depression,133,60.2515270303993,10012378,CHEMBL717
258,dysmenorrhoea,27,56.832721443068294,10013935,CHEMBL717
259,suppressed lactation,16,52.97864448356631,10042576,CHEMBL717
260,breast mass,26,51.826826232914755,10006272,CHEMBL717
261,menstruation irregular,31,48.777616268122074,10027339,CHEMBL717
262,pancreatitis,275,588.7100566420813,10033645,CHEMBL2108724
263,nausea,544,356.74996786957126,10028813,CHEMBL2108724
264,vomiting,426,338.81211349206205,10047700,CHEMBL2108724
265,diabetic ketoacidosis,81,125.94454421234695,10012671,CHEMBL2108724
266,weight decreased,169,119.84965929579994,10047895,CHEMBL2108724
267,euglycaemic diabetic ketoacidosis,38,98.25281617739529,10080061,CHEMBL2108724
268,retinopathy,37,94.70356401963363,10038923,CHEMBL2108724
269,diarrhoea,284,90.83887680199769,10012735,CHEMBL2108724
270,diabetic retinopathy,29,86.92355132049488,10012689,CHEMBL2108724
271,abdominal pain,157,78.59174295525372,10000081,CHEMBL2108724
272,eructation,35,75.61534093637238,10015137,CHEMBL2108724
273,glycosylated haemoglobin increased,44,73.36089470003571,10018484,CHEMBL2108724
274,gastrointestinal disorder,72,67.53292393987431,10017944,CHEMBL2108724
275,dehydration,101,56.644685360999574,10012174,CHEMBL2108724
276,pancreatitis acute,50,54.77938257386268,10033647,CHEMBL2108724
277,lipase increased,31,49.221561540438415,10024574,CHEMBL2108724
278,blood glucose increased,68,47.412961437577906,10005557,CHEMBL2108724
279,decreased appetite,103,45.38470497704111,10061428,CHEMBL2108724
280,acute kidney injury,100,42.37947143199199,10069339,CHEMBL2108724
281,pancreatic carcinoma,22,36.80319279881223,10033609,CHEMBL2108724
282,akathisia,166,578.986430515788,10001540,CHEMBL2105760
283,weight increased,274,477.5854881205232,10047899,CHEMBL2105760
284,restlessness,80,161.35934985215863,10038743,CHEMBL2105760
285,tardive dyskinesia,59,151.76048992375217,10043118,CHEMBL2105760
286,inability to afford medication,31,114.71645088335208,10076503,CHEMBL2105760
287,suicidal ideation,76,82.31840698648739,10042458,CHEMBL2105760
288,schizoaffective disorder,22,76.16786227631383,10039621,CHEMBL2105760
289,anxiety,103,74.26040310729877,10002855,CHEMBL2105760
290,mania,39,72.22081619206801,10026749,CHEMBL2105760
291,anger,35,53.379746885751956,10002368,CHEMBL2105760
292,schizophrenia,30,49.89493083383786,10039626,CHEMBL2105760
293,extrapyramidal disorder,31,46.85371772466897,10015832,CHEMBL2105760
294,tremor,73,43.51540686931912,10044565,CHEMBL2105760
295,eye movement disorder,18,39.05283187503301,10061129,CHEMBL2105760
296,apathy,21,36.605501510777685,10002942,CHEMBL2105760
297,hypomania,16,33.61198511025577,10021030,CHEMBL2105760
298,psychotic disorder,35,33.575028509229014,10061920,CHEMBL2105760
299,oculogyric crisis,13,33.31974811534019,10030071,CHEMBL2105760
300,feeling abnormal,63,32.61755113118852,10016322,CHEMBL2105760
301,depression,71,31.80042811374733,10012378,CHEMBL2105760
302,food craving,11,30.892159883154818,10056465,CHEMBL2105760
303,sedation,27,30.72585527233241,10039897,CHEMBL2105760
304,wrong technique in product usage process,58,29.165286970128363,10076573,CHEMBL2105760
305,drug effective for unapproved indication,14,29.124781644379254,10079317,CHEMBL2105760
306,agitation,42,26.39460010894254,10001497,CHEMBL2105760
307,muscle twitching,21,26.269951337435486,10028347,CHEMBL2105760
308,increased appetite,17,26.2324478020455,10021654,CHEMBL2105760
309,irritability,34,25.406608381854312,10022998,CHEMBL2105760
310,dyspnoea,18,25.14593749348205,10013968,CHEMBL2105760
311,hyperphagia,10,24.921394218206842,10020710,CHEMBL2105760
312,anaemia,2,24.641110611177282,10002034,CHEMBL2105760
313,pyrexia,9,24.627231143742392,10037660,CHEMBL2105760
314,dystonia,20,24.234249771707255,10013983,CHEMBL2105760
315,hunger,12,23.49375814486484,10020466,CHEMBL2105760
316,gambling disorder,8,23.115455440682126,10078070,CHEMBL2105760
317,abdominal pain,3,21.56086239902288,10000081,CHEMBL2105760
318,temperature regulation disorder,108,595.3221543794516,10061376,CHEMBL103
319,food allergy,108,496.0655986668935,10016946,CHEMBL103
320,coeliac disease,109,470.48878616567345,10009839,CHEMBL103
321,ovarian hyperstimulation syndrome,99,452.79325791746123,10033266,CHEMBL103
322,immunodeficiency,109,450.77066941436715,10061598,CHEMBL103
323,bursitis,110,417.34537127095064,10006811,CHEMBL103
324,premature baby,116,280.36592750622003,10036590,CHEMBL103
325,rash erythematous,111,274.49526314571267,10037855,CHEMBL103
326,premature labour,76,266.9002865826551,10036600,CHEMBL103
327,fluid retention,110,262.303755518009,10016807,CHEMBL103
328,upper respiratory tract infection,108,235.93843288192693,10046306,CHEMBL103
329,hepatic enzyme increased,115,220.41366332054713,10060795,CHEMBL103
330,drug hypersensitivity,189,216.48852680194068,10013700,CHEMBL103
331,asthma,115,214.21015781245478,10003553,CHEMBL103
332,hypersensitivity,141,194.4252164990521,10020751,CHEMBL103
333,hyperhidrosis,118,183.0875151795044,10020642,CHEMBL103
334,rheumatoid arthritis,116,175.17363262269646,10039073,CHEMBL103
335,erythema,120,153.39316589921327,10015150,CHEMBL103
336,constipation,115,128.2292087005044,10010774,CHEMBL103
337,back pain,118,127.75087811401136,10003988,CHEMBL103
338,butterfly rash,25,113.23614637576065,10067982,CHEMBL103
339,premature delivery,48,105.59218908502771,10036595,CHEMBL103
340,meningioma,29,94.95250979452612,10027191,CHEMBL103
341,headache,168,92.94914097690344,10019211,CHEMBL103
342,oligohydramnios,30,91.74565000065377,10030289,CHEMBL103
343,low birth weight baby,34,83.72861527862005,10067508,CHEMBL103
344,head discomfort,28,67.35324529333957,10019194,CHEMBL103
345,pain,128,66.60536657785087,10033371,CHEMBL103
346,human herpesvirus 6 infection,20,65.95418318538577,10020431,CHEMBL103
347,periorbital oedema,25,65.34571118297754,10034545,CHEMBL103
348,abortion spontaneous,47,61.65585842782821,10000234,CHEMBL103
349,pre-eclampsia,21,53.99615615235962,10036485,CHEMBL103
350,vaginal haemorrhage,34,53.66099209525237,10046910,CHEMBL103
351,haemangioma,17,53.438058767778784,10018814,CHEMBL103
352,placenta accreta,11,53.3481262322839,10062936,CHEMBL103
353,gestational diabetes,20,52.31004902884342,10018209,CHEMBL103
354,postmenopausal haemorrhage,15,50.47060099201008,10055870,CHEMBL103
355,fatigue,147,48.127252509380924,10016256,CHEMBL103
356,photosensitivity reaction,27,48.12230350920436,10034972,CHEMBL103
357,foetal death,18,47.83185467119438,10055690,CHEMBL103
358,congenital umbilical hernia,11,45.48777772705944,10010658,CHEMBL103
359,ophthalmic vein thrombosis,9,43.82223548789625,10074349,CHEMBL103
360,autoimmune dermatitis,8,42.70210368248809,10075689,CHEMBL103
361,ventricular septal defect,19,42.19754599964472,10047298,CHEMBL103
362,cafe au lait spots,8,40.814762793312184,10006926,CHEMBL103
363,hypospadias,14,39.29983307546354,10021093,CHEMBL103
364,foetal growth restriction,18,38.05162101590213,10070531,CHEMBL103
365,hirsutism,11,36.57319783475759,10020112,CHEMBL103
366,kidney duplex,8,34.812951846643045,10023416,CHEMBL103
367,multiple-drug resistance,13,34.712113670750114,10048723,CHEMBL103
368,suicidal behaviour,13,34.6187660692849,10065604,CHEMBL103
369,feeling hot,29,33.27905146505145,10016334,CHEMBL103
370,progesterone decreased,7,32.77040821284572,10063271,CHEMBL103
371,normal newborn,15,32.136791646418715,10029769,CHEMBL103
372,nephrocalcinosis,10,31.894200048349376,10029146,CHEMBL103
373,decidual cast,5,31.848706129681887,10068735,CHEMBL103
374,atrial septal defect,18,31.508343508432517,10003664,CHEMBL103
375,cryptorchism,10,31.32717091194354,10011498,CHEMBL103
376,metabolic alkalosis,11,31.033821525245003,10027423,CHEMBL103
377,endometrial hyperplasia,9,30.914950986198164,10014755,CHEMBL103
378,product odour abnormal,12,30.64924093837726,10069226,CHEMBL103
379,anal stenosis,8,30.621582319969093,10002176,CHEMBL103
380,wolff-parkinson-white syndrome,8,30.430372513153998,10048015,CHEMBL103
381,ear malformation,8,30.31783779747093,10014016,CHEMBL103
382,ectopic pregnancy,12,30.17239761244673,10014166,CHEMBL103
383,motor developmental delay,8,30.09748601481988,10070302,CHEMBL103
384,phimosis,8,29.847978713954944,10034878,CHEMBL103
385,cellulitis,33,29.732529753358904,10007882,CHEMBL103
386,congenital skin dimples,7,29.35865777822073,10072978,CHEMBL103
387,malignant nervous system neoplasm,5,28.912290502961696,10061268,CHEMBL103
388,caesarean section,19,28.701889573831068,10006924,CHEMBL103
389,breast cancer,26,28.603711967769414,10006187,CHEMBL103
390,ascites,24,28.50079966224621,10003445,CHEMBL103
391,sepsis neonatal,8,28.46807499003262,10040049,CHEMBL103
392,tinnitus,25,28.393257750019984,10043882,CHEMBL103
393,foetal distress syndrome,11,28.13682341789172,10016855,CHEMBL103
394,dacryostenosis acquired,8,28.03868400439933,10053990,CHEMBL103
395,pulmonary valve stenosis,8,27.144747167849346,10037450,CHEMBL103
396,systemic infection,9,26.58698980628833,10077116,CHEMBL103
397,live birth,13,26.264204333951056,10049550,CHEMBL103
398,klebsiella sepsis,8,26.143642132050445,10054160,CHEMBL103
399,keratoconus,6,25.95967878423835,10023353,CHEMBL103
400,developmental hip dysplasia,8,25.88580801644457,10073767,CHEMBL103
401,pyelocaliectasis,8,25.49430916743586,10061927,CHEMBL103
402,diarrhoea,12,25.187710980215343,10012735,CHEMBL103
403,ovarian cyst,14,25.084342349222425,10033132,CHEMBL103
404,patent ductus arteriosus,12,25.065228193478106,10034130,CHEMBL103
405,hot flush,26,24.464762057694315,10060800,CHEMBL103
406,porphyria non-acute,7,23.392540947977977,10036186,CHEMBL103
407,hormone level abnormal,9,23.156806935427085,10061210,CHEMBL103
408,pelvic infection,6,22.800149226783105,10058674,CHEMBL103
409,retinal vein occlusion,10,22.76299380126693,10038907,CHEMBL103
410,endometrial stromal sarcoma,4,22.021164483392567,10048397,CHEMBL103
411,pregnancy,21,22.015222228877974,10036556,CHEMBL103
412,speech disorder developmental,8,21.999656374819097,10041467,CHEMBL103
413,overweight,9,21.81869218200336,10033307,CHEMBL103
414,hyponatraemia,196,246.1847285862932,10021036,CHEMBL1017
415,hyperkalaemia,147,218.37614935252714,10020646,CHEMBL1017
416,blood pressure increased,158,135.2353595468303,10005750,CHEMBL1017
417,renal failure acute,123,113.25361786388748,10038436,CHEMBL1017
418,glaucoma,62,110.14645678470697,10018304,CHEMBL1017
419,sleep apnoea syndrome,65,109.16102913199938,10040979,CHEMBL1017
420,hypotension,210,100.85956733274361,10021097,CHEMBL1017
421,hypertensive crisis,53,80.7745522080877,10020802,CHEMBL1017
422,blood pressure inadequately controlled,35,75.52321050218234,10051128,CHEMBL1017
423,orthostatic hypotension,60,70.79852276637757,10031127,CHEMBL1017
424,acute kidney injury,147,70.36317008753394,10069339,CHEMBL1017
425,renal failure,110,66.75850440425711,10038435,CHEMBL1017
426,loss of consciousness,124,66.20733131663292,10024855,CHEMBL1017
427,hypertension,161,65.64714305534653,10020772,CHEMBL1017
428,blood pressure decreased,79,61.990889617896755,10005734,CHEMBL1017
429,left ventricular hypertrophy,29,61.505022483182984,10049773,CHEMBL1017
430,interstitial lung disease,78,61.07863253647156,10022611,CHEMBL1017
431,hypoglycaemia,78,60.39145487706628,10020993,CHEMBL1017
432,suicide attempt,92,59.567283676318766,10042464,CHEMBL1017
