,approvedSymbol,approvedName,prefName,drugType,drugId,phase,ctIds,id,disease
10,INSR,insulin receptor,INSULIN DETEMIR,Protein,CHEMBL2104391,4.0,[],MONDO_0005148,type 2 diabetes mellitus
11,SLC5A2,solute carrier family 5 member 2,EMPAGLIFLOZIN,Small molecule,CHEMBL2107830,4.0,['NCT04796428'],MONDO_0005148,type 2 diabetes mellitus
12,GPD2,glycerol-3-phosphate dehydrogenase 2,METFORMIN,Small molecule,CHEMBL1431,4.0,"['NCT02072096', 'NCT00366301', 'NCT02409238', 'NCT03118713', 'NCT01486966', 'NCT01910441', 'NCT01817777']",MONDO_0005148,type 2 diabetes mellitus
13,NDUFA12,NADH:ubiquinone oxidoreductase subunit A12,METFORMIN HYDROCHLORIDE,Small molecule,CHEMBL1703,4.0,['NCT01510522'],MONDO_0005148,type 2 diabetes mellitus
14,S1PR2,sphingosine-1-phosphate receptor 2,FINGOLIMOD,Small molecule,CHEMBL314854,4.0,['NCT05307731'],MONDO_0005148,type 2 diabetes mellitus
15,HTR3A,5-hydroxytryptamine receptor 3A,MOSAPRIDE,Small molecule,CHEMBL60889,4.0,['NCT02606617'],MONDO_0005148,type 2 diabetes mellitus
16,MGAM,maltase-glucoamylase,ACARBOSE,Oligosaccharide,CHEMBL1566,4.0,"['NCT02836704', 'NCT03794336', 'NCT00568074', 'NCT01490918', 'NCT01181674', 'NCT00970528', 'NCT03359837', 'NCT02143765', 'NCT02243176', 'NCT01470937', 'NCT01709305', 'NCT01244971', 'NCT02049814', 'NCT00437918', 'NCT00928889', 'NCT01030952']",MONDO_0005148,type 2 diabetes mellitus
17,INSR,insulin receptor,INSULIN ASPART,Protein,CHEMBL1201496,4.0,"['NCT01697631', 'NCT01293396', 'NCT00184561', 'NCT02453685', 'NCT01278160', 'NCT00393705', 'NCT00537277', 'NCT00537303', 'NCT00274274', 'NCT00605111', 'NCT01467401', 'NCT02004366', 'NCT00998335', 'NCT00807092', 'NCT01845831', 'NCT00282451', 'NCT00676819', 'NCT03359837', 'NCT01427920', 'NCT01407289', 'NCT01892020', 'NCT02467920', 'NCT00624364', 'NCT00593255', 'NCT00619697', 'NCT01704378', 'NCT02449603', 'NCT03336528', 'NCT00101751', 'NCT01487798', 'NCT01165684', 'NCT00591227', 'NCT00592969', 'NCT00965549', 'NCT00494988', 'NCT01212913', 'NCT01123980', 'NCT00572806', 'NCT01649570', 'NCT00469092', 'NCT00184626', 'NCT00118963', 'NCT00467649', 'NCT00821795', 'NCT00791895', 'NCT01215435', 'NCT02408120', 'NCT00121966', 'NCT01589653', 'NCT00669864', 'NCT01618214', 'NCT01486862', 'NCT01519674', 'NCT00600366', 'NCT01966978', 'NCT01068652', 'NCT02582242']",MONDO_0005148,type 2 diabetes mellitus
18,ABCC8,ATP binding cassette subfamily C member 8,GLIMEPIRIDE,Small molecule,CHEMBL1481,4.0,"['NCT02426294', 'NCT02919059', 'NCT02301806', 'NCT00699322', 'NCT02142309', 'NCT01565096', 'NCT01547104', 'NCT01660386']",MONDO_0005148,type 2 diabetes mellitus
19,NDUFV3,NADH:ubiquinone oxidoreductase subunit V3,METFORMIN,Small molecule,CHEMBL1431,4.0,"['NCT01910441', 'NCT01817777', 'NCT00366301', 'NCT02072096', 'NCT03118713', 'NCT02409238', 'NCT01486966']",MONDO_0005148,type 2 diabetes mellitus
20,NDUFV2,NADH:ubiquinone oxidoreductase core subunit V2,METFORMIN,Small molecule,CHEMBL1431,4.0,['NCT02911792'],MONDO_0005148,type 2 diabetes mellitus
21,AGTR1,angiotensin II receptor type 1,LOSARTAN POTASSIUM,Small molecule,CHEMBL995,4.0,['NCT04222686'],MONDO_0005148,type 2 diabetes mellitus
22,MT-ND1,mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 1,METFORMIN,Small molecule,CHEMBL1431,4.0,['NCT02911792'],MONDO_0005148,type 2 diabetes mellitus
23,NDUFC1,NADH:ubiquinone oxidoreductase subunit C1,METFORMIN,Small molecule,CHEMBL1431,4.0,"['NCT02072096', 'NCT01486966', 'NCT01817777', 'NCT01910441', 'NCT00366301', 'NCT02409238', 'NCT03118713']",MONDO_0005148,type 2 diabetes mellitus
24,GLP1R,glucagon like peptide 1 receptor,EXENATIDE,Protein,CHEMBL414357,4.0,"['NCT01270191', 'NCT02162550', 'NCT01435980', 'NCT02129985']",MONDO_0005148,type 2 diabetes mellitus
25,NDUFV1,NADH:ubiquinone oxidoreductase core subunit V1,METFORMIN,Small molecule,CHEMBL1431,4.0,[],MONDO_0005148,type 2 diabetes mellitus
26,DPP4,dipeptidyl peptidase 4,VILDAGLIPTIN,Small molecule,CHEMBL142703,4.0,['NCT05366868'],MONDO_0005148,type 2 diabetes mellitus
27,NDUFB9,NADH:ubiquinone oxidoreductase subunit B9,METFORMIN HYDROCHLORIDE,Small molecule,CHEMBL1703,4.0,[],MONDO_0005148,type 2 diabetes mellitus
28,NDUFC1,NADH:ubiquinone oxidoreductase subunit C1,METFORMIN,Small molecule,CHEMBL1431,4.0,"['NCT05366868', 'NCT03982381', 'NCT04392557', 'NCT03499704']",MONDO_0005148,type 2 diabetes mellitus
29,NDUFS1,NADH:ubiquinone oxidoreductase core subunit S1,METFORMIN,Small molecule,CHEMBL1431,4.0,"['NCT02072096', 'NCT01486966', 'NCT02409238', 'NCT03118713', 'NCT01817777', 'NCT01910441', 'NCT00366301']",MONDO_0005148,type 2 diabetes mellitus
30,NDUFA11,NADH:ubiquinone oxidoreductase subunit A11,METFORMIN,Small molecule,CHEMBL1431,4.0,"['NCT01117350', 'NCT00624364', 'NCT00367055', 'NCT00941148', 'NCT03267576', 'NCT00964184', 'NCT01890629', 'NCT01204580', 'NCT00653302', 'NCT01972724', 'NCT01196546', 'NCT03202563', 'NCT00941161', 'NCT02920801', 'NCT04237493', 'NCT00592969', 'NCT01519674', 'NCT01842620', 'NCT00942318', 'NCT00857870', 'NCT00347100', 'NCT00708578', 'NCT01512979', 'NCT01966978', 'NCT01087567', 'NCT00975065', 'NCT02027753', 'NCT02002221', 'NCT00474838', 'NCT00951899', 'NCT00358124', 'NCT03982238', 'NCT01524705', 'NCT00318656', 'NCT02235298', 'NCT01490918', 'NCT02561130', 'NCT00463502', 'NCT03361878', 'NCT02853630', 'NCT00469092', 'NCT00386100', 'NCT01144728', 'NCT01006590', 'NCT02050074', 'NCT00491725', 'NCT02526615', 'NCT01709305', 'NCT03794336', 'NCT01123980', 'NCT01947790', 'NCT00360698', 'NCT00780715', 'NCT02941367', 'NCT02252965', 'NCT00807092', 'NCT00373178', 'NCT00121966', 'NCT01444248', 'NCT00562172', 'NCT03819790', 'NCT00612144', 'NCT01864174', 'NCT01518101', 'NCT01269996', 'NCT00751114', 'NCT00035568', 'NCT02429258', 'NCT01438814', 'NCT01561976', 'NCT02338921', 'NCT02954692', 'NCT02040246', 'NCT00815399', 'NCT01758380', 'NCT01465152', 'NCT01919489', 'NCT00118950', 'NCT00568984', 'NCT00669864', 'NCT03359837', 'NCT00993187', 'NCT01720290', 'NCT01917656', 'NCT05167513', 'NCT00184626', 'NCT02049814', 'NCT02686177', 'NCT01528254', 'NCT01541956', 'NCT00819741', 'NCT00241605', 'NCT01278160', 'NCT01509001', 'NCT04916093', 'NCT00913367', 'NCT01341717', 'NCT02836704', 'NCT01131182', 'NCT00679939', 'NCT00191464', 'NCT01845831', 'NCT01589445', 'NCT01181674', 'NCT00778622', 'NCT04707508', 'NCT02099838', 'NCT00619697', 'NCT01068652', 'NCT00118963']",MONDO_0005148,type 2 diabetes mellitus
31,MT-ND4,mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 4,METFORMIN,Small molecule,CHEMBL1431,4.0,"['NCT01486966', 'NCT03118713', 'NCT02409238', 'NCT01910441', 'NCT02072096', 'NCT00366301', 'NCT01817777']",MONDO_0005148,type 2 diabetes mellitus
32,NDUFA2,NADH:ubiquinone oxidoreductase subunit A2,METFORMIN HYDROCHLORIDE,Small molecule,CHEMBL1703,4.0,['NCT01510522'],MONDO_0005148,type 2 diabetes mellitus
33,NDUFS8,NADH:ubiquinone oxidoreductase core subunit S8,METFORMIN HYDROCHLORIDE,Small molecule,CHEMBL1703,4.0,[],MONDO_0005148,type 2 diabetes mellitus
34,NDUFAF4,NADH:ubiquinone oxidoreductase complex assembly factor 4,METFORMIN,Small molecule,CHEMBL1431,4.0,['NCT02911792'],MONDO_0005148,type 2 diabetes mellitus
35,NDUFS2,NADH:ubiquinone oxidoreductase core subunit S2,METFORMIN,Small molecule,CHEMBL1431,4.0,"['NCT02129985', 'NCT01565096', 'NCT02501616', 'NCT03377335', 'NCT02501850', 'NCT01717911', 'NCT02605772', 'NCT03196362', 'NCT01206647', 'NCT02438397', 'NCT01471808', 'NCT01895569']",MONDO_0005148,type 2 diabetes mellitus
36,NDUFB11,NADH:ubiquinone oxidoreductase subunit B11,METFORMIN HYDROCHLORIDE,Small molecule,CHEMBL1703,4.0,['NCT01510522'],MONDO_0005148,type 2 diabetes mellitus
37,INSR,insulin receptor,INSULIN DETEMIR,Protein,CHEMBL2104391,4.0,"['NCT00591227', 'NCT00909480', 'NCT00941148', 'NCT03620890', 'NCT01068652', 'NCT00405418', 'NCT02451137', 'NCT00942318', 'NCT00537303', 'NCT00264901', 'NCT00862875', 'NCT01868542', 'NCT00998335', 'NCT00521690', 'NCT01165684', 'NCT02967211', 'NCT02967224', 'NCT01966978', 'NCT01232491', 'NCT00634842', 'NCT00795600', 'NCT00274274', 'NCT00455858']",MONDO_0005148,type 2 diabetes mellitus
38,HTR4,5-hydroxytryptamine receptor 4,MOSAPRIDE,Small molecule,CHEMBL60889,4.0,['NCT02606617'],MONDO_0005148,type 2 diabetes mellitus
39,NDUFV3,NADH:ubiquinone oxidoreductase subunit V3,METFORMIN,Small molecule,CHEMBL1431,4.0,['NCT02911792'],MONDO_0005148,type 2 diabetes mellitus
40,NDUFA8,NADH:ubiquinone oxidoreductase subunit A8,METFORMIN,Small molecule,CHEMBL1431,4.0,"['NCT04392557', 'NCT03982381', 'NCT03499704', 'NCT05366868']",MONDO_0005148,type 2 diabetes mellitus
41,SLC5A2,solute carrier family 5 member 2,CANAGLIFLOZIN,Small molecule,CHEMBL4594217,4.0,['NCT02142309'],MONDO_0005148,type 2 diabetes mellitus
42,NDUFA4L2,NDUFA4 mitochondrial complex associated like 2,METFORMIN,Small molecule,CHEMBL1431,4.0,"['NCT00399204', 'NCT00265746', 'NCT02250794', 'NCT01510522', 'NCT00588172', 'NCT01593137', 'NCT02571608', 'NCT00437970', 'NCT02719132']",MONDO_0005148,type 2 diabetes mellitus
43,PTGIR,prostaglandin I2 receptor,EPOPROSTENOL,Small molecule,CHEMBL1139,4.0,['NCT01061060'],MONDO_0005148,type 2 diabetes mellitus
44,MT-ND1,mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 1,METFORMIN,Small molecule,CHEMBL1431,4.0,"['NCT03018665', 'NCT04298684']",MONDO_0005148,type 2 diabetes mellitus
45,PTGS1,prostaglandin-endoperoxide synthase 1,ASPIRIN,Small molecule,CHEMBL25,4.0,['NCT00725127'],MONDO_0005148,type 2 diabetes mellitus
46,SLC5A2,solute carrier family 5 member 2,EMPAGLIFLOZIN,Small molecule,CHEMBL2107830,4.0,"['NCT04183868', 'NCT02401880', 'NCT02589626', 'NCT04665284', 'NCT04531462', 'NCT05210517', 'NCT03254849', 'NCT05359432', 'NCT04196231', 'NCT02798744', 'NCT02589639']",MONDO_0005148,type 2 diabetes mellitus
47,DPP4,dipeptidyl peptidase 4,OMARIGLIPTIN,Small molecule,CHEMBL2105762,4.0,['NCT02906709'],MONDO_0005148,type 2 diabetes mellitus
48,SLC5A2,solute carrier family 5 member 2,IPRAGLIFLOZIN,Small molecule,CHEMBL2018096,4.0,['NCT03118713'],MONDO_0005148,type 2 diabetes mellitus
49,NDUFA12,NADH:ubiquinone oxidoreductase subunit A12,METFORMIN,Small molecule,CHEMBL1431,4.0,"['NCT03499704', 'NCT04392557', 'NCT05366868', 'NCT03982381']",MONDO_0005148,type 2 diabetes mellitus
50,NDUFB8,NADH:ubiquinone oxidoreductase subunit B8,METFORMIN,Small molecule,CHEMBL1431,4.0,['NCT00948324'],MONDO_0005148,type 2 diabetes mellitus
51,PPARG,peroxisome proliferator activated receptor gamma,ROSIGLITAZONE,Small molecule,CHEMBL121,4.0,[],MONDO_0005148,type 2 diabetes mellitus
52,GPD2,glycerol-3-phosphate dehydrogenase 2,METFORMIN,Small molecule,CHEMBL1431,4.0,['NCT02911792'],MONDO_0005148,type 2 diabetes mellitus
53,DPP4,dipeptidyl peptidase 4,SAXAGLIPTIN,Small molecule,CHEMBL385517,4.0,[],MONDO_0005148,type 2 diabetes mellitus
54,NDUFA4L2,NDUFA4 mitochondrial complex associated like 2,METFORMIN,Small molecule,CHEMBL1431,4.0,"['NCT04298684', 'NCT03018665']",MONDO_0005148,type 2 diabetes mellitus
55,NDUFA11,NADH:ubiquinone oxidoreductase subunit A11,METFORMIN,Small molecule,CHEMBL1431,4.0,['NCT00948324'],MONDO_0005148,type 2 diabetes mellitus
56,INSR,insulin receptor,INSULIN LISPRO,Protein,CHEMBL1201538,4.0,"['NCT02526810', 'NCT03320031']",MONDO_0005148,type 2 diabetes mellitus
57,NDUFA1,NADH:ubiquinone oxidoreductase subunit A1,METFORMIN HYDROCHLORIDE,Small molecule,CHEMBL1703,4.0,"['NCT00035568', 'NCT03361878', 'NCT01589445', 'NCT01561976', 'NCT00612144', 'NCT01269996']",MONDO_0005148,type 2 diabetes mellitus
58,NDUFB8,NADH:ubiquinone oxidoreductase subunit B8,METFORMIN,Small molecule,CHEMBL1431,4.0,[],MONDO_0005148,type 2 diabetes mellitus
59,NDUFAF2,NADH:ubiquinone oxidoreductase complex assembly factor 2,METFORMIN HYDROCHLORIDE,Small molecule,CHEMBL1703,4.0,['NCT01510522'],MONDO_0005148,type 2 diabetes mellitus
60,PDE3A,phosphodiesterase 3A,CILOSTAZOL,Small molecule,CHEMBL799,4.0,['NCT00272831'],MONDO_0005148,type 2 diabetes mellitus
61,INSR,insulin receptor,INSULIN,Protein,CHEMBL1201631,4.0,"['NCT05084079', 'NCT04945070']",MONDO_0005148,type 2 diabetes mellitus
62,ABCC8,ATP binding cassette subfamily C member 8,REPAGLINIDE,Small molecule,CHEMBL1272,4.0,[],MONDO_0005148,type 2 diabetes mellitus
63,NDUFAF1,NADH:ubiquinone oxidoreductase complex assembly factor 1,METFORMIN HYDROCHLORIDE,Small molecule,CHEMBL1703,4.0,[],MONDO_0005148,type 2 diabetes mellitus
64,MT-ND2,mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 2,METFORMIN,Small molecule,CHEMBL1431,4.0,"['NCT00624364', 'NCT01720290', 'NCT00358124', 'NCT00121966', 'NCT01966978', 'NCT01842620', 'NCT00612144', 'NCT01181674', 'NCT01444248', 'NCT01438814', 'NCT00386100', 'NCT02252965', 'NCT01972724', 'NCT01758380', 'NCT03202563', 'NCT04916093', 'NCT00653302', 'NCT00751114', 'NCT01490918', 'NCT03267576', 'NCT00367055', 'NCT04707508', 'NCT01890629', 'NCT02099838', 'NCT01509001', 'NCT00241605', 'NCT00347100', 'NCT02049814', 'NCT00118950', 'NCT00568984', 'NCT03361878', 'NCT02954692', 'NCT01068652', 'NCT00474838', 'NCT00807092', 'NCT00562172', 'NCT02836704', 'NCT00679939', 'NCT02050074', 'NCT01196546', 'NCT00964184', 'NCT01087567', 'NCT02002221', 'NCT00913367', 'NCT02027753', 'NCT00669864', 'NCT00778622', 'NCT02040246', 'NCT00491725', 'NCT00592969', 'NCT04237493', 'NCT00318656', 'NCT00184626', 'NCT01204580', 'NCT00708578', 'NCT02920801', 'NCT01518101', 'NCT01269996', 'NCT01144728', 'NCT01006590', 'NCT00975065', 'NCT05167513', 'NCT00941148', 'NCT00942318', 'NCT02686177', 'NCT01561976', 'NCT02561130', 'NCT01845831', 'NCT03359837', 'NCT00463502', 'NCT00191464', 'NCT00780715', 'NCT00819741', 'NCT01589445', 'NCT01917656', 'NCT01528254', 'NCT01524705', 'NCT02235298', 'NCT00619697', 'NCT01919489', 'NCT01512979', 'NCT01519674', 'NCT01117350', 'NCT00993187', 'NCT01123980', 'NCT01947790', 'NCT01341717', 'NCT03794336', 'NCT02429258', 'NCT00941161', 'NCT01864174', 'NCT00118963', 'NCT03819790', 'NCT00469092', 'NCT02338921', 'NCT00857870', 'NCT00373178', 'NCT00035568', 'NCT01131182', 'NCT01709305', 'NCT01541956', 'NCT00951899', 'NCT02526615', 'NCT02853630', 'NCT01465152', 'NCT00815399', 'NCT01278160', 'NCT03982238', 'NCT00360698', 'NCT02941367']",MONDO_0005148,type 2 diabetes mellitus
65,HMGCR,3-hydroxy-3-methylglutaryl-CoA reductase,PRAVASTATIN,Small molecule,CHEMBL1144,4.0,['NCT02305355'],MONDO_0005148,type 2 diabetes mellitus
66,NDUFA9,NADH:ubiquinone oxidoreductase subunit A9,METFORMIN,Small molecule,CHEMBL1431,4.0,"['NCT00399204', 'NCT01593137', 'NCT02719132', 'NCT01510522', 'NCT00265746', 'NCT00437970', 'NCT02571608', 'NCT00588172', 'NCT02250794']",MONDO_0005148,type 2 diabetes mellitus
67,NDUFV3,NADH:ubiquinone oxidoreductase subunit V3,METFORMIN,Small molecule,CHEMBL1431,4.0,"['NCT00780715', 'NCT03359837', 'NCT00386100', 'NCT01917656', 'NCT00819741', 'NCT01117350', 'NCT00191464', 'NCT03267576', 'NCT01561976', 'NCT00679939', 'NCT00857870', 'NCT00347100', 'NCT05167513', 'NCT00653302', 'NCT02235298', 'NCT00118963', 'NCT00562172', 'NCT01972724', 'NCT04916093', 'NCT01509001', 'NCT00318656', 'NCT00815399', 'NCT00118950', 'NCT01528254', 'NCT01131182', 'NCT01890629', 'NCT00975065', 'NCT01541956', 'NCT00474838', 'NCT01845831', 'NCT00469092', 'NCT01144728', 'NCT00035568', 'NCT00592969', 'NCT00708578', 'NCT02686177', 'NCT00373178', 'NCT02252965', 'NCT02002221', 'NCT01490918', 'NCT03794336', 'NCT04707508', 'NCT03819790', 'NCT01966978', 'NCT01512979', 'NCT00913367', 'NCT01181674', 'NCT02338921', 'NCT02027753', 'NCT02941367', 'NCT00941161', 'NCT00951899', 'NCT00751114', 'NCT01589445', 'NCT04237493', 'NCT02836704', 'NCT01709305', 'NCT00993187', 'NCT00619697', 'NCT01006590', 'NCT00367055', 'NCT00807092', 'NCT01524705', 'NCT01444248', 'NCT01758380', 'NCT02853630', 'NCT01720290', 'NCT01438814', 'NCT00778622', 'NCT02050074', 'NCT01087567', 'NCT00964184', 'NCT01842620', 'NCT01068652', 'NCT03202563', 'NCT01196546', 'NCT02526615', 'NCT01204580', 'NCT00942318', 'NCT01341717', 'NCT02040246', 'NCT02920801', 'NCT00669864', 'NCT01278160', 'NCT01123980', 'NCT00491725', 'NCT03982238', 'NCT02954692', 'NCT01864174', 'NCT02561130', 'NCT00568984', 'NCT03361878', 'NCT00463502', 'NCT00612144', 'NCT01919489', 'NCT01465152', 'NCT02099838', 'NCT00241605', 'NCT01269996', 'NCT01947790', 'NCT02049814', 'NCT00624364', 'NCT00941148', 'NCT00121966', 'NCT01519674', 'NCT02429258', 'NCT01518101', 'NCT00184626', 'NCT00360698', 'NCT00358124']",MONDO_0005148,type 2 diabetes mellitus
68,NDUFB5,NADH:ubiquinone oxidoreductase subunit B5,METFORMIN,Small molecule,CHEMBL1431,4.0,"['NCT04392557', 'NCT03982381', 'NCT03499704', 'NCT05366868']",MONDO_0005148,type 2 diabetes mellitus
69,ABCC8,ATP binding cassette subfamily C member 8,REPAGLINIDE,Small molecule,CHEMBL1272,4.0,['NCT00336310'],MONDO_0005148,type 2 diabetes mellitus
70,NDUFS6,NADH:ubiquinone oxidoreductase subunit S6,METFORMIN,Small molecule,CHEMBL1431,4.0,['NCT00948324'],MONDO_0005148,type 2 diabetes mellitus
71,NDUFB1,NADH:ubiquinone oxidoreductase subunit B1,METFORMIN,Small molecule,CHEMBL1431,4.0,"['NCT02571608', 'NCT00437970', 'NCT01510522', 'NCT00399204', 'NCT02719132', 'NCT02250794', 'NCT00265746', 'NCT01593137', 'NCT00588172']",MONDO_0005148,type 2 diabetes mellitus
72,PDE1B,phosphodiesterase 1B,PENTOXIFYLLINE,Small molecule,CHEMBL628,4.0,['NCT01382303'],MONDO_0005148,type 2 diabetes mellitus
73,NDUFA6,NADH:ubiquinone oxidoreductase subunit A6,METFORMIN,Small molecule,CHEMBL1431,4.0,"['NCT00121966', 'NCT01864174', 'NCT01068652', 'NCT00941148', 'NCT00679939', 'NCT03202563', 'NCT02338921', 'NCT01204580', 'NCT01438814', 'NCT00964184', 'NCT01917656', 'NCT02686177', 'NCT00347100', 'NCT04707508', 'NCT00191464', 'NCT01444248', 'NCT01278160', 'NCT01589445', 'NCT02526615', 'NCT00975065', 'NCT02561130', 'NCT02049814', 'NCT01131182', 'NCT01490918', 'NCT01196546', 'NCT02235298', 'NCT00653302', 'NCT02941367', 'NCT00035568', 'NCT00367055', 'NCT02836704', 'NCT01720290', 'NCT01087567', 'NCT01519674', 'NCT01524705', 'NCT01845831', 'NCT01972724', 'NCT01512979', 'NCT00612144', 'NCT01890629', 'NCT05167513', 'NCT00592969', 'NCT01528254', 'NCT00318656', 'NCT01947790', 'NCT01123980', 'NCT00373178', 'NCT03361878', 'NCT00751114', 'NCT01181674', 'NCT00491725', 'NCT00619697', 'NCT01758380', 'NCT00807092', 'NCT03794336', 'NCT00669864', 'NCT00469092', 'NCT01144728', 'NCT02002221', 'NCT00941161', 'NCT00463502', 'NCT00568984', 'NCT01966978', 'NCT00857870', 'NCT01269996', 'NCT00118950', 'NCT02853630', 'NCT02027753', 'NCT04237493', 'NCT01465152', 'NCT03819790', 'NCT00562172', 'NCT01117350', 'NCT04916093', 'NCT00993187', 'NCT00241605', 'NCT00778622', 'NCT00358124', 'NCT02252965', 'NCT00780715', 'NCT00913367', 'NCT00815399', 'NCT02429258', 'NCT01341717', 'NCT01006590', 'NCT03359837', 'NCT01919489', 'NCT00942318', 'NCT00386100', 'NCT00360698', 'NCT01842620', 'NCT01509001', 'NCT00951899', 'NCT02050074', 'NCT01561976', 'NCT01518101', 'NCT00624364', 'NCT03267576', 'NCT01709305', 'NCT00118963', 'NCT03982238', 'NCT00474838', 'NCT02040246', 'NCT02954692', 'NCT00819741', 'NCT02099838', 'NCT01541956', 'NCT00184626', 'NCT00708578', 'NCT02920801']",MONDO_0005148,type 2 diabetes mellitus
74,DPP4,dipeptidyl peptidase 4,SITAGLIPTIN,Small molecule,CHEMBL1422,4.0,['NCT04298684'],MONDO_0005148,type 2 diabetes mellitus
75,NDUFAF2,NADH:ubiquinone oxidoreductase complex assembly factor 2,METFORMIN,Small molecule,CHEMBL1431,4.0,['NCT02911792'],MONDO_0005148,type 2 diabetes mellitus
76,HMGCR,3-hydroxy-3-methylglutaryl-CoA reductase,ATORVASTATIN,Small molecule,CHEMBL1487,4.0,"['NCT00141232', 'NCT02842359', 'NCT03784703', 'NCT02305355', 'NCT00124397']",MONDO_0005148,type 2 diabetes mellitus
77,NDUFB4,NADH:ubiquinone oxidoreductase subunit B4,METFORMIN,Small molecule,CHEMBL1431,4.0,"['NCT01486966', 'NCT00366301', 'NCT01817777', 'NCT01910441', 'NCT03118713', 'NCT02409238', 'NCT02072096']",MONDO_0005148,type 2 diabetes mellitus
78,NDUFAF2,NADH:ubiquinone oxidoreductase complex assembly factor 2,METFORMIN,Small molecule,CHEMBL1431,4.0,"['NCT01181674', 'NCT01512979', 'NCT00386100', 'NCT02252965', 'NCT00964184', 'NCT03202563', 'NCT00942318', 'NCT01890629', 'NCT02941367', 'NCT01196546', 'NCT01524705', 'NCT02099838', 'NCT01917656', 'NCT01972724', 'NCT01528254', 'NCT01561976', 'NCT00360698', 'NCT00624364', 'NCT03794336', 'NCT01278160', 'NCT01123980', 'NCT00819741', 'NCT00347100', 'NCT00612144', 'NCT02040246', 'NCT01144728', 'NCT02561130', 'NCT01519674', 'NCT01966978', 'NCT00778622', 'NCT02920801', 'NCT01438814', 'NCT00367055', 'NCT00669864', 'NCT02338921', 'NCT03267576', 'NCT00463502', 'NCT01758380', 'NCT00184626', 'NCT02050074', 'NCT00191464', 'NCT01269996', 'NCT02954692', 'NCT01509001', 'NCT04916093', 'NCT00751114', 'NCT00358124', 'NCT02853630', 'NCT01131182', 'NCT00993187', 'NCT00913367', 'NCT01087567', 'NCT00653302', 'NCT01518101', 'NCT02526615', 'NCT01117350', 'NCT00562172', 'NCT01919489', 'NCT00035568', 'NCT04237493', 'NCT00568984', 'NCT01490918', 'NCT01842620', 'NCT02049814', 'NCT01720290', 'NCT00975065', 'NCT00780715', 'NCT02235298', 'NCT05167513', 'NCT00951899', 'NCT00118963', 'NCT03361878', 'NCT01541956', 'NCT03982238', 'NCT00815399', 'NCT01068652', 'NCT02429258', 'NCT00807092', 'NCT00619697', 'NCT00708578', 'NCT03359837', 'NCT02027753', 'NCT00857870', 'NCT04707508', 'NCT01204580', 'NCT00941161', 'NCT00491725', 'NCT00373178', 'NCT01589445', 'NCT01864174', 'NCT00469092', 'NCT00318656', 'NCT02002221', 'NCT03819790', 'NCT00121966', 'NCT02836704', 'NCT01444248', 'NCT02686177', 'NCT00592969', 'NCT01465152', 'NCT01845831', 'NCT00474838', 'NCT00241605', 'NCT01947790', 'NCT00118950', 'NCT01709305', 'NCT00941148', 'NCT00679939', 'NCT01006590', 'NCT01341717']",MONDO_0005148,type 2 diabetes mellitus
