,approvedSymbol,approvedName,prefName,drugType,drugId,phase,ctIds,id,disease
15,GABRG2,gamma-aminobutyric acid type A receptor subunit gamma2,MIDAZOLAM,Small molecule,CHEMBL655,4.0,['NCT02760615'],EFO_0003767,inflammatory bowel disease
16,PTGS2,prostaglandin-endoperoxide synthase 2,MESALAMINE,Small molecule,CHEMBL704,4.0,[],EFO_0003767,inflammatory bowel disease
17,PPAT,phosphoribosyl pyrophosphate amidotransferase,AZATHIOPRINE,Small molecule,CHEMBL1542,4.0,"['NCT00546546', 'NCT00554710', 'NCT02177071']",EFO_0003767,inflammatory bowel disease
18,NR3C1,nuclear receptor subfamily 3 group C member 1,BETAMETHASONE SODIUM PHOSPHATE,Small molecule,CHEMBL1200762,4.0,[],EFO_0003767,inflammatory bowel disease
19,PTGS2,prostaglandin-endoperoxide synthase 2,MESALAMINE,Small molecule,CHEMBL704,4.0,['NCT00167882'],EFO_0003767,inflammatory bowel disease
20,CHRM1,cholinergic receptor muscarinic 1,GLYCOPYRRONIUM,Small molecule,CHEMBL1201335,4.0,['NCT05256901'],EFO_0003767,inflammatory bowel disease
21,PTGS1,prostaglandin-endoperoxide synthase 1,MESALAMINE,Small molecule,CHEMBL704,4.0,[],EFO_0003767,inflammatory bowel disease
22,TNF,tumor necrosis factor,INFLIXIMAB,Antibody,CHEMBL1201581,4.0,[],EFO_0003767,inflammatory bowel disease
23,PPAT,phosphoribosyl pyrophosphate amidotransferase,AZATHIOPRINE,Small molecule,CHEMBL1542,4.0,['NCT02425852'],EFO_0003767,inflammatory bowel disease
24,GABRQ,gamma-aminobutyric acid type A receptor subunit theta,PROPOFOL,Small molecule,CHEMBL526,4.0,['NCT01934088'],EFO_0003767,inflammatory bowel disease
25,PTGS1,prostaglandin-endoperoxide synthase 1,MESALAMINE,Small molecule,CHEMBL704,4.0,['NCT00167882'],EFO_0003767,inflammatory bowel disease
26,GABRG1,gamma-aminobutyric acid type A receptor subunit gamma1,PROPOFOL,Small molecule,CHEMBL526,4.0,['NCT01934088'],EFO_0003767,inflammatory bowel disease
27,TNF,tumor necrosis factor,INFLIXIMAB,Antibody,CHEMBL1201581,4.0,['NCT04835506'],EFO_0003767,inflammatory bowel disease
28,GABRG2,gamma-aminobutyric acid type A receptor subunit gamma2,MIDAZOLAM,Small molecule,CHEMBL655,4.0,['NCT01934088'],EFO_0003767,inflammatory bowel disease
29,MMP1,matrix metallopeptidase 1,DOXYCYCLINE ANHYDROUS,Small molecule,CHEMBL1433,4.0,['NCT02033408'],EFO_0003767,inflammatory bowel disease
30,TNF,tumor necrosis factor,INFLIXIMAB,Antibody,CHEMBL1201581,4.0,"['NCT00752622', 'NCT01880307', 'NCT01960426']",EFO_0003767,inflammatory bowel disease
31,ALOX5,arachidonate 5-lipoxygenase,SULFASALAZINE,Small molecule,CHEMBL421,4.0,[],EFO_0003767,inflammatory bowel disease
32,PPAT,phosphoribosyl pyrophosphate amidotransferase,MERCAPTOPURINE,Small molecule,CHEMBL1200751,4.0,['NCT02852694'],EFO_0003767,inflammatory bowel disease
33,NR3C1,nuclear receptor subfamily 3 group C member 1,PREDNISONE,Small molecule,CHEMBL635,4.0,"['NCT01941589', 'NCT02921555']",EFO_0003767,inflammatory bowel disease
34,TNF,tumor necrosis factor,ADALIMUMAB,Antibody,CHEMBL1201580,4.0,"['NCT04646187', 'NCT03917303']",EFO_0003767,inflammatory bowel disease
35,PPARG,peroxisome proliferator activated receptor gamma,MESALAMINE,Small molecule,CHEMBL704,4.0,['NCT04133194'],EFO_0003767,inflammatory bowel disease
36,ATP4A,ATPase H+/K+ transporting subunit alpha,OMEPRAZOLE,Small molecule,CHEMBL1503,4.0,['NCT00640809'],EFO_0003767,inflammatory bowel disease
37,S1PR1,sphingosine-1-phosphate receptor 1,OZANIMOD,Small molecule,CHEMBL3707247,4.0,['NCT05369832'],EFO_0003767,inflammatory bowel disease
38,PTGS2,prostaglandin-endoperoxide synthase 2,MESALAMINE,Small molecule,CHEMBL704,4.0,"['NCT01536535', 'NCT00167882', 'NCT01201122', 'NCT00446849', 'NCT01124149', 'NCT00652145']",EFO_0003767,inflammatory bowel disease
39,GABRG1,gamma-aminobutyric acid type A receptor subunit gamma1,MIDAZOLAM,Small molecule,CHEMBL655,4.0,['NCT02760615'],EFO_0003767,inflammatory bowel disease
40,NR3C1,nuclear receptor subfamily 3 group C member 1,DEXAMETHASONE PHOSPHORIC ACID,Small molecule,CHEMBL1201302,4.0,[],EFO_0003767,inflammatory bowel disease
41,ITGA4,integrin subunit alpha 4,NATALIZUMAB,Antibody,CHEMBL1201607,4.0,[],EFO_0003767,inflammatory bowel disease
42,MMP13,matrix metallopeptidase 13,DOXYCYCLINE,Small molecule,CHEMBL1200699,4.0,['NCT02033408'],EFO_0003767,inflammatory bowel disease
43,PPARG,peroxisome proliferator activated receptor gamma,MESALAMINE,Small molecule,CHEMBL704,4.0,['NCT03261206'],EFO_0003767,inflammatory bowel disease
44,PTGS2,prostaglandin-endoperoxide synthase 2,BALSALAZIDE,Small molecule,CHEMBL1201346,4.0,[],EFO_0003767,inflammatory bowel disease
45,GABRA3,gamma-aminobutyric acid type A receptor subunit alpha3,MIDAZOLAM,Small molecule,CHEMBL655,4.0,['NCT02760615'],EFO_0003767,inflammatory bowel disease
46,JAK3,Janus kinase 3,TOFACITINIB,Small molecule,CHEMBL221959,4.0,['NCT03281304'],EFO_0003767,inflammatory bowel disease
47,PPAT,phosphoribosyl pyrophosphate amidotransferase,AZATHIOPRINE SODIUM,Small molecule,CHEMBL1200400,4.0,['NCT01752790'],EFO_0003767,inflammatory bowel disease
48,SCN3A,sodium voltage-gated channel alpha subunit 3,LIDOCAINE,Small molecule,CHEMBL79,4.0,['NCT05238506'],EFO_0003767,inflammatory bowel disease
49,MMP13,matrix metallopeptidase 13,DOXYCYCLINE,Small molecule,CHEMBL1200699,4.0,['NCT02345733'],EFO_0003767,inflammatory bowel disease
50,ALOX5,arachidonate 5-lipoxygenase,OLSALAZINE,Small molecule,CHEMBL425,4.0,[],EFO_0003767,inflammatory bowel disease
51,OPRM1,opioid receptor mu 1,FENTANYL,Small molecule,CHEMBL596,4.0,['NCT01934088'],EFO_0003767,inflammatory bowel disease
52,NR3C1,nuclear receptor subfamily 3 group C member 1,METHYLPREDNISOLONE,Small molecule,CHEMBL650,4.0,['NCT00554710'],EFO_0003767,inflammatory bowel disease
53,NR3C1,nuclear receptor subfamily 3 group C member 1,HYDROCORTISONE CYPIONATE,Small molecule,CHEMBL1549,4.0,['NCT01941589'],EFO_0003767,inflammatory bowel disease
54,GABRA5,gamma-aminobutyric acid type A receptor subunit alpha5,MIDAZOLAM,Small molecule,CHEMBL655,4.0,['NCT01934088'],EFO_0003767,inflammatory bowel disease
55,TNF,tumor necrosis factor,CERTOLIZUMAB PEGOL,Antibody,CHEMBL1201831,4.0,[],EFO_0003767,inflammatory bowel disease
56,PTGS2,prostaglandin-endoperoxide synthase 2,OLSALAZINE,Small molecule,CHEMBL425,4.0,[],EFO_0003767,inflammatory bowel disease
57,FKBP1A,FKBP prolyl isomerase 1A,TACROLIMUS,Small molecule,CHEMBL269732,4.0,['NCT01418131'],EFO_0003767,inflammatory bowel disease
58,ADORA2B,adenosine A2b receptor,CAFFEINE,Small molecule,CHEMBL113,4.0,['NCT02760615'],EFO_0003767,inflammatory bowel disease
59,GABRA5,gamma-aminobutyric acid type A receptor subunit alpha5,PROPOFOL,Small molecule,CHEMBL526,4.0,['NCT01934088'],EFO_0003767,inflammatory bowel disease
60,PPARG,peroxisome proliferator activated receptor gamma,BALSALAZIDE,Small molecule,CHEMBL1201346,4.0,[],EFO_0003767,inflammatory bowel disease
61,ALOX5,arachidonate 5-lipoxygenase,MESALAMINE,Small molecule,CHEMBL704,4.0,['NCT03261206'],EFO_0003767,inflammatory bowel disease
62,SIGMAR1,sigma non-opioid intracellular receptor 1,DEXTROMETHORPHAN,Small molecule,CHEMBL52440,4.0,['NCT02760615'],EFO_0003767,inflammatory bowel disease
63,ITGA4,integrin subunit alpha 4,VEDOLIZUMAB,Antibody,CHEMBL1743087,4.0,"['NCT03237260', 'NCT02760615']",EFO_0003767,inflammatory bowel disease
64,GABRG2,gamma-aminobutyric acid type A receptor subunit gamma2,MIDAZOLAM,Small molecule,CHEMBL655,4.0,['NCT02760615'],EFO_0003767,inflammatory bowel disease
65,GRIN2A,glutamate ionotropic receptor NMDA type subunit 2A,DEXTROMETHORPHAN,Small molecule,CHEMBL52440,4.0,['NCT02760615'],EFO_0003767,inflammatory bowel disease
66,TNF,tumor necrosis factor,ADALIMUMAB,Antibody,CHEMBL1201580,4.0,['NCT03059849'],EFO_0003767,inflammatory bowel disease
67,PTGS2,prostaglandin-endoperoxide synthase 2,BALSALAZIDE DISODIUM,Small molecule,CHEMBL1200760,4.0,[],EFO_0003767,inflammatory bowel disease
68,MMP13,matrix metallopeptidase 13,DOXYCYCLINE ANHYDROUS,Small molecule,CHEMBL1433,4.0,['NCT02033408'],EFO_0003767,inflammatory bowel disease
69,ADORA2A,adenosine A2a receptor,CAFFEINE,Small molecule,CHEMBL113,4.0,['NCT02760615'],EFO_0003767,inflammatory bowel disease
70,PTGS2,prostaglandin-endoperoxide synthase 2,CELECOXIB,Small molecule,CHEMBL118,4.0,['NCT00640809'],EFO_0003767,inflammatory bowel disease
71,ITGA4,integrin subunit alpha 4,NATALIZUMAB,Antibody,CHEMBL1201607,4.0,['NCT00801125'],EFO_0003767,inflammatory bowel disease
72,TNF,tumor necrosis factor,INFLIXIMAB,Antibody,CHEMBL1201581,4.0,"['NCT05043870', 'NCT04646187', 'NCT05072782', 'NCT00606346']",EFO_0003767,inflammatory bowel disease
73,ALOX5,arachidonate 5-lipoxygenase,MESALAMINE,Small molecule,CHEMBL704,4.0,['NCT04133194'],EFO_0003767,inflammatory bowel disease
74,TNF,tumor necrosis factor,INFLIXIMAB,Antibody,CHEMBL1201581,4.0,"['NCT05813860', 'NCT05552287', 'NCT05906576']",EFO_0003767,inflammatory bowel disease
75,NR3C1,nuclear receptor subfamily 3 group C member 1,BUDESONIDE,Small molecule,CHEMBL1370,4.0,['NCT00554710'],EFO_0003767,inflammatory bowel disease
76,ALOX5,arachidonate 5-lipoxygenase,BALSALAZIDE DISODIUM,Small molecule,CHEMBL1200760,4.0,[],EFO_0003767,inflammatory bowel disease
77,GABRA2,gamma-aminobutyric acid type A receptor subunit alpha2,MIDAZOLAM,Small molecule,CHEMBL655,4.0,['NCT02760615'],EFO_0003767,inflammatory bowel disease
78,GABRA2,gamma-aminobutyric acid type A receptor subunit alpha2,MIDAZOLAM,Small molecule,CHEMBL655,4.0,['NCT02760615'],EFO_0003767,inflammatory bowel disease
79,GABRA1,gamma-aminobutyric acid type A receptor subunit alpha1,PROPOFOL,Small molecule,CHEMBL526,4.0,['NCT01934088'],EFO_0003767,inflammatory bowel disease
80,NR3C1,nuclear receptor subfamily 3 group C member 1,HYDROCORTISONE,Small molecule,CHEMBL389621,4.0,[],EFO_0003767,inflammatory bowel disease
81,ALOX5,arachidonate 5-lipoxygenase,OLSALAZINE SODIUM,Small molecule,CHEMBL1201013,4.0,[],EFO_0003767,inflammatory bowel disease
82,PTGS2,prostaglandin-endoperoxide synthase 2,MESALAMINE,Small molecule,CHEMBL704,4.0,[],EFO_0003767,inflammatory bowel disease
83,GABRG3,gamma-aminobutyric acid type A receptor subunit gamma3,PROPOFOL,Small molecule,CHEMBL526,4.0,['NCT01934088'],EFO_0003767,inflammatory bowel disease
84,NR3C1,nuclear receptor subfamily 3 group C member 1,METHYLPREDNISOLONE,Small molecule,CHEMBL650,4.0,['NCT01752790'],EFO_0003767,inflammatory bowel disease
85,TNF,tumor necrosis factor,INFLIXIMAB,Antibody,CHEMBL1201581,4.0,"['NCT00554710', 'NCT02994836', 'NCT01181765', 'NCT00688636', 'NCT01346826', 'NCT02177071', 'NCT01442025', 'NCT01817426']",EFO_0003767,inflammatory bowel disease
86,NR3C1,nuclear receptor subfamily 3 group C member 1,PREDNISONE,Small molecule,CHEMBL635,4.0,"['NCT03833596', 'NCT02324699']",EFO_0003767,inflammatory bowel disease
87,NR3C1,nuclear receptor subfamily 3 group C member 1,PREDNISOLONE,Small molecule,CHEMBL131,4.0,['NCT02425852'],EFO_0003767,inflammatory bowel disease
88,GABRA4,gamma-aminobutyric acid type A receptor subunit alpha4,PROPOFOL,Small molecule,CHEMBL526,4.0,['NCT01934088'],EFO_0003767,inflammatory bowel disease
89,TNF,tumor necrosis factor,ADALIMUMAB,Antibody,CHEMBL1201580,4.0,"['NCT04183608', 'NCT04646187']",EFO_0003767,inflammatory bowel disease
90,MMP13,matrix metallopeptidase 13,DOXYCYCLINE ANHYDROUS,Small molecule,CHEMBL1433,4.0,['NCT02033408'],EFO_0003767,inflammatory bowel disease
91,TYK2,tyrosine kinase 2,UPADACITINIB,Small molecule,CHEMBL3622821,4.0,['NCT05867329'],EFO_0003767,inflammatory bowel disease
92,PPAT,phosphoribosyl pyrophosphate amidotransferase,MERCAPTOPURINE,Small molecule,CHEMBL1200751,4.0,['NCT02177071'],EFO_0003767,inflammatory bowel disease
93,NR3C1,nuclear receptor subfamily 3 group C member 1,METHYLPREDNISOLONE,Small molecule,CHEMBL650,4.0,[],EFO_0003767,inflammatory bowel disease
94,PDE4D,phosphodiesterase 4D,ROFLUMILAST,Small molecule,CHEMBL193240,4.0,['NCT05684484'],EFO_0003767,inflammatory bowel disease
95,SCN10A,sodium voltage-gated channel alpha subunit 10,LIDOCAINE,Small molecule,CHEMBL79,4.0,['NCT05238506'],EFO_0003767,inflammatory bowel disease
96,PTGS1,prostaglandin-endoperoxide synthase 1,BALSALAZIDE,Small molecule,CHEMBL1201346,4.0,[],EFO_0003767,inflammatory bowel disease
97,NR3C1,nuclear receptor subfamily 3 group C member 1,DEXAMETHASONE SODIUM PHOSPHATE,Small molecule,CHEMBL2021430,4.0,[],EFO_0003767,inflammatory bowel disease
98,JAK2,Janus kinase 2,TOFACITINIB,Small molecule,CHEMBL221959,4.0,['NCT03281304'],EFO_0003767,inflammatory bowel disease
99,AGTR1,angiotensin II receptor type 1,LOSARTAN,Small molecule,CHEMBL191,4.0,['NCT02760615'],EFO_0003767,inflammatory bowel disease
100,TNF,tumor necrosis factor,GOLIMUMAB,Antibody,CHEMBL1201833,4.0,"['NCT03124121', 'NCT02155335', 'NCT02425865', 'NCT02092285']",EFO_0003767,inflammatory bowel disease
101,PPARG,peroxisome proliferator activated receptor gamma,MESALAMINE,Small molecule,CHEMBL704,4.0,"['NCT00652145', 'NCT01201122', 'NCT00167882', 'NCT01124149', 'NCT01536535', 'NCT00446849']",EFO_0003767,inflammatory bowel disease
102,ITGB7,integrin subunit beta 7,VEDOLIZUMAB,Antibody,CHEMBL1743087,4.0,"['NCT03237260', 'NCT02760615']",EFO_0003767,inflammatory bowel disease
103,SIGMAR1,sigma non-opioid intracellular receptor 1,DEXTROMETHORPHAN,Small molecule,CHEMBL52440,4.0,['NCT02760615'],EFO_0003767,inflammatory bowel disease
104,GABRA3,gamma-aminobutyric acid type A receptor subunit alpha3,PROPOFOL,Small molecule,CHEMBL526,4.0,['NCT01934088'],EFO_0003767,inflammatory bowel disease
105,PTGS2,prostaglandin-endoperoxide synthase 2,MESALAMINE,Small molecule,CHEMBL704,4.0,['NCT05205603'],EFO_0003767,inflammatory bowel disease
106,PPARG,peroxisome proliferator activated receptor gamma,MESALAMINE,Small molecule,CHEMBL704,4.0,['NCT00167882'],EFO_0003767,inflammatory bowel disease
107,PDE4C,phosphodiesterase 4C,ROFLUMILAST,Small molecule,CHEMBL193240,4.0,['NCT05684484'],EFO_0003767,inflammatory bowel disease
108,PTGS1,prostaglandin-endoperoxide synthase 1,MESALAMINE,Small molecule,CHEMBL704,4.0,['NCT01696942'],EFO_0003767,inflammatory bowel disease
109,PTGS2,prostaglandin-endoperoxide synthase 2,SULFASALAZINE,Small molecule,CHEMBL421,4.0,[],EFO_0003767,inflammatory bowel disease
110,ITGB7,integrin subunit beta 7,VEDOLIZUMAB,Antibody,CHEMBL1743087,4.0,"['NCT02768532', 'NCT02324699']",EFO_0003767,inflammatory bowel disease
111,GABRG3,gamma-aminobutyric acid type A receptor subunit gamma3,MIDAZOLAM,Small molecule,CHEMBL655,4.0,['NCT01934088'],EFO_0003767,inflammatory bowel disease
112,ITGB7,integrin subunit beta 7,VEDOLIZUMAB,Antibody,CHEMBL1743087,4.0,['NCT03142321'],EFO_0003767,inflammatory bowel disease
113,GRIN2A,glutamate ionotropic receptor NMDA type subunit 2A,DEXTROMETHORPHAN,Small molecule,CHEMBL52440,4.0,['NCT02760615'],EFO_0003767,inflammatory bowel disease
114,IL12B,interleukin 12B,USTEKINUMAB,Antibody,CHEMBL1201835,4.0,"['NCT04496063', 'NCT05029921', 'NCT04629196']",EFO_0003767,inflammatory bowel disease
115,OPRM1,opioid receptor mu 1,MORPHINE,Small molecule,CHEMBL70,4.0,['NCT00477061'],EFO_0003767,inflammatory bowel disease
116,ADORA2B,adenosine A2b receptor,CAFFEINE,Small molecule,CHEMBL113,4.0,['NCT02760615'],EFO_0003767,inflammatory bowel disease
117,PPARG,peroxisome proliferator activated receptor gamma,MESALAMINE,Small molecule,CHEMBL704,4.0,[],EFO_0003767,inflammatory bowel disease
118,ITGA4,integrin subunit alpha 4,VEDOLIZUMAB,Antibody,CHEMBL1743087,4.0,['NCT03142321'],EFO_0003767,inflammatory bowel disease
119,TNF,tumor necrosis factor,ADALIMUMAB,Antibody,CHEMBL1201580,4.0,"['NCT02256462', 'NCT02994836', 'NCT00517296', 'NCT02148718', 'NCT02764762']",EFO_0003767,inflammatory bowel disease
120,MMP7,matrix metallopeptidase 7,DOXYCYCLINE,Small molecule,CHEMBL1200699,4.0,['NCT02033408'],EFO_0003767,inflammatory bowel disease
121,ALOX5,arachidonate 5-lipoxygenase,MESALAMINE,Small molecule,CHEMBL704,4.0,[],EFO_0003767,inflammatory bowel disease
122,ITGA4,integrin subunit alpha 4,VEDOLIZUMAB,Antibody,CHEMBL1743087,4.0,['NCT05205603'],EFO_0003767,inflammatory bowel disease
123,GABRB3,gamma-aminobutyric acid type A receptor subunit beta3,PROPOFOL,Small molecule,CHEMBL526,4.0,['NCT01934088'],EFO_0003767,inflammatory bowel disease
124,MMP7,matrix metallopeptidase 7,DOXYCYCLINE,Small molecule,CHEMBL1200699,4.0,['NCT02345733'],EFO_0003767,inflammatory bowel disease
125,PTGS1,prostaglandin-endoperoxide synthase 1,IBUPROFEN,Small molecule,CHEMBL521,4.0,['NCT00640809'],EFO_0003767,inflammatory bowel disease
126,NR3C1,nuclear receptor subfamily 3 group C member 1,HYDROCORTISONE SODIUM SUCCINATE,Small molecule,CHEMBL1200495,4.0,['NCT03110198'],EFO_0003767,inflammatory bowel disease
127,DHFR,dihydrofolate reductase,METHOTREXATE,Small molecule,CHEMBL34259,4.0,['NCT05072782'],EFO_0003767,inflammatory bowel disease
128,ITGA4,integrin subunit alpha 4,VEDOLIZUMAB,Antibody,CHEMBL1743087,4.0,"['NCT02768532', 'NCT02324699']",EFO_0003767,inflammatory bowel disease
129,GABRG3,gamma-aminobutyric acid type A receptor subunit gamma3,MIDAZOLAM,Small molecule,CHEMBL655,4.0,['NCT02760615'],EFO_0003767,inflammatory bowel disease
130,NR3C1,nuclear receptor subfamily 3 group C member 1,HYDROCORTISONE,Small molecule,CHEMBL389621,4.0,"['NCT02425852', 'NCT01941589']",EFO_0003767,inflammatory bowel disease
131,IL12B,interleukin 12B,USTEKINUMAB,Antibody,CHEMBL1201835,4.0,['NCT05861167'],EFO_0003767,inflammatory bowel disease
132,PPARG,peroxisome proliferator activated receptor gamma,ROSIGLITAZONE,Small molecule,CHEMBL121,4.0,['NCT00567593'],EFO_0003767,inflammatory bowel disease
133,PPARG,peroxisome proliferator activated receptor gamma,OLSALAZINE SODIUM,Small molecule,CHEMBL1201013,4.0,[],EFO_0003767,inflammatory bowel disease
134,SCN1A,sodium voltage-gated channel alpha subunit 1,LIDOCAINE,Small molecule,CHEMBL79,4.0,['NCT05238506'],EFO_0003767,inflammatory bowel disease
135,PPAT,phosphoribosyl pyrophosphate amidotransferase,AZATHIOPRINE,Small molecule,CHEMBL1542,4.0,['NCT02517684'],EFO_0003767,inflammatory bowel disease
136,ALOX5,arachidonate 5-lipoxygenase,MESALAMINE,Small molecule,CHEMBL704,4.0,['NCT05205603'],EFO_0003767,inflammatory bowel disease
137,TNF,tumor necrosis factor,INFLIXIMAB,Antibody,CHEMBL1201581,4.0,"['NCT04999228', 'NCT00606346', 'NCT04646187', 'NCT03679546', 'NCT03937609']",EFO_0003767,inflammatory bowel disease
138,AGTR1,angiotensin II receptor type 1,LOSARTAN,Small molecule,CHEMBL191,4.0,['NCT02760615'],EFO_0003767,inflammatory bowel disease
139,DHFR,dihydrofolate reductase,METHOTREXATE,Small molecule,CHEMBL34259,4.0,"['NCT02177071', 'NCT02269358', 'NCT00546546', 'NCT02764762']",EFO_0003767,inflammatory bowel disease
140,TNF,tumor necrosis factor,ADALIMUMAB,Antibody,CHEMBL1201580,4.0,['NCT02852694'],EFO_0003767,inflammatory bowel disease
141,MMP8,matrix metallopeptidase 8,DOXYCYCLINE,Small molecule,CHEMBL1200699,4.0,['NCT02033408'],EFO_0003767,inflammatory bowel disease
142,MMP13,matrix metallopeptidase 13,DOXYCYCLINE,Small molecule,CHEMBL1200699,4.0,['NCT02033408'],EFO_0003767,inflammatory bowel disease
143,PTGS2,prostaglandin-endoperoxide synthase 2,MESALAMINE,Small molecule,CHEMBL704,4.0,['NCT01696942'],EFO_0003767,inflammatory bowel disease
144,ITGA4,integrin subunit alpha 4,NATALIZUMAB,Antibody,CHEMBL1201607,4.0,['NCT00280956'],EFO_0003767,inflammatory bowel disease
145,SCN4A,sodium voltage-gated channel alpha subunit 4,LIDOCAINE,Small molecule,CHEMBL79,4.0,['NCT05238506'],EFO_0003767,inflammatory bowel disease
146,NR3C1,nuclear receptor subfamily 3 group C member 1,METHYLPREDNISOLONE,Small molecule,CHEMBL650,4.0,[],EFO_0003767,inflammatory bowel disease
147,NR3C1,nuclear receptor subfamily 3 group C member 1,METHYLPREDNISOLONE,Small molecule,CHEMBL650,4.0,"['NCT02921555', 'NCT01941589']",EFO_0003767,inflammatory bowel disease
148,JAK2,Janus kinase 2,UPADACITINIB,Small molecule,CHEMBL3622821,4.0,['NCT05867329'],EFO_0003767,inflammatory bowel disease
149,TNF,tumor necrosis factor,ADALIMUMAB,Antibody,CHEMBL1201580,4.0,[],EFO_0003767,inflammatory bowel disease
150,PTGS1,prostaglandin-endoperoxide synthase 1,MESALAMINE,Small molecule,CHEMBL704,4.0,['NCT05205603'],EFO_0003767,inflammatory bowel disease
151,NR3C1,nuclear receptor subfamily 3 group C member 1,METHYLPREDNISOLONE,Small molecule,CHEMBL650,4.0,['NCT05867329'],EFO_0003767,inflammatory bowel disease
152,PPARG,peroxisome proliferator activated receptor gamma,MESALAMINE,Small molecule,CHEMBL704,4.0,['NCT03110198'],EFO_0003767,inflammatory bowel disease
153,NR3C1,nuclear receptor subfamily 3 group C member 1,HYDROCORTISONE HEMISUCCINATE,Small molecule,CHEMBL977,4.0,['NCT03110198'],EFO_0003767,inflammatory bowel disease
154,CHRM3,cholinergic receptor muscarinic 3,GLYCOPYRROLATE,Small molecule,CHEMBL1201027,4.0,['NCT05256901'],EFO_0003767,inflammatory bowel disease
155,NR3C1,nuclear receptor subfamily 3 group C member 1,PREDNISONE,Small molecule,CHEMBL635,4.0,['NCT01981889'],EFO_0003767,inflammatory bowel disease
156,ALOX5,arachidonate 5-lipoxygenase,BALSALAZIDE,Small molecule,CHEMBL1201346,4.0,[],EFO_0003767,inflammatory bowel disease
157,NR3C1,nuclear receptor subfamily 3 group C member 1,PREDNISOLONE,Small molecule,CHEMBL131,4.0,['NCT01880307'],EFO_0003767,inflammatory bowel disease
158,NR3C1,nuclear receptor subfamily 3 group C member 1,BETAMETHASONE PHOSPHORIC ACID,Small molecule,CHEMBL1201207,4.0,[],EFO_0003767,inflammatory bowel disease
159,SCN5A,sodium voltage-gated channel alpha subunit 5,LIDOCAINE,Small molecule,CHEMBL79,4.0,['NCT05238506'],EFO_0003767,inflammatory bowel disease
160,ATP4A,ATPase H+/K+ transporting subunit alpha,OMEPRAZOLE,Small molecule,CHEMBL1503,4.0,['NCT02760615'],EFO_0003767,inflammatory bowel disease
161,PPARG,peroxisome proliferator activated receptor gamma,MESALAMINE,Small molecule,CHEMBL704,4.0,[],EFO_0003767,inflammatory bowel disease
162,TNF,tumor necrosis factor,ADALIMUMAB,Antibody,CHEMBL1201580,4.0,['NCT03059849'],EFO_0003767,inflammatory bowel disease
163,NR3C1,nuclear receptor subfamily 3 group C member 1,HYDROCORTISONE PROBUTATE,Small molecule,CHEMBL1200953,4.0,[],EFO_0003767,inflammatory bowel disease
164,MMP1,matrix metallopeptidase 1,DOXYCYCLINE ANHYDROUS,Small molecule,CHEMBL1433,4.0,['NCT02345733'],EFO_0003767,inflammatory bowel disease
165,SCN2A,sodium voltage-gated channel alpha subunit 2,LIDOCAINE,Small molecule,CHEMBL79,4.0,['NCT05238506'],EFO_0003767,inflammatory bowel disease
