id,name,type,class,HGNC_SYMBOL,UNIPROT,CHEBI,PUBCHEM,PUBCHEM_SUBSTANCE,GO,REACTOME,PUBMED
628961,ATG12:ATG10,Complex,element,NA,NA,NA,NA,NA,NA,NA,NA
627133,ATG12:ATG5,Complex,element,NA,NA,NA,NA,NA,NA,NA,NA
629675,ATG12:ATG5:ATG16L1,Complex,element,NA,NA,NA,NA,NA,NA,NA,NA
631657,ATG12:ATG7,Complex,element,NA,NA,NA,NA,NA,NA,NA,NA
632502,ATG5:BCL2L1,Complex,element,NA,NA,NA,NA,NA,NA,NA,NA
627692,ATOX1:Cu1+,Complex,element,NA,NA,NA,NA,NA,NA,NA,NA
628398,ATP-sensitive K+ channel,Complex,element,NA,NA,NA,NA,NA,NA,NA,NA
628452,ATP-sensitive K+ channel,Complex,element,NA,NA,NA,NA,NA,NA,NA,NA
628869,ATXN3:VCP,Complex,element,NA,NA,NA,NA,NA,NA,NA,NA
632305,Apoptosome,Complex,element,NA,NA,NA,NA,NA,NA,REACT_3569.1,NA
632373,BAD:BCL-2,Complex,element,NA,NA,NA,NA,NA,NA,NA,NA
631635,BAG3:HSPB8:STUB1:HSPA4:protein,Complex,element,NA,NA,NA,NA,NA,NA,NA,NA
632370,BAX:XRCC6,Complex,element,NA,NA,NA,NA,NA,NA,NA,NA
632520,BCL2 family complex,Complex,element,NA,NA,NA,NA,NA,NA,NA,NA
632437,BCL2:VDAC1,Complex,element,NA,NA,NA,NA,NA,NA,NA,NA
631800,BCL2L11:DYNLL1,Complex,element,NA,NA,NA,NA,NA,NA,NA,NA
628990,BCL2L1:BAX,Complex,element,NA,NA,NA,NA,NA,NA,NA,NA
632454,BCL2L1:BAX,Complex,element,NA,NA,NA,NA,NA,NA,NA,NA
628968,BCL2L1:BAX:PARK7,Complex,element,NA,NA,NA,NA,NA,NA,NA,NA
631593,BCL2L1:BECN1,Complex,element,NA,NA,NA,NA,NA,NA,NA,NA
632617,BCL2L1:DNM1L,Complex,element,NA,NA,NA,NA,NA,NA,NA,NA
632517,BCL2L1:mutated PARK7,Complex,element,NA,NA,NA,NA,NA,NA,NA,NA
631584,BECN1:BCL2,Complex,element,NA,NA,NA,NA,NA,NA,NA,NA
632499,BID:BAK1,Complex,element,NA,NA,NA,NA,NA,NA,NA,NA
632334,BID:BAX,Complex,element,NA,NA,NA,NA,NA,NA,NA,NA
632451,BID:BCL2,Complex,element,NA,NA,NA,NA,NA,NA,NA,NA
632330,BIMEL PIN1,Complex,element,NA,NA,NA,NA,NA,NA,NA,NA
631315,BNIP3:S-OPA1,Complex,element,NA,NA,NA,NA,NA,NA,NA,NA
632457,Bcl-2:BH-3 only proteins,Complex,element,NA,NA,NA,NA,NA,NA,NA,NA
632465,Bcl-XL interacting BH3-only proteins,Complex,element,NA,NA,NA,NA,NA,NA,NA,NA
632483,Bcl-XL:BH3-only proteins,Complex,element,NA,NA,NA,NA,NA,NA,NA,NA
627560,CCS:Zn2+:Cu1+,Complex,element,NA,NA,NA,NA,NA,NA,NA,NA
627671,CCS:Zn2+:Cu1+,Complex,element,NA,NA,NA,NA,NA,NA,NA,NA
627642,CCS:Zn2+:Cu1+:SOD1:Zn2+,Complex,element,NA,NA,NA,NA,NA,NA,NA,NA
626377,CD36 : SNCA,Complex,element,NA,NA,NA,NA,NA,NA,NA,NA
626860,CD36 : SNCA,Complex,element,NA,NA,NA,NA,NA,NA,NA,NA
633570,CD36 : SNCA,Complex,element,NA,NA,NA,NA,NA,NA,NA,NA
633579,CD36 : SNCA,Complex,element,NA,NA,NA,NA,NA,NA,NA,NA
626367,CD36 : SNCA protofibril,Complex,element,NA,NA,NA,NA,NA,NA,NA,NA
633550,CD36 : SNCA protofibril,Complex,element,NA,NA,NA,NA,NA,NA,NA,NA
632088,CDK5:CDK5R1,Complex,element,NA,NA,NA,NA,NA,NA,NA,NA
627095,CDK5:p25,Complex,element,NA,NA,NA,NA,NA,NA,NA,NA
629077,CDK5:p25,Complex,element,NA,NA,NA,NA,NA,NA,NA,NA
631279,CDK5:p25,Complex,element,NA,NA,NA,NA,NA,NA,NA,NA
632122,CDK5:p25,Complex,element,NA,NA,NA,NA,NA,NA,NA,NA
632156,CDK5:p25,Complex,element,NA,NA,NA,NA,NA,NA,NA,NA
633223,CDK5:p25,Complex,element,NA,NA,NA,NA,NA,NA,NA,NA
634339,CGE- derived GABAergic cell HTR3A+ NR2F2+,Complex,element,NA,NA,NA,NA,NA,NA,NA,25409778
634327,CGE- derived GABAergic cell HTR3A+ SP8+,Complex,element,NA,NA,NA,NA,NA,NA,NA,25409778
634341,CGE- derived GABAergic cell NR2F2+ SP8+,Complex,element,NA,NA,NA,NA,NA,NA,NA,25409778
634237,CGE-derived GABAergic cell,Complex,element,NA,NA,NA,NA,NA,NA,NA,27034423
634238,CGE-derived GABAergic cell,Complex,element,NA,NA,NA,NA,NA,NA,NA,27034423
634322,CGE-derived GABAergic cell,Complex,element,NA,NA,NA,NA,NA,NA,NA,27034423
634334,CGE-derived GABAergic cell,Complex,element,NA,NA,NA,NA,NA,NA,NA,27034423
634427,CGE-derived Pax6+ cell,Complex,element,NA,NA,NA,NA,NA,NA,NA,22492355
634307,CGE-derived cell PAX6+,Complex,element,NA,NA,NA,NA,NA,NA,NA,22492355
632506,CHCHD2:BCL2L1,Complex,element,NA,NA,NA,NA,NA,NA,NA,NA
628228,CHCHD2:GHITM:CYCS,Complex,element,NA,NA,NA,NA,NA,NA,NA,NA
628526,CHCHD2:GHITM:CYCS,Complex,element,NA,NA,NA,NA,NA,NA,NA,NA
635482,CHRNA7:CNR1,Complex,element,NA,NA,NA,NA,NA,NA,NA,NA
635460,CHRNA7:nicotine,Complex,element,NA,NA,NA,NA,NA,NA,NA,NA
629797,CSP:Hsc70:SGT,Complex,element,NA,NA,NA,NA,NA,NA,NA,NA
632869,CTNNB1:HTT,Complex,element,NA,NA,NA,NA,NA,NA,NA,NA
629841,CTSD:M6PR,Complex,element,NA,NA,NA,NA,NA,NA,NA,NA
631437,CTSD:M6PR,Complex,element,NA,NA,NA,NA,NA,NA,NA,NA
626641,CYBA:CYBB,Complex,element,NA,NA,NA,NA,NA,NA,NA,NA
632394,CYCS:APAF1:CASP9,Complex,element,NA,NA,NA,NA,NA,NA,NA,NA
630629,Ca2+ channel:RIMBP,Complex,element,NA,NA,NA,NA,NA,NA,NA,NA
628522,Ca2+ uniporter,Complex,element,NA,NA,NA,NA,NA,NA,NA,NA
628874,CaMKII,Complex,element,NA,NA,NA,NA,NA,GO:0005954,NA,NA
631480,CaMKII,Complex,element,NA,NA,NA,NA,NA,GO:0005954,NA,NA
631666,CaMKII,Complex,element,NA,NA,NA,NA,NA,GO:0005954,REACT_21044.1,NA
632844,CaMKII,Complex,element,NA,NA,NA,NA,NA,GO:0005954,NA,NA
632876,CaMKII,Complex,element,NA,NA,NA,NA,NA,GO:0005954,NA,NA
632899,CaMKII,Complex,element,NA,NA,NA,NA,NA,GO:0005954,NA,NA
635454,CaMKII,Complex,element,NA,NA,NA,NA,NA,GO:0005954,NA,NA
635620,CaMKII,Complex,element,NA,NA,NA,NA,NA,GO:0005954,NA,NA
634608,Cajal-Retzius cell NR2F2+,Complex,element,NA,NA,NA,NA,NA,NA,NA,22791192
626571,Calcineurin,Complex,element,NA,NA,NA,NA,NA,GO:0005955,NA,NA
627251,Calcineurin,Complex,element,NA,NA,NA,NA,NA,GO:0005955,NA,NA
629292,Calcineurin,Complex,element,NA,NA,NA,NA,NA,GO:0005955,NA,NA
630787,Calcineurin,Complex,element,NA,NA,NA,NA,NA,GO:0005955,NA,NA
631785,Calcineurin,Complex,element,NA,NA,NA,NA,NA,GO:0005955,NA,NA
632851,Calcineurin,Complex,element,NA,NA,NA,NA,NA,GO:0004723,NA,NA
632894,Calcineurin,Complex,element,NA,NA,NA,NA,NA,GO:0004723,NA,NA
632931,Calcineurin,Complex,element,NA,NA,NA,NA,NA,GO:0004723,NA,NA
632957,Calcineurin,Complex,element,NA,NA,NA,NA,NA,GO:0004723,NA,NA
632965,Calcineurin,Complex,element,NA,NA,NA,NA,NA,GO:0004723,NA,NA
633545,Calcineurin,Complex,element,NA,NA,NA,NA,NA,GO:0005955,NA,NA
633997,Calcineurin,Complex,element,NA,NA,NA,NA,NA,GO:0004723,NA,NA
632382,Calcineurin B complex,Complex,element,NA,NA,NA,NA,NA,GO:0005955,NA,NA
629547,Calmodulin,Complex,element,NA,NA,NA,NA,NA,NA,REACT_3178.2,NA
632643,Calmodulin,Complex,element,NA,NA,NA,NA,NA,NA,REACT_3178.2,NA
632744,Calmodulin,Complex,element,NA,NA,NA,NA,NA,NA,REACT_3178.2,NA
632946,Calmodulin,Complex,element,NA,NA,NA,NA,NA,NA,NA,NA
629099,Calmodulin:CAMK4,Complex,element,NA,NA,NA,NA,NA,NA,NA,NA
629874,Calmodulin:CAMK4,Complex,element,NA,NA,NA,NA,NA,NA,NA,NA
630437,Calmodulin:CAMK4,Complex,element,NA,NA,NA,NA,NA,NA,NA,NA
629774,Calmodulin:CaMKII,Complex,element,NA,NA,NA,NA,NA,NA,NA,NA
630005,Calmodulin:CaMKII,Complex,element,NA,NA,NA,NA,NA,NA,NA,NA
627414,Calpain-1,Complex,element,NA,NA,NA,NA,NA,NA,NA,NA
631305,Calpain-1,Complex,element,NA,NA,NA,NA,NA,NA,NA,NA
631612,Calpain-1,Complex,element,NA,NA,NA,NA,NA,NA,NA,NA
632182,Calpain-1,Complex,element,NA,NA,NA,NA,NA,NA,NA,NA
632203,Calpain-1,Complex,element,NA,NA,NA,NA,NA,NA,NA,NA
627138,Casein Kinase 2 complex,Complex,element,NA,NA,NA,NA,NA,GO:0005956,NA,NA
626721,Caspase 8,Complex,element,NA,NA,NA,NA,NA,NA,NA,NA
632340,Caspase-2,Complex,element,NA,NA,NA,NA,NA,NA,NA,NA
627027,Caspase-8,Complex,element,NA,NA,NA,NA,NA,NA,NA,NA
627152,Caspase-8,Complex,element,NA,NA,NA,NA,NA,NA,NA,NA
632171,Caspase-8,Complex,element,NA,NA,NA,NA,NA,NA,NA,NA
632525,Caspase-8,Complex,element,NA,NA,NA,NA,NA,NA,NA,NA
632858,Caspase-8,Complex,element,NA,NA,NA,NA,NA,NA,NA,NA
633732,DA neuron,Complex,element,NA,NA,NA,NA,NA,NA,NA,NA
632017,DAXX:ASK1,Complex,element,NA,NA,NA,NA,NA,NA,NA,NA
629587,DDB1:CUL4A,Complex,element,NA,NA,NA,NA,NA,NA,NA,NA
632357,DIABLO:XIAP,Complex,element,NA,NA,NA,NA,NA,NA,NA,NA
630740,DMT1,Complex,element,NA,NA,NA,NA,NA,NA,NA,NA
630959,DMT1,Complex,element,NA,NA,NA,NA,NA,NA,NA,NA
632620,DNM1L:BCL2L1:MFF:clathrin,Complex,element,NA,NA,NA,NA,NA,NA,NA,NA
629644,DNML1:LRRK2,Complex,element,NA,NA,NA,NA,NA,NA,NA,NA
631266,DNML1:LRRK2,Complex,element,NA,NA,NA,NA,NA,NA,NA,NA
629235,DNMT1:SNCA,Complex,element,NA,NA,NA,NA,NA,NA,NA,NA
633951,DPP3:KEAP1,Complex,element,NA,NA,NA,NA,NA,NA,NA,NA
635528,DRD2:CHRNA7,Complex,element,NA,NA,NA,NA,NA,NA,NA,NA
631805,DYNLL2:BMF,Complex,element,NA,NA,NA,NA,NA,NA,NA,NA
628811,E1:ubiquitin complex,Complex,element,NA,NA,NA,NA,NA,NA,NA,NA
628816,E1:ubiquitin complex,Complex,element,NA,NA,NA,NA,NA,NA,NA,NA
628822,E2:E3:substrate complex,Complex,element,NA,NA,NA,NA,NA,NA,NA,NA
628842,E2:ubiquitin,Complex,element,NA,NA,NA,NA,NA,NA,NA,NA
634835,EGCG and minocycline,Complex,element,NA,NA,NA,NA,NA,NA,NA,NA
629384,EIF4EBP1:EIF4E,Complex,element,NA,NA,NA,NA,NA,NA,NA,NA
627706,ENZYME: 2.3.1.51,Complex,element,NA,NA,NA,NA,NA,NA,NA,NA
628738,ER,Complex,element,NA,NA,NA,NA,NA,GO:0005783,NA,NA
632728,ER,Complex,element,NA,NA,NA,NA,NA,GO:0005783,NA,NA
632792,ERK1/2,Complex,element,NA,NA,NA,NA,NA,NA,NA,NA
627206,ERM,Complex,element,NA,NA,NA,NA,NA,NA,NA,NA
627214,ERM,Complex,element,NA,NA,NA,NA,NA,NA,NA,NA
632106,ERM,Complex,element,NA,NA,NA,NA,NA,NA,NA,NA
632213,ERM,Complex,element,NA,NA,NA,NA,NA,NA,NA,NA
629199,ERN2 cluster,Complex,element,NA,NA,NA,NA,NA,NA,NA,NA
627614,ERO1A:GPX7:GPX8,Complex,element,NA,NA,NA,NA,NA,NA,NA,NA
632740,ESCRT-I complex,Complex,element,NA,NA,NA,NA,NA,GO:0000815,NA,NA
629155,ESCRT-III complex,Complex,element,NA,NA,NA,NA,NA,GO:0000815,NA,NA
627336,Exo84 Exocyst subcomplex,Complex,element,NA,NA,NA,NA,NA,GO:0000145,NA,NA
626693,FAS:FADD,Complex,element,NA,NA,NA,NA,NA,NA,NA,NA
627054,FZD1:WNT1,Complex,element,NA,NA,NA,NA,NA,NA,NA,NA
633135,Fc receptors,Complex,element,NA,NA,NA,NA,NA,NA,NA,NA
627090,G beta gamma complex,Complex,element,NA,NA,NA,NA,NA,GO:0031680,NA,NA
633984,G beta-gamma complex,Complex,element,NA,NA,NA,NA,NA,NA,NA,NA
628912,"G protein, alpha i",Complex,element,NA,NA,NA,NA,NA,NA,NA,NA
628942,G-actin,Complex,element,NA,NA,NA,NA,NA,NA,NA,NA
634012,GABA-A,,,,,,,,,,
,Complex,element,NA,NA,NA,NA,NA,GO:1902711,NA,NA,
634042,GABA-A,,,,,,,,,,
,Complex,element,NA,NA,NA,NA,NA,GO:1902711,NA,NA,
635382,GABA-A,,,,,,,,,,
,Complex,element,NA,NA,NA,NA,NA,GO:1902711,NA,NA,
634294,GABAergic interneuron HTR3A+ NR2F1+ NR2F2+,Complex,element,NA,NA,NA,NA,NA,NA,NA,27034423
634298,GABAergic interneuron HTR3A+ NR2F2+,Complex,element,NA,NA,NA,NA,NA,NA,NA,27034423
634113,GABAergic interneuron NR2F2+ CALB2+,Complex,element,NA,NA,NA,NA,NA,NA,NA,25787832
634529,GABAergic interneuron NR2F2+ CCK+,Complex,element,NA,NA,NA,NA,NA,NA,NA,20130170
634485,GABAergic interneuron NR2F2+ GAD1+ GAD2+,Complex,element,NA,NA,NA,NA,NA,NA,NA,20130170
634272,GABAergic interneuron NR2F2+ HTR3A+,Complex,element,NA,NA,NA,NA,NA,NA,NA,27034423
634379,GABAergic interneuron NR2F2+ HTR3A+,Complex,element,NA,NA,NA,NA,NA,NA,NA,27034423
635336,GAPDH : SRR,Complex,element,NA,NA,NA,NA,NA,NA,NA,NA
629582,GATOR1,Complex,element,NA,NA,NA,NA,NA,GO:0035859,NA,NA
629555,GATOR2,Complex,element,NA,NA,NA,NA,NA,GO:0061700,NA,NA
628889,GCH1:GCHFR,Complex,element,NA,NA,NA,NA,NA,NA,NA,NA
629283,GFRA1:GDNF,Complex,element,NA,NA,NA,NA,NA,NA,NA,NA
633977,GNAI,Complex,element,NA,NA,NA,NA,NA,NA,NA,NA
631011,GPX,Complex,element,NA,NA,NA,NA,NA,NA,NA,NA
628300,GPX5:GPX6,Complex,element,NA,NA,NA,NA,NA,NA,NA,NA
628587,GSH/GSSG ratio,Complex,element,NA,NA,NA,NA,NA,NA,NA,NA
631234,GSH/GSSG ratio,Complex,element,NA,NA,NA,NA,NA,NA,NA,NA
632737,GSH/GSSG ratio,Complex,element,NA,NA,NA,NA,NA,NA,NA,NA
633249,GSH/GSSG ratio,Complex,element,NA,NA,NA,NA,NA,NA,NA,NA
630200,GSK3,Complex,element,NA,NA,NA,NA,NA,NA,NA,NA
627699,GSR:FAD,Complex,element,NA,NA,NA,NA,NA,NA,NA,NA
632149,GSTP1:CDK5,Complex,element,NA,NA,NA,NA,NA,NA,NA,NA
626670,Glucocorticoid:NR3C1,Complex,element,NA,NA,NA,NA,NA,NA,NA,NA
633406,Glucocorticoid:NR3C1,Complex,element,NA,NA,NA,NA,NA,NA,NA,NA
629016,HAX1:PARL,Complex,element,NA,NA,NA,NA,NA,NA,NA,NA
629142,HDAC6:HSF1:HSP90,Complex,element,NA,NA,NA,NA,NA,NA,NA,NA
632511,HK2:VDAC1,Complex,element,NA,NA,NA,NA,NA,NA,NA,NA
630188,HSF1:HSP40:HSP70,Complex,element,NA,NA,NA,NA,NA,NA,NA,NA
632699,HSP70 family,Complex,element,NA,NA,NA,NA,NA,NA,NA,NA
629849,HSP70:chaperone,Complex,element,NA,NA,NA,NA,NA,NA,NA,NA
631630,HSP90:CDC37,Complex,element,NA,NA,NA,NA,NA,NA,NA,NA
626943,HSP90:CDC37:ULK1,Complex,element,NA,NA,NA,NA,NA,NA,NA,NA
627115,HSP90:CDC37:ULK1:ATG13,Complex,element,NA,NA,NA,NA,NA,NA,NA,NA
629752,HSP90:CDC37:ULK1:ATG13,Complex,element,NA,NA,NA,NA,NA,NA,NA,NA
630539,HSP90:LRRK2,Complex,element,NA,NA,NA,NA,NA,NA,NA,NA
628845,HSPA4:ADP:protein,Complex,element,NA,NA,NA,NA,NA,NA,NA,NA
629263,HSPA4:ADP:protein,Complex,element,NA,NA,NA,NA,NA,NA,NA,NA
629177,HSPA5 (BiP): SNCA fibril,Complex,element,NA,NA,NA,NA,NA,NA,NA,NA
629164,HSPA5:misfoded protein,Complex,element,NA,NA,NA,NA,NA,NA,NA,NA
632747,HSPA8:DNAJC6,Complex,element,NA,NA,NA,NA,NA,NA,NA,NA
631847,HSPA8:GAK,Complex,element,NA,NA,NA,NA,NA,NA,NA,NA
629349,IDE:SNCA protofibril,Complex,element,NA,NA,NA,NA,NA,NA,NA,NA
626318,IFNAR,Complex,element,NA,NA,NA,NA,NA,GO:0038197,NA,NA
626292,IFNGR1:IFNGR2:JAK1:JAK2,Complex,element,NA,NA,NA,NA,NA,NA,NA,NA
626628,IKK,Complex,element,NA,NA,NA,NA,NA,NA,NA,NA
631957,IKK complex,Complex,element,NA,NA,NA,NA,NA,NA,NA,NA
632023,IKK complex,Complex,element,NA,NA,NA,NA,NA,NA,NA,NA
626590,IL1 receptor complex,Complex,element,NA,NA,NA,NA,NA,GO:0045323,NA,NA
626706,IL1 receptor complex,Complex,element,NA,NA,NA,NA,NA,GO:0045323,NA,NA
631969,IL1 receptor complex,Complex,element,NA,NA,NA,NA,NA,GO:0045323,NA,NA
633410,IL1 receptor complex,Complex,element,NA,NA,NA,NA,NA,GO:0045323,NA,NA
629330,INSR:INS,Complex,element,NA,NA,NA,NA,NA,NA,NA,NA
629345,INSR:INS,Complex,element,NA,NA,NA,NA,NA,NA,NA,NA
631729,IP3 receptor,Complex,element,NA,NA,NA,NA,NA,NA,NA,NA
632730,IP3 receptor,Complex,element,NA,NA,NA,NA,NA,NA,NA,NA
629208,IRE1:BIP,Complex,element,NA,NA,NA,NA,NA,NA,NA,NA
635603,ITGA5:ITGB1,Complex,element,NA,NA,NA,NA,NA,NA,NA,NA
631596,ITPR1:NAF1,Complex,element,NA,NA,NA,NA,NA,NA,NA,NA
633117,Immunoglobulin Fc receptors,Complex,element,NA,NA,NA,NA,NA,GO:0032997,NA,NA
631188,Iron:ATP,Complex,element,NA,NA,NA,NA,NA,NA,NA,26455458
631168,Iron:Ascorbate,Complex,element,NA,NA,NA,NA,NA,NA,NA,26455458
631168,Iron:Ascorbate,Complex,element,NA,NA,NA,NA,NA,NA,NA,20161623
631149,Iron:Citrate,Complex,element,NA,NA,NA,NA,NA,NA,NA,26455458
631149,Iron:Citrate,Complex,element,NA,NA,NA,NA,NA,NA,NA,20161623
626384,JNK,Complex,element,NA,NA,NA,NA,NA,NA,NA,NA
635152,JNK,Complex,element,NA,NA,NA,NA,NA,NA,NA,NA
631965,JNK:GSTP1,Complex,element,NA,NA,NA,NA,NA,NA,NA,NA
634905,JNKs,Complex,element,NA,NA,NA,NA,NA,NA,NA,NA
630503,KEAP1:CUL3,Complex,element,NA,NA,NA,NA,NA,NA,NA,NA
632239,KEAP1:CUL3,Complex,element,NA,NA,NA,NA,NA,NA,NA,NA
633943,KEAP1:NFE2L2,Complex,element,NA,NA,NA,NA,NA,NA,NA,NA
629813,KEAP1:PGAM5,Complex,element,NA,NA,NA,NA,NA,NA,NA,NA
631653,KEAP1:PTMA,Complex,element,NA,NA,NA,NA,NA,NA,NA,NA
633706,KYAT1 : PXLP ,Complex,element,NA,NA,NA,NA,NA,NA,NA,NA
633693,KYAT3 dimer,Complex,element,NA,NA,NA,NA,NA,NA,NA,NA
633716,KYNU dimer,Complex,element,NA,NA,NA,NA,NA,NA,NA,NA
630481,L-type Calcium channel (Cav1.2 and Cav1.3),Complex,element,NA,NA,NA,NA,NA,NA,NA,NA
632901,L-type calcium channel,,,,,,,,,,
,Complex,element,NA,NA,NA,NA,NA,NA,NA,NA,
634002,L-type calcium channel,,,,,,,,,,
,Complex,element,NA,NA,NA,NA,NA,NA,NA,NA,
631899,LAMP2 multimer,Complex,element,NA,NA,NA,NA,NA,NA,NA,NA
631938,LAMP2 multimer,Complex,element,NA,NA,NA,NA,NA,NA,NA,NA
629672,LC3:ATG3,Complex,element,NA,NA,NA,NA,NA,NA,NA,NA
631214,LC3:ATG7,Complex,element,NA,NA,NA,NA,NA,NA,NA,NA
629680,LC3:PE,Complex,element,NA,NA,NA,NA,NA,NA,NA,NA
634260,LGE - neural precursor cell NR2F2+,Complex,element,NA,NA,NA,NA,NA,NA,NA,22791192
634253,LGE - neural precursor cell NR2F2+ SP8+,Complex,element,NA,NA,NA,NA,NA,NA,NA,22791192
631922,LIMP2:GBA,Complex,element,NA,NA,NA,NA,NA,NA,NA,NA
632582,LIMP2:GBA,Complex,element,NA,NA,NA,NA,NA,NA,NA,NA
632715,LIMP2:GBA,Complex,element,NA,NA,NA,NA,NA,NA,NA,NA
630552,LRRK2 dimer,Complex,element,NA,NA,NA,NA,NA,NA,NA,26008812
630552,LRRK2 dimer,Complex,element,NA,NA,NA,NA,NA,NA,NA,20515039
630552,LRRK2 dimer,Complex,element,NA,NA,NA,NA,NA,NA,NA,26396237
630552,LRRK2 dimer,Complex,element,NA,NA,NA,NA,NA,NA,NA,18397888
630552,LRRK2 dimer,Complex,element,NA,NA,NA,NA,NA,NA,NA,27293958
632999,LRRK2 dimer,Complex,element,NA,NA,NA,NA,NA,NA,NA,NA
630563,LRRK2:14-3-3,Complex,element,NA,NA,NA,NA,NA,NA,NA,NA
630520,LRRK2:14-3-3 theta,Complex,element,NA,NA,NA,NA,NA,NA,NA,NA
628629,LRRK2:DRP1,Complex,element,NA,NA,NA,NA,NA,NA,NA,NA
631492,LRRK2:GSK3,Complex,element,NA,NA,NA,NA,NA,NA,NA,NA
