,approvedSymbol,approvedName,prefName,drugType,drugId,phase,ctIds,id,disease
24,INSR,insulin receptor,INSULIN,Protein,CHEMBL1201631,4.0,"['NCT05904743', 'NCT05768191']",MONDO_0005147,type 1 diabetes mellitus
25,MT-ND2,mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 2,METFORMIN,Small molecule,CHEMBL1431,4.0,"['NCT01718093', 'NCT03928340', 'NCT02407899', 'NCT00118937', 'NCT00145379', 'NCT01813929', 'NCT02765347']",MONDO_0005147,type 1 diabetes mellitus
26,NDUFS8,NADH:ubiquinone oxidoreductase core subunit S8,METFORMIN,Small molecule,CHEMBL1431,4.0,"['NCT02407899', 'NCT00118937', 'NCT01813929', 'NCT01718093', 'NCT02765347', 'NCT00145379', 'NCT03928340']",MONDO_0005147,type 1 diabetes mellitus
27,NDUFAF4,NADH:ubiquinone oxidoreductase complex assembly factor 4,METFORMIN,Small molecule,CHEMBL1431,4.0,"['NCT03590262', 'NCT03639545']",MONDO_0005147,type 1 diabetes mellitus
28,INSR,insulin receptor,INSULIN ASPART,Protein,CHEMBL1201496,4.0,"['NCT04124302', 'NCT04772729', 'NCT04149262']",MONDO_0005147,type 1 diabetes mellitus
29,INSR,insulin receptor,INSULIN ASPART,Protein,CHEMBL1201496,4.0,['NCT00505882'],MONDO_0005147,type 1 diabetes mellitus
30,NDUFV3,NADH:ubiquinone oxidoreductase subunit V3,METFORMIN,Small molecule,CHEMBL1431,4.0,"['NCT03590262', 'NCT03639545']",MONDO_0005147,type 1 diabetes mellitus
31,NDUFC2,NADH:ubiquinone oxidoreductase subunit C2,METFORMIN,Small molecule,CHEMBL1431,4.0,"['NCT03590262', 'NCT03639545']",MONDO_0005147,type 1 diabetes mellitus
32,NPC1L1,NPC1 like intracellular cholesterol transporter 1,EZETIMIBE,Small molecule,CHEMBL1138,4.0,['NCT05641753'],MONDO_0005147,type 1 diabetes mellitus
33,NDUFA5,NADH:ubiquinone oxidoreductase subunit A5,METFORMIN,Small molecule,CHEMBL1431,4.0,"['NCT03590262', 'NCT03639545']",MONDO_0005147,type 1 diabetes mellitus
34,NDUFS8,NADH:ubiquinone oxidoreductase core subunit S8,METFORMIN,Small molecule,CHEMBL1431,4.0,"['NCT03639545', 'NCT03590262']",MONDO_0005147,type 1 diabetes mellitus
35,INSR,insulin receptor,INSULIN,Protein,CHEMBL1201631,4.0,"['NCT03513874', 'NCT05454891', 'NCT03463564', 'NCT01338922']",MONDO_0005147,type 1 diabetes mellitus
36,NDUFS4,NADH:ubiquinone oxidoreductase subunit S4,METFORMIN,Small molecule,CHEMBL1431,4.0,"['NCT03513874', 'NCT03570632']",MONDO_0005147,type 1 diabetes mellitus
37,MT-ND3,mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 3,METFORMIN,Small molecule,CHEMBL1431,4.0,"['NCT00118937', 'NCT02765347', 'NCT03928340', 'NCT01718093', 'NCT02407899', 'NCT01813929', 'NCT00145379']",MONDO_0005147,type 1 diabetes mellitus
38,MT-ND6,mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 6,METFORMIN,Small molecule,CHEMBL1431,4.0,"['NCT03513874', 'NCT03570632']",MONDO_0005147,type 1 diabetes mellitus
39,NDUFA2,NADH:ubiquinone oxidoreductase subunit A2,METFORMIN,Small molecule,CHEMBL1431,4.0,"['NCT03590262', 'NCT03639545']",MONDO_0005147,type 1 diabetes mellitus
40,NDUFS1,NADH:ubiquinone oxidoreductase core subunit S1,METFORMIN,Small molecule,CHEMBL1431,4.0,"['NCT02765347', 'NCT03928340', 'NCT00145379', 'NCT01718093', 'NCT00118937', 'NCT01813929', 'NCT02407899']",MONDO_0005147,type 1 diabetes mellitus
41,KCNJ11,potassium inwardly rectifying channel subfamily J member 11,DIAZOXIDE,Small molecule,CHEMBL181,4.0,"['NCT01488136', 'NCT00131755']",MONDO_0005147,type 1 diabetes mellitus
42,NDUFS7,NADH:ubiquinone oxidoreductase core subunit S7,METFORMIN,Small molecule,CHEMBL1431,4.0,"['NCT02407899', 'NCT00145379', 'NCT01813929', 'NCT03928340', 'NCT01718093', 'NCT00118937', 'NCT02765347']",MONDO_0005147,type 1 diabetes mellitus
43,INSR,insulin receptor,INSULIN DEGLUDEC,Protein,CHEMBL2107869,4.0,['NCT05904743'],MONDO_0005147,type 1 diabetes mellitus
44,NDUFA12,NADH:ubiquinone oxidoreductase subunit A12,METFORMIN,Small molecule,CHEMBL1431,4.0,"['NCT02407899', 'NCT01718093', 'NCT01813929', 'NCT03928340', 'NCT00118937', 'NCT02765347', 'NCT00145379']",MONDO_0005147,type 1 diabetes mellitus
45,MT-ND5,mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 5,METFORMIN,Small molecule,CHEMBL1431,4.0,"['NCT03513874', 'NCT03570632']",MONDO_0005147,type 1 diabetes mellitus
46,NDUFA13,NADH:ubiquinone oxidoreductase subunit A13,METFORMIN,Small molecule,CHEMBL1431,4.0,"['NCT03570632', 'NCT03513874']",MONDO_0005147,type 1 diabetes mellitus
47,INSR,insulin receptor,INSULIN SUSP ISOPHANE BEEF,Protein,CHEMBL1201545,4.0,['NCT01271517'],MONDO_0005147,type 1 diabetes mellitus
48,NDUFAF3,NADH:ubiquinone oxidoreductase complex assembly factor 3,METFORMIN,Small molecule,CHEMBL1431,4.0,"['NCT03639545', 'NCT03590262']",MONDO_0005147,type 1 diabetes mellitus
49,NDUFS6,NADH:ubiquinone oxidoreductase subunit S6,METFORMIN,Small molecule,CHEMBL1431,4.0,"['NCT01813929', 'NCT01718093', 'NCT02765347', 'NCT02407899', 'NCT03928340', 'NCT00118937', 'NCT00145379']",MONDO_0005147,type 1 diabetes mellitus
50,NDUFB10,NADH:ubiquinone oxidoreductase subunit B10,METFORMIN,Small molecule,CHEMBL1431,4.0,"['NCT03590262', 'NCT03639545']",MONDO_0005147,type 1 diabetes mellitus
51,GCGR,glucagon receptor,GLUCAGON,Protein,CHEMBL266481,4.0,['NCT02232971'],MONDO_0005147,type 1 diabetes mellitus
52,NDUFA4,NDUFA4 mitochondrial complex associated,METFORMIN,Small molecule,CHEMBL1431,4.0,"['NCT03513874', 'NCT03570632']",MONDO_0005147,type 1 diabetes mellitus
53,GPD2,glycerol-3-phosphate dehydrogenase 2,METFORMIN,Small molecule,CHEMBL1431,4.0,"['NCT00118937', 'NCT03928340', 'NCT01718093', 'NCT00145379', 'NCT01813929', 'NCT02765347', 'NCT02407899']",MONDO_0005147,type 1 diabetes mellitus
54,NDUFA5,NADH:ubiquinone oxidoreductase subunit A5,METFORMIN,Small molecule,CHEMBL1431,4.0,"['NCT00118937', 'NCT01813929', 'NCT01718093', 'NCT02407899', 'NCT02765347', 'NCT00145379', 'NCT03928340']",MONDO_0005147,type 1 diabetes mellitus
55,INSR,insulin receptor,INSULIN GLARGINE,Protein,CHEMBL1201497,4.0,"['NCT01271517', 'NCT01440439']",MONDO_0005147,type 1 diabetes mellitus
56,NDUFV2,NADH:ubiquinone oxidoreductase core subunit V2,METFORMIN,Small molecule,CHEMBL1431,4.0,"['NCT03513874', 'NCT03570632']",MONDO_0005147,type 1 diabetes mellitus
57,NDUFB4,NADH:ubiquinone oxidoreductase subunit B4,METFORMIN,Small molecule,CHEMBL1431,4.0,"['NCT03590262', 'NCT03639545']",MONDO_0005147,type 1 diabetes mellitus
58,MT-ND4L,mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 4L,METFORMIN,Small molecule,CHEMBL1431,4.0,"['NCT01718093', 'NCT00145379', 'NCT02765347', 'NCT02407899', 'NCT03928340', 'NCT00118937', 'NCT01813929']",MONDO_0005147,type 1 diabetes mellitus
59,NDUFB5,NADH:ubiquinone oxidoreductase subunit B5,METFORMIN,Small molecule,CHEMBL1431,4.0,"['NCT01718093', 'NCT02765347', 'NCT01813929', 'NCT02407899', 'NCT03928340', 'NCT00145379', 'NCT00118937']",MONDO_0005147,type 1 diabetes mellitus
60,INSR,insulin receptor,INSULIN GLARGINE,Protein,CHEMBL1201497,4.0,['NCT04623086'],MONDO_0005147,type 1 diabetes mellitus
61,NDUFA3,NADH:ubiquinone oxidoreductase subunit A3,METFORMIN,Small molecule,CHEMBL1431,4.0,"['NCT03570632', 'NCT03513874']",MONDO_0005147,type 1 diabetes mellitus
62,NDUFS6,NADH:ubiquinone oxidoreductase subunit S6,METFORMIN,Small molecule,CHEMBL1431,4.0,"['NCT03590262', 'NCT03639545']",MONDO_0005147,type 1 diabetes mellitus
63,NDUFA7,NADH:ubiquinone oxidoreductase subunit A7,METFORMIN,Small molecule,CHEMBL1431,4.0,"['NCT03590262', 'NCT03639545']",MONDO_0005147,type 1 diabetes mellitus
64,INSR,insulin receptor,INSULIN,Protein,CHEMBL1201631,4.0,['NCT00356421'],MONDO_0005147,type 1 diabetes mellitus
65,INSR,insulin receptor,INSULIN DEGLUDEC,Protein,CHEMBL2107869,4.0,['NCT03838783'],MONDO_0005147,type 1 diabetes mellitus
66,SLC5A2,solute carrier family 5 member 2,EMPAGLIFLOZIN,Small molecule,CHEMBL2107830,4.0,['NCT03639545'],MONDO_0005147,type 1 diabetes mellitus
67,NDUFA8,NADH:ubiquinone oxidoreductase subunit A8,METFORMIN,Small molecule,CHEMBL1431,4.0,"['NCT01813929', 'NCT03928340', 'NCT00145379', 'NCT02765347', 'NCT01718093', 'NCT00118937', 'NCT02407899']",MONDO_0005147,type 1 diabetes mellitus
68,NDUFAF2,NADH:ubiquinone oxidoreductase complex assembly factor 2,METFORMIN,Small molecule,CHEMBL1431,4.0,"['NCT03513874', 'NCT03570632']",MONDO_0005147,type 1 diabetes mellitus
69,NDUFA5,NADH:ubiquinone oxidoreductase subunit A5,METFORMIN,Small molecule,CHEMBL1431,4.0,"['NCT03513874', 'NCT03570632']",MONDO_0005147,type 1 diabetes mellitus
70,NDUFB5,NADH:ubiquinone oxidoreductase subunit B5,METFORMIN,Small molecule,CHEMBL1431,4.0,"['NCT03513874', 'NCT03570632']",MONDO_0005147,type 1 diabetes mellitus
71,NDUFAF4,NADH:ubiquinone oxidoreductase complex assembly factor 4,METFORMIN,Small molecule,CHEMBL1431,4.0,"['NCT02407899', 'NCT02765347', 'NCT00145379', 'NCT01718093', 'NCT00118937', 'NCT03928340', 'NCT01813929']",MONDO_0005147,type 1 diabetes mellitus
72,NDUFB9,NADH:ubiquinone oxidoreductase subunit B9,METFORMIN,Small molecule,CHEMBL1431,4.0,"['NCT03513874', 'NCT03570632']",MONDO_0005147,type 1 diabetes mellitus
73,INSR,insulin receptor,INSULIN,Protein,CHEMBL1201631,4.0,"['NCT00420095', 'NCT01269047', 'NCT03928340', 'NCT00276393', 'NCT00593255', 'NCT01109927', 'NCT02765347', 'NCT00442767', 'NCT01467141', 'NCT00365170', 'NCT01235819', 'NCT00571935', 'NCT00985712', 'NCT00315952', 'NCT00597233', 'NCT05243628', 'NCT03662334', 'NCT05709938', 'NCT03143816', 'NCT00284232', 'NCT02407899', 'NCT01454700', 'NCT01269034', 'NCT04075513', 'NCT04157738', 'NCT00346996']",MONDO_0005147,type 1 diabetes mellitus
74,INSR,insulin receptor,INSULIN PORK,Protein,CHEMBL1201539,4.0,['NCT01971047'],MONDO_0005147,type 1 diabetes mellitus
75,NDUFC2,NADH:ubiquinone oxidoreductase subunit C2,METFORMIN,Small molecule,CHEMBL1431,4.0,"['NCT00145379', 'NCT02765347', 'NCT02407899', 'NCT01718093', 'NCT00118937', 'NCT03928340', 'NCT01813929']",MONDO_0005147,type 1 diabetes mellitus
76,GPD2,glycerol-3-phosphate dehydrogenase 2,METFORMIN,Small molecule,CHEMBL1431,4.0,"['NCT03570632', 'NCT03513874']",MONDO_0005147,type 1 diabetes mellitus
77,NDUFV1,NADH:ubiquinone oxidoreductase core subunit V1,METFORMIN,Small molecule,CHEMBL1431,4.0,"['NCT03928340', 'NCT00145379', 'NCT02407899', 'NCT00118937', 'NCT01813929', 'NCT02765347', 'NCT01718093']",MONDO_0005147,type 1 diabetes mellitus
78,NDUFA4L2,NDUFA4 mitochondrial complex associated like 2,METFORMIN,Small molecule,CHEMBL1431,4.0,"['NCT03513874', 'NCT03570632']",MONDO_0005147,type 1 diabetes mellitus
79,NDUFB7,NADH:ubiquinone oxidoreductase subunit B7,METFORMIN,Small molecule,CHEMBL1431,4.0,"['NCT03513874', 'NCT03570632']",MONDO_0005147,type 1 diabetes mellitus
80,NDUFA7,NADH:ubiquinone oxidoreductase subunit A7,METFORMIN,Small molecule,CHEMBL1431,4.0,"['NCT01813929', 'NCT02407899', 'NCT00145379', 'NCT02765347', 'NCT01718093', 'NCT00118937', 'NCT03928340']",MONDO_0005147,type 1 diabetes mellitus
81,NDUFB9,NADH:ubiquinone oxidoreductase subunit B9,METFORMIN,Small molecule,CHEMBL1431,4.0,"['NCT03590262', 'NCT03639545']",MONDO_0005147,type 1 diabetes mellitus
82,VDR,vitamin D receptor,CHOLECALCIFEROL,Small molecule,CHEMBL1042,4.0,"['NCT02407899', 'NCT01390480', 'NCT01277913']",MONDO_0005147,type 1 diabetes mellitus
83,NDUFAF1,NADH:ubiquinone oxidoreductase complex assembly factor 1,METFORMIN,Small molecule,CHEMBL1431,4.0,"['NCT00145379', 'NCT02407899', 'NCT02765347', 'NCT03928340', 'NCT01813929', 'NCT01718093', 'NCT00118937']",MONDO_0005147,type 1 diabetes mellitus
84,NDUFA8,NADH:ubiquinone oxidoreductase subunit A8,METFORMIN,Small molecule,CHEMBL1431,4.0,"['NCT03639545', 'NCT03590262']",MONDO_0005147,type 1 diabetes mellitus
85,INSR,insulin receptor,INSULIN ASPART,Protein,CHEMBL1201496,4.0,"['NCT02680054', 'NCT00509925', 'NCT03260868']",MONDO_0005147,type 1 diabetes mellitus
86,NDUFB11,NADH:ubiquinone oxidoreductase subunit B11,METFORMIN,Small molecule,CHEMBL1431,4.0,"['NCT03639545', 'NCT03590262']",MONDO_0005147,type 1 diabetes mellitus
87,CALCR,calcitonin receptor,PRAMLINTIDE,Protein,CHEMBL2103758,4.0,['NCT00505882'],MONDO_0005147,type 1 diabetes mellitus
88,NDUFB4,NADH:ubiquinone oxidoreductase subunit B4,METFORMIN,Small molecule,CHEMBL1431,4.0,"['NCT00118937', 'NCT02765347', 'NCT02407899', 'NCT03928340', 'NCT00145379', 'NCT01813929', 'NCT01718093']",MONDO_0005147,type 1 diabetes mellitus
89,HMGCR,3-hydroxy-3-methylglutaryl-CoA reductase,ATORVASTATIN,Small molecule,CHEMBL1487,4.0,['NCT05641753'],MONDO_0005147,type 1 diabetes mellitus
90,MT-ND4L,mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 4L,METFORMIN,Small molecule,CHEMBL1431,4.0,"['NCT03570632', 'NCT03513874']",MONDO_0005147,type 1 diabetes mellitus
91,KCNJ8,potassium inwardly rectifying channel subfamily J member 8,DIAZOXIDE,Small molecule,CHEMBL181,4.0,"['NCT01488136', 'NCT00131755']",MONDO_0005147,type 1 diabetes mellitus
92,MT-ND2,mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 2,METFORMIN,Small molecule,CHEMBL1431,4.0,"['NCT03570632', 'NCT03513874']",MONDO_0005147,type 1 diabetes mellitus
93,PPARG,peroxisome proliferator activated receptor gamma,PIOGLITAZONE,Small molecule,CHEMBL595,4.0,['NCT03878459'],MONDO_0005147,type 1 diabetes mellitus
94,GPD2,glycerol-3-phosphate dehydrogenase 2,METFORMIN,Small molecule,CHEMBL1431,4.0,"['NCT03639545', 'NCT03590262']",MONDO_0005147,type 1 diabetes mellitus
95,INSR,insulin receptor,INSULIN ASPART,Protein,CHEMBL1201496,4.0,"['NCT04414579', 'NCT03659799', 'NCT04019821', 'NCT04620967']",MONDO_0005147,type 1 diabetes mellitus
96,INSR,insulin receptor,INSULIN GLARGINE,Protein,CHEMBL1201497,4.0,['NCT03260868'],MONDO_0005147,type 1 diabetes mellitus
97,NDUFB1,NADH:ubiquinone oxidoreductase subunit B1,METFORMIN,Small molecule,CHEMBL1431,4.0,"['NCT03639545', 'NCT03590262']",MONDO_0005147,type 1 diabetes mellitus
98,NDUFAF1,NADH:ubiquinone oxidoreductase complex assembly factor 1,METFORMIN,Small molecule,CHEMBL1431,4.0,"['NCT03590262', 'NCT03639545']",MONDO_0005147,type 1 diabetes mellitus
99,GLP1R,glucagon like peptide 1 receptor,LIRAGLUTIDE,Protein,CHEMBL4084119,4.0,['NCT01787916'],MONDO_0005147,type 1 diabetes mellitus
100,FKBP1A,FKBP prolyl isomerase 1A,SIROLIMUS,Small molecule,CHEMBL413,4.0,['NCT03582878'],MONDO_0005147,type 1 diabetes mellitus
101,NDUFA12,NADH:ubiquinone oxidoreductase subunit A12,METFORMIN,Small molecule,CHEMBL1431,4.0,"['NCT03590262', 'NCT03639545']",MONDO_0005147,type 1 diabetes mellitus
102,NDUFB1,NADH:ubiquinone oxidoreductase subunit B1,METFORMIN,Small molecule,CHEMBL1431,4.0,"['NCT00118937', 'NCT03928340', 'NCT02765347', 'NCT02407899', 'NCT00145379', 'NCT01718093', 'NCT01813929']",MONDO_0005147,type 1 diabetes mellitus
103,DPP4,dipeptidyl peptidase 4,SITAGLIPTIN,Small molecule,CHEMBL1422,4.0,"['NCT01530178', 'NCT00978796', 'NCT01235819', 'NCT01718093']",MONDO_0005147,type 1 diabetes mellitus
104,INSR,insulin receptor,INSULIN GLULISINE,Protein,CHEMBL1201613,4.0,['NCT03260868'],MONDO_0005147,type 1 diabetes mellitus
105,NDUFA4L2,NDUFA4 mitochondrial complex associated like 2,METFORMIN,Small molecule,CHEMBL1431,4.0,"['NCT01813929', 'NCT00145379', 'NCT00118937', 'NCT01718093', 'NCT02765347', 'NCT03928340', 'NCT02407899']",MONDO_0005147,type 1 diabetes mellitus
106,NDUFA13,NADH:ubiquinone oxidoreductase subunit A13,METFORMIN,Small molecule,CHEMBL1431,4.0,"['NCT00145379', 'NCT01813929', 'NCT03928340', 'NCT01718093', 'NCT00118937', 'NCT02407899', 'NCT02765347']",MONDO_0005147,type 1 diabetes mellitus
107,NDUFS4,NADH:ubiquinone oxidoreductase subunit S4,METFORMIN,Small molecule,CHEMBL1431,4.0,"['NCT03590262', 'NCT03639545']",MONDO_0005147,type 1 diabetes mellitus
108,NDUFS1,NADH:ubiquinone oxidoreductase core subunit S1,METFORMIN,Small molecule,CHEMBL1431,4.0,"['NCT03570632', 'NCT03513874']",MONDO_0005147,type 1 diabetes mellitus
109,NDUFA10,NADH:ubiquinone oxidoreductase subunit A10,METFORMIN,Small molecule,CHEMBL1431,4.0,"['NCT03590262', 'NCT03639545']",MONDO_0005147,type 1 diabetes mellitus
110,NDUFC1,NADH:ubiquinone oxidoreductase subunit C1,METFORMIN,Small molecule,CHEMBL1431,4.0,"['NCT00145379', 'NCT02765347', 'NCT00118937', 'NCT01813929', 'NCT03928340', 'NCT01718093', 'NCT02407899']",MONDO_0005147,type 1 diabetes mellitus
111,NDUFV1,NADH:ubiquinone oxidoreductase core subunit V1,METFORMIN,Small molecule,CHEMBL1431,4.0,"['NCT03570632', 'NCT03513874']",MONDO_0005147,type 1 diabetes mellitus
112,NDUFA7,NADH:ubiquinone oxidoreductase subunit A7,METFORMIN,Small molecule,CHEMBL1431,4.0,"['NCT03513874', 'NCT03570632']",MONDO_0005147,type 1 diabetes mellitus
113,INSR,insulin receptor,INSULIN GLARGINE,Protein,CHEMBL1201497,4.0,['NCT00505882'],MONDO_0005147,type 1 diabetes mellitus
114,NDUFS4,NADH:ubiquinone oxidoreductase subunit S4,METFORMIN,Small molecule,CHEMBL1431,4.0,"['NCT02407899', 'NCT02765347', 'NCT00118937', 'NCT01813929', 'NCT00145379', 'NCT01718093', 'NCT03928340']",MONDO_0005147,type 1 diabetes mellitus
115,NDUFAF1,NADH:ubiquinone oxidoreductase complex assembly factor 1,METFORMIN,Small molecule,CHEMBL1431,4.0,"['NCT03570632', 'NCT03513874']",MONDO_0005147,type 1 diabetes mellitus
116,NDUFS3,NADH:ubiquinone oxidoreductase core subunit S3,METFORMIN,Small molecule,CHEMBL1431,4.0,"['NCT03513874', 'NCT03570632']",MONDO_0005147,type 1 diabetes mellitus
117,NDUFA1,NADH:ubiquinone oxidoreductase subunit A1,METFORMIN,Small molecule,CHEMBL1431,4.0,"['NCT03928340', 'NCT02765347', 'NCT01813929', 'NCT01718093', 'NCT02407899', 'NCT00118937', 'NCT00145379']",MONDO_0005147,type 1 diabetes mellitus
118,SLC5A2,solute carrier family 5 member 2,DAPAGLIFLOZIN,Small molecule,CHEMBL429910,4.0,['NCT05541484'],MONDO_0005147,type 1 diabetes mellitus
119,MT-ND1,mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 1,METFORMIN,Small molecule,CHEMBL1431,4.0,"['NCT03513874', 'NCT03570632']",MONDO_0005147,type 1 diabetes mellitus
120,INSR,insulin receptor,INSULIN LISPRO,Protein,CHEMBL1201538,4.0,['NCT02685449'],MONDO_0005147,type 1 diabetes mellitus
121,NDUFB3,NADH:ubiquinone oxidoreductase subunit B3,METFORMIN,Small molecule,CHEMBL1431,4.0,"['NCT03590262', 'NCT03639545']",MONDO_0005147,type 1 diabetes mellitus
122,INSR,insulin receptor,INSULIN LISPRO,Protein,CHEMBL1201538,4.0,['NCT04019821'],MONDO_0005147,type 1 diabetes mellitus
123,NDUFS5,NADH:ubiquinone oxidoreductase subunit S5,METFORMIN,Small molecule,CHEMBL1431,4.0,"['NCT03928340', 'NCT02765347', 'NCT00118937', 'NCT00145379', 'NCT01718093', 'NCT01813929', 'NCT02407899']",MONDO_0005147,type 1 diabetes mellitus
124,NDUFS1,NADH:ubiquinone oxidoreductase core subunit S1,METFORMIN,Small molecule,CHEMBL1431,4.0,"['NCT03590262', 'NCT03639545']",MONDO_0005147,type 1 diabetes mellitus
125,MT-ND1,mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 1,METFORMIN,Small molecule,CHEMBL1431,4.0,"['NCT03590262', 'NCT03639545']",MONDO_0005147,type 1 diabetes mellitus
126,PTGS2,prostaglandin-endoperoxide synthase 2,ASPIRIN,Small molecule,CHEMBL25,4.0,['NCT01397513'],MONDO_0005147,type 1 diabetes mellitus
127,GCGR,glucagon receptor,GLUCAGON,Protein,CHEMBL266481,4.0,"['NCT02516150', 'NCT04949867']",MONDO_0005147,type 1 diabetes mellitus
