,approvedSymbol,approvedName,prefName,drugType,drugId,phase,ctIds,id,disease
15,PPIA,peptidylprolyl isomerase A,CYCLOSPORINE,Protein,CHEMBL160,4.0,['NCT04392531'],MONDO_0100096,COVID-19
16,INSR,insulin receptor,INSULIN,Protein,CHEMBL1201631,4.0,['NCT04341935'],MONDO_0100096,COVID-19
17,GHR,growth hormone receptor,SOMATROPIN,Protein,CHEMBL1201621,4.0,['NCT04532554'],MONDO_0100096,COVID-19
18,NR3C2,nuclear receptor subfamily 3 group C member 2,CANRENOATE POTASSIUM,Small molecule,CHEMBL1371200,4.0,['NCT04912011'],MONDO_0100096,COVID-19
19,MMP1,matrix metallopeptidase 1,DOXYCYCLINE,Small molecule,CHEMBL1200699,4.0,"['NCT04715295', 'NCT04729140']",MONDO_0100096,COVID-19
20,IFNAR2,interferon alpha and beta receptor subunit 2,INTERFERON BETA-1A,Protein,CHEMBL1201562,4.0,"['NCT04350684', 'NCT04350671']",MONDO_0100096,COVID-19
21,KCNK18,potassium two pore domain channel subfamily K member 18,SEVOFLURANE,Small molecule,CHEMBL1200694,4.0,['NCT04359862'],MONDO_0100096,COVID-19
22,CYP3A43,cytochrome P450 family 3 subfamily A member 43,RITONAVIR,Small molecule,CHEMBL163,4.0,['NCT04286503'],MONDO_0100096,COVID-19
23,NR3C1,nuclear receptor subfamily 3 group C member 1,BUDESONIDE,Small molecule,CHEMBL1370,4.0,['NCT04355637'],MONDO_0100096,COVID-19
24,HRH1,histamine receptor H1,CETIRIZINE,Small molecule,CHEMBL1000,4.0,['NCT04836806'],MONDO_0100096,COVID-19
25,TUBB1,tubulin beta 1 class VI,COLCHICINE,Small molecule,CHEMBL107,4.0,['NCT05246072'],MONDO_0100096,COVID-19
26,IFNAR2,interferon alpha and beta receptor subunit 2,PEGINTERFERON ALFA-2B,Protein,CHEMBL1201561,4.0,['NCT04254874'],MONDO_0100096,COVID-19
27,TLR7,toll like receptor 7,HYDROXYCHLOROQUINE,Small molecule,CHEMBL1535,4.0,"['NCT04351191', 'NCT04341493', 'NCT04346667']",MONDO_0100096,COVID-19
28,GABRG2,gamma-aminobutyric acid type A receptor subunit gamma2,SEVOFLURANE,Small molecule,CHEMBL1200694,4.0,['NCT04359862'],MONDO_0100096,COVID-19
29,VDR,vitamin D receptor,ERGOCALCIFEROL,Small molecule,CHEMBL1536,4.0,['NCT05166005'],MONDO_0100096,COVID-19
30,GABRA5,gamma-aminobutyric acid type A receptor subunit alpha5,PROPOFOL,Small molecule,CHEMBL526,4.0,['NCT04359862'],MONDO_0100096,COVID-19
31,GABRA1,gamma-aminobutyric acid type A receptor subunit alpha1,PROPOFOL,Small molecule,CHEMBL526,4.0,['NCT04359862'],MONDO_0100096,COVID-19
32,GABRA4,gamma-aminobutyric acid type A receptor subunit alpha4,PROPOFOL,Small molecule,CHEMBL526,4.0,['NCT04359862'],MONDO_0100096,COVID-19
33,GABRA4,gamma-aminobutyric acid type A receptor subunit alpha4,SEVOFLURANE,Small molecule,CHEMBL1200694,4.0,['NCT04359862'],MONDO_0100096,COVID-19
34,SERPINC1,serpin family C member 1,ENOXAPARIN SODIUM,Oligosaccharide,CHEMBL1201476,4.0,['NCT04406389'],MONDO_0100096,COVID-19
35,NR3C1,nuclear receptor subfamily 3 group C member 1,DEXAMETHASONE,Small molecule,CHEMBL384467,4.0,"['NCT04726098', 'NCT04663555', 'NCT05004753', 'NCT04707534']",MONDO_0100096,COVID-19
36,MMP13,matrix metallopeptidase 13,DOXYCYCLINE ANHYDROUS,Small molecule,CHEMBL1433,4.0,"['NCT04715295', 'NCT04729140']",MONDO_0100096,COVID-19
37,TLR7,toll like receptor 7,HYDROXYCHLOROQUINE SULFATE,Small molecule,CHEMBL1690,4.0,['NCT04316377'],MONDO_0100096,COVID-19
38,TUBB,tubulin beta class I,COLCHICINE,Small molecule,CHEMBL107,4.0,['NCT05246072'],MONDO_0100096,COVID-19
39,MMP8,matrix metallopeptidase 8,DOXYCYCLINE,Small molecule,CHEMBL1200699,4.0,['NCT04370782'],MONDO_0100096,COVID-19
40,TLR9,toll like receptor 9,HYDROXYCHLOROQUINE,Small molecule,CHEMBL1535,4.0,['NCT04334967'],MONDO_0100096,COVID-19
41,TLR7,toll like receptor 7,HYDROXYCHLOROQUINE,Small molecule,CHEMBL1535,4.0,['NCT04316377'],MONDO_0100096,COVID-19
42,GABRE,gamma-aminobutyric acid type A receptor subunit epsilon,PROPOFOL,Small molecule,CHEMBL526,4.0,['NCT04359862'],MONDO_0100096,COVID-19
43,CYP3A7,cytochrome P450 family 3 subfamily A member 7,RITONAVIR,Small molecule,CHEMBL163,4.0,['NCT04291729'],MONDO_0100096,COVID-19
44,RARG,retinoic acid receptor gamma,ISOTRETINOIN,Small molecule,CHEMBL547,4.0,['NCT04623385'],MONDO_0100096,COVID-19
45,VDR,vitamin D receptor,CHOLECALCIFEROL,Small molecule,CHEMBL1042,4.0,['NCT04552951'],MONDO_0100096,COVID-19
46,MMP7,matrix metallopeptidase 7,DOXYCYCLINE,Small molecule,CHEMBL1200699,4.0,"['NCT04715295', 'NCT04729140']",MONDO_0100096,COVID-19
47,ACHE,acetylcholinesterase (Cartwright blood group),NEOSTIGMINE,Small molecule,CHEMBL278020,4.0,['NCT05817019'],MONDO_0100096,COVID-19
48,MMP13,matrix metallopeptidase 13,DOXYCYCLINE ANHYDROUS,Small molecule,CHEMBL1433,4.0,['NCT04370782'],MONDO_0100096,COVID-19
49,GABRB1,gamma-aminobutyric acid type A receptor subunit beta1,SEVOFLURANE,Small molecule,CHEMBL1200694,4.0,['NCT04359862'],MONDO_0100096,COVID-19
50,DPP4,dipeptidyl peptidase 4,LINAGLIPTIN,Small molecule,CHEMBL237500,4.0,['NCT04341935'],MONDO_0100096,COVID-19
51,GABRD,gamma-aminobutyric acid type A receptor subunit delta,SEVOFLURANE,Small molecule,CHEMBL1200694,4.0,['NCT04359862'],MONDO_0100096,COVID-19
52,IL6R,interleukin 6 receptor,TOCILIZUMAB,Antibody,CHEMBL1237022,4.0,['NCT05133635'],MONDO_0100096,COVID-19
53,TLR9,toll like receptor 9,HYDROXYCHLOROQUINE,Small molecule,CHEMBL1535,4.0,"['NCT04362332', 'NCT04715295', 'NCT04355026']",MONDO_0100096,COVID-19
54,SERPINC1,serpin family C member 1,HEPARIN SODIUM,Oligosaccharide,CHEMBL1201657,4.0,"['NCT04406389', 'NCT04584580']",MONDO_0100096,COVID-19
55,CYP3A5,cytochrome P450 family 3 subfamily A member 5,RITONAVIR,Small molecule,CHEMBL163,4.0,"['NCT04255017', 'NCT05697055', 'NCT04345276', 'NCT04738045']",MONDO_0100096,COVID-19
56,MMP7,matrix metallopeptidase 7,DOXYCYCLINE ANHYDROUS,Small molecule,CHEMBL1433,4.0,['NCT04370782'],MONDO_0100096,COVID-19
57,AR,androgen receptor,TESTOSTERONE,Small molecule,CHEMBL386630,4.0,['NCT04623385'],MONDO_0100096,COVID-19
58,GABRA2,gamma-aminobutyric acid type A receptor subunit alpha2,PROPOFOL,Small molecule,CHEMBL526,4.0,['NCT04359862'],MONDO_0100096,COVID-19
59,GABRG3,gamma-aminobutyric acid type A receptor subunit gamma3,SEVOFLURANE,Small molecule,CHEMBL1200694,4.0,['NCT04359862'],MONDO_0100096,COVID-19
60,KCNK2,potassium two pore domain channel subfamily K member 2,SEVOFLURANE,Small molecule,CHEMBL1200694,4.0,['NCT04359862'],MONDO_0100096,COVID-19
61,CYP3A7,cytochrome P450 family 3 subfamily A member 7,RITONAVIR,Small molecule,CHEMBL163,4.0,['NCT04286503'],MONDO_0100096,COVID-19
62,GABRQ,gamma-aminobutyric acid type A receptor subunit theta,PROPOFOL,Small molecule,CHEMBL526,4.0,['NCT04359862'],MONDO_0100096,COVID-19
63,TUBB2A,tubulin beta 2A class IIa,COLCHICINE,Small molecule,CHEMBL107,4.0,['NCT05246072'],MONDO_0100096,COVID-19
64,F10,coagulation factor X,APIXABAN,Small molecule,CHEMBL231779,4.0,['NCT04512079'],MONDO_0100096,COVID-19
65,TUBB6,tubulin beta 6 class V,COLCHICINE,Small molecule,CHEMBL107,4.0,['NCT05246072'],MONDO_0100096,COVID-19
66,RARA,retinoic acid receptor alpha,ISOTRETINOIN,Small molecule,CHEMBL547,4.0,['NCT04623385'],MONDO_0100096,COVID-19
67,HRH2,histamine receptor H2,FAMOTIDINE,Small molecule,CHEMBL902,4.0,"['NCT04836806', 'NCT04565392']",MONDO_0100096,COVID-19
68,TLR9,toll like receptor 9,HYDROXYCHLOROQUINE,Small molecule,CHEMBL1535,4.0,"['NCT04359316', 'NCT04363203', 'NCT04359615']",MONDO_0100096,COVID-19
69,GABRA6,gamma-aminobutyric acid type A receptor subunit alpha6,SEVOFLURANE,Small molecule,CHEMBL1200694,4.0,['NCT04359862'],MONDO_0100096,COVID-19
70,GABRP,gamma-aminobutyric acid type A receptor subunit pi,PROPOFOL,Small molecule,CHEMBL526,4.0,['NCT04359862'],MONDO_0100096,COVID-19
71,MMP1,matrix metallopeptidase 1,DOXYCYCLINE,Small molecule,CHEMBL1200699,4.0,['NCT04370782'],MONDO_0100096,COVID-19
72,GABRP,gamma-aminobutyric acid type A receptor subunit pi,SEVOFLURANE,Small molecule,CHEMBL1200694,4.0,['NCT04359862'],MONDO_0100096,COVID-19
73,CYP3A43,cytochrome P450 family 3 subfamily A member 43,RITONAVIR,Small molecule,CHEMBL163,4.0,['NCT04291729'],MONDO_0100096,COVID-19
74,NR3C1,nuclear receptor subfamily 3 group C member 1,METHYLPREDNISOLONE,Small molecule,CHEMBL650,4.0,['NCT05133635'],MONDO_0100096,COVID-19
75,MMP7,matrix metallopeptidase 7,DOXYCYCLINE ANHYDROUS,Small molecule,CHEMBL1433,4.0,"['NCT04729140', 'NCT04715295']",MONDO_0100096,COVID-19
76,PDE5A,phosphodiesterase 5A,TADALAFIL,Small molecule,CHEMBL779,4.0,['NCT04946162'],MONDO_0100096,COVID-19
77,TUBB4B,tubulin beta 4B class IVb,COLCHICINE,Small molecule,CHEMBL107,4.0,['NCT05246072'],MONDO_0100096,COVID-19
78,KCNK9,potassium two pore domain channel subfamily K member 9,SEVOFLURANE,Small molecule,CHEMBL1200694,4.0,['NCT04359862'],MONDO_0100096,COVID-19
79,SERPINC1,serpin family C member 1,HEPARIN SODIUM,Oligosaccharide,CHEMBL1201657,4.0,['NCT04394377'],MONDO_0100096,COVID-19
80,F10,coagulation factor X,RIVAROXABAN,Small molecule,CHEMBL198362,4.0,['NCT04757857'],MONDO_0100096,COVID-19
81,MMP1,matrix metallopeptidase 1,DOXYCYCLINE ANHYDROUS,Small molecule,CHEMBL1433,4.0,['NCT04370782'],MONDO_0100096,COVID-19
82,TLR7,toll like receptor 7,HYDROXYCHLOROQUINE,Small molecule,CHEMBL1535,4.0,"['NCT04338906', 'NCT04351919']",MONDO_0100096,COVID-19
83,PTGS1,prostaglandin-endoperoxide synthase 1,IBUPROFEN,Small molecule,CHEMBL521,4.0,['NCT04334629'],MONDO_0100096,COVID-19
84,GABRA3,gamma-aminobutyric acid type A receptor subunit alpha3,PROPOFOL,Small molecule,CHEMBL526,4.0,['NCT04359862'],MONDO_0100096,COVID-19
85,NR3C2,nuclear receptor subfamily 3 group C member 2,CANRENOATE,Small molecule,CHEMBL1616951,4.0,['NCT04912011'],MONDO_0100096,COVID-19
86,CRBN,cereblon,LENALIDOMIDE,Small molecule,CHEMBL848,4.0,['NCT04361643'],MONDO_0100096,COVID-19
87,NR3C1,nuclear receptor subfamily 3 group C member 1,DEXAMETHASONE,Small molecule,CHEMBL384467,4.0,['NCT04530409'],MONDO_0100096,COVID-19
88,CYP3A4,cytochrome P450 family 3 subfamily A member 4,RITONAVIR,Small molecule,CHEMBL163,4.0,"['NCT04738045', 'NCT04255017', 'NCT04345276', 'NCT05697055']",MONDO_0100096,COVID-19
89,SERPINC1,serpin family C member 1,ENOXAPARIN SODIUM,Oligosaccharide,CHEMBL1201476,4.0,"['NCT04360824', 'NCT04512079', 'NCT04394377']",MONDO_0100096,COVID-19
90,VDR,vitamin D receptor,CHOLECALCIFEROL,Small molecule,CHEMBL1042,4.0,"['NCT04952857', 'NCT04636086']",MONDO_0100096,COVID-19
91,NR3C1,nuclear receptor subfamily 3 group C member 1,DEXAMETHASONE,Small molecule,CHEMBL384467,4.0,"['NCT04780581', 'NCT04325061', 'NCT04746430']",MONDO_0100096,COVID-19
92,TUBB4A,tubulin beta 4A class IVa,COLCHICINE,Small molecule,CHEMBL107,4.0,['NCT05246072'],MONDO_0100096,COVID-19
93,CYP3A4,cytochrome P450 family 3 subfamily A member 4,RITONAVIR,Small molecule,CHEMBL163,4.0,"['NCT04350671', 'NCT04350684']",MONDO_0100096,COVID-19
94,RARB,retinoic acid receptor beta,ISOTRETINOIN,Small molecule,CHEMBL547,4.0,['NCT04623385'],MONDO_0100096,COVID-19
95,IFNAR1,interferon alpha and beta receptor subunit 1,INTERFERON BETA-1A,Protein,CHEMBL1201562,4.0,"['NCT04350671', 'NCT04350684']",MONDO_0100096,COVID-19
96,GABRB3,gamma-aminobutyric acid type A receptor subunit beta3,PROPOFOL,Small molecule,CHEMBL526,4.0,['NCT04359862'],MONDO_0100096,COVID-19
97,CYP3A43,cytochrome P450 family 3 subfamily A member 43,RITONAVIR,Small molecule,CHEMBL163,4.0,"['NCT04350671', 'NCT04350684']",MONDO_0100096,COVID-19
98,NR3C1,nuclear receptor subfamily 3 group C member 1,DEXAMETHASONE,Small molecule,CHEMBL384467,4.0,"['NCT05062681', 'NCT04528329']",MONDO_0100096,COVID-19
99,AGTR1,angiotensin II receptor type 1,TELMISARTAN,Small molecule,CHEMBL1017,4.0,['NCT04355936'],MONDO_0100096,COVID-19
100,SELP,selectin P,CRIZANLIZUMAB,Antibody,CHEMBL4297734,4.0,['NCT04505774'],MONDO_0100096,COVID-19
101,MMP7,matrix metallopeptidase 7,DOXYCYCLINE,Small molecule,CHEMBL1200699,4.0,['NCT04370782'],MONDO_0100096,COVID-19
102,MMP8,matrix metallopeptidase 8,DOXYCYCLINE,Small molecule,CHEMBL1200699,4.0,"['NCT04729140', 'NCT04715295']",MONDO_0100096,COVID-19
103,VDR,vitamin D receptor,ERGOCALCIFEROL,Small molecule,CHEMBL1536,4.0,"['NCT05037253', 'NCT04411446']",MONDO_0100096,COVID-19
104,NR3C1,nuclear receptor subfamily 3 group C member 1,METHYLPREDNISOLONE,Small molecule,CHEMBL650,4.0,['NCT04530409'],MONDO_0100096,COVID-19
105,CYP3A5,cytochrome P450 family 3 subfamily A member 5,RITONAVIR,Small molecule,CHEMBL163,4.0,"['NCT04350671', 'NCT04350684']",MONDO_0100096,COVID-19
106,GABRB2,gamma-aminobutyric acid type A receptor subunit beta2,PROPOFOL,Small molecule,CHEMBL526,4.0,['NCT04359862'],MONDO_0100096,COVID-19
107,TLR7,toll like receptor 7,HYDROXYCHLOROQUINE,Small molecule,CHEMBL1535,4.0,"['NCT04370782', 'NCT04746365', 'NCT04652648', 'NCT04466540']",MONDO_0100096,COVID-19
108,ADRA2B,adrenoceptor alpha 2B,DEXMEDETOMIDINE,Small molecule,CHEMBL778,4.0,['NCT04350086'],MONDO_0100096,COVID-19
109,GABRA3,gamma-aminobutyric acid type A receptor subunit alpha3,SEVOFLURANE,Small molecule,CHEMBL1200694,4.0,['NCT04359862'],MONDO_0100096,COVID-19
110,F10,coagulation factor X,RIVAROXABAN,Small molecule,CHEMBL198362,4.0,['NCT04394377'],MONDO_0100096,COVID-19
111,TLR9,toll like receptor 9,HYDROXYCHLOROQUINE,Small molecule,CHEMBL1535,4.0,"['NCT04350684', 'NCT04350671']",MONDO_0100096,COVID-19
112,CYP3A5,cytochrome P450 family 3 subfamily A member 5,RITONAVIR,Small molecule,CHEMBL163,4.0,['NCT04291729'],MONDO_0100096,COVID-19
113,TLR9,toll like receptor 9,HYDROXYCHLOROQUINE SULFATE,Small molecule,CHEMBL1690,4.0,"['NCT04346667', 'NCT04351191']",MONDO_0100096,COVID-19
114,AGTR1,angiotensin II receptor type 1,VALSARTAN,Small molecule,CHEMBL1069,4.0,['NCT04335786'],MONDO_0100096,COVID-19
115,CYP3A43,cytochrome P450 family 3 subfamily A member 43,RITONAVIR,Small molecule,CHEMBL163,4.0,"['NCT04738045', 'NCT04255017', 'NCT04345276', 'NCT05697055']",MONDO_0100096,COVID-19
116,CYSLTR1,cysteinyl leukotriene receptor 1,MONTELUKAST,Small molecule,CHEMBL787,4.0,['NCT05094596'],MONDO_0100096,COVID-19
117,TUBB2B,tubulin beta 2B class IIb,COLCHICINE,Small molecule,CHEMBL107,4.0,['NCT05246072'],MONDO_0100096,COVID-19
118,SLC6A4,solute carrier family 6 member 4,FLUOXETINE,Small molecule,CHEMBL41,4.0,['NCT04377308'],MONDO_0100096,COVID-19
119,GABRE,gamma-aminobutyric acid type A receptor subunit epsilon,SEVOFLURANE,Small molecule,CHEMBL1200694,4.0,['NCT04359862'],MONDO_0100096,COVID-19
120,GABRD,gamma-aminobutyric acid type A receptor subunit delta,PROPOFOL,Small molecule,CHEMBL526,4.0,['NCT04359862'],MONDO_0100096,COVID-19
121,TLR7,toll like receptor 7,HYDROXYCHLOROQUINE,Small molecule,CHEMBL1535,4.0,"['NCT04350684', 'NCT04350671']",MONDO_0100096,COVID-19
122,TLR7,toll like receptor 7,HYDROXYCHLOROQUINE,Small molecule,CHEMBL1535,4.0,['NCT04334967'],MONDO_0100096,COVID-19
123,TLR9,toll like receptor 9,HYDROXYCHLOROQUINE,Small molecule,CHEMBL1535,4.0,"['NCT04351919', 'NCT04338906']",MONDO_0100096,COVID-19
124,KCNK10,potassium two pore domain channel subfamily K member 10,SEVOFLURANE,Small molecule,CHEMBL1200694,4.0,['NCT04359862'],MONDO_0100096,COVID-19
125,ADRA2C,adrenoceptor alpha 2C,DEXMEDETOMIDINE,Small molecule,CHEMBL778,4.0,['NCT04350086'],MONDO_0100096,COVID-19
126,GABRG1,gamma-aminobutyric acid type A receptor subunit gamma1,PROPOFOL,Small molecule,CHEMBL526,4.0,['NCT04359862'],MONDO_0100096,COVID-19
127,MMP1,matrix metallopeptidase 1,DOXYCYCLINE ANHYDROUS,Small molecule,CHEMBL1433,4.0,"['NCT04729140', 'NCT04715295']",MONDO_0100096,COVID-19
128,PTGS2,prostaglandin-endoperoxide synthase 2,IBUPROFEN,Small molecule,CHEMBL521,4.0,['NCT04334629'],MONDO_0100096,COVID-19
129,MMP13,matrix metallopeptidase 13,DOXYCYCLINE,Small molecule,CHEMBL1200699,4.0,"['NCT04715295', 'NCT04729140']",MONDO_0100096,COVID-19
130,TLR7,toll like receptor 7,HYDROXYCHLOROQUINE,Small molecule,CHEMBL1535,4.0,"['NCT04355026', 'NCT04362332', 'NCT04715295']",MONDO_0100096,COVID-19
131,GABRA6,gamma-aminobutyric acid type A receptor subunit alpha6,PROPOFOL,Small molecule,CHEMBL526,4.0,['NCT04359862'],MONDO_0100096,COVID-19
132,CUL4A,cullin 4A,LENALIDOMIDE,Small molecule,CHEMBL848,4.0,['NCT04361643'],MONDO_0100096,COVID-19
133,CYP3A4,cytochrome P450 family 3 subfamily A member 4,RITONAVIR,Small molecule,CHEMBL163,4.0,['NCT04291729'],MONDO_0100096,COVID-19
134,GABRG2,gamma-aminobutyric acid type A receptor subunit gamma2,PROPOFOL,Small molecule,CHEMBL526,4.0,['NCT04359862'],MONDO_0100096,COVID-19
135,TUBB8,tubulin beta 8 class VIII,COLCHICINE,Small molecule,CHEMBL107,4.0,['NCT05246072'],MONDO_0100096,COVID-19
136,SERPINC1,serpin family C member 1,HEPARIN SODIUM,Oligosaccharide,CHEMBL1201657,4.0,['NCT04505774'],MONDO_0100096,COVID-19
137,CYP3A5,cytochrome P450 family 3 subfamily A member 5,RITONAVIR,Small molecule,CHEMBL163,4.0,['NCT04286503'],MONDO_0100096,COVID-19
138,MMP13,matrix metallopeptidase 13,DOXYCYCLINE,Small molecule,CHEMBL1200699,4.0,['NCT04370782'],MONDO_0100096,COVID-19
139,TUBB3,tubulin beta 3 class III,COLCHICINE,Small molecule,CHEMBL107,4.0,['NCT05246072'],MONDO_0100096,COVID-19
140,TLR9,toll like receptor 9,HYDROXYCHLOROQUINE,Small molecule,CHEMBL1535,4.0,"['NCT04341493', 'NCT04346667', 'NCT04351191']",MONDO_0100096,COVID-19
141,F2,"coagulation factor II, thrombin",ARGATROBAN,Small molecule,CHEMBL1166,4.0,['NCT04406389'],MONDO_0100096,COVID-19
142,CYP3A7,cytochrome P450 family 3 subfamily A member 7,RITONAVIR,Small molecule,CHEMBL163,4.0,"['NCT04350671', 'NCT04350684']",MONDO_0100096,COVID-19
143,GABRG1,gamma-aminobutyric acid type A receptor subunit gamma1,SEVOFLURANE,Small molecule,CHEMBL1200694,4.0,['NCT04359862'],MONDO_0100096,COVID-19
144,GABRB1,gamma-aminobutyric acid type A receptor subunit beta1,PROPOFOL,Small molecule,CHEMBL526,4.0,['NCT04359862'],MONDO_0100096,COVID-19
145,GABRQ,gamma-aminobutyric acid type A receptor subunit theta,SEVOFLURANE,Small molecule,CHEMBL1200694,4.0,['NCT04359862'],MONDO_0100096,COVID-19
146,NR3C1,nuclear receptor subfamily 3 group C member 1,PREDNISONE,Small molecule,CHEMBL635,4.0,['NCT04534478'],MONDO_0100096,COVID-19
147,CYP3A7,cytochrome P450 family 3 subfamily A member 7,RITONAVIR,Small molecule,CHEMBL163,4.0,"['NCT04738045', 'NCT05697055', 'NCT04345276', 'NCT04255017']",MONDO_0100096,COVID-19
148,CD80,CD80 molecule,ABATACEPT,Protein,CHEMBL1201823,4.0,['NCT05822583'],MONDO_0100096,COVID-19
149,SERPINC1,serpin family C member 1,ENOXAPARIN SODIUM,Oligosaccharide,CHEMBL1201476,4.0,['NCT04520620'],MONDO_0100096,COVID-19
150,TLR7,toll like receptor 7,HYDROXYCHLOROQUINE,Small molecule,CHEMBL1535,4.0,"['NCT04363203', 'NCT04359316', 'NCT04359615']",MONDO_0100096,COVID-19
151,GABRB3,gamma-aminobutyric acid type A receptor subunit beta3,SEVOFLURANE,Small molecule,CHEMBL1200694,4.0,['NCT04359862'],MONDO_0100096,COVID-19
152,NR3C1,nuclear receptor subfamily 3 group C member 1,METHYLPREDNISOLONE,Small molecule,CHEMBL650,4.0,"['NCT05062681', 'NCT04263402']",MONDO_0100096,COVID-19
153,F10,coagulation factor X,RIVAROXABAN,Small molecule,CHEMBL198362,4.0,['NCT04715295'],MONDO_0100096,COVID-19
154,GABRB2,gamma-aminobutyric acid type A receptor subunit beta2,SEVOFLURANE,Small molecule,CHEMBL1200694,4.0,['NCT04359862'],MONDO_0100096,COVID-19
155,MMP8,matrix metallopeptidase 8,DOXYCYCLINE ANHYDROUS,Small molecule,CHEMBL1433,4.0,"['NCT04729140', 'NCT04715295']",MONDO_0100096,COVID-19
156,GABRG3,gamma-aminobutyric acid type A receptor subunit gamma3,PROPOFOL,Small molecule,CHEMBL526,4.0,['NCT04359862'],MONDO_0100096,COVID-19
157,TLR9,toll like receptor 9,HYDROXYCHLOROQUINE SULFATE,Small molecule,CHEMBL1690,4.0,['NCT04316377'],MONDO_0100096,COVID-19
158,DDB1,damage specific DNA binding protein 1,LENALIDOMIDE,Small molecule,CHEMBL848,4.0,['NCT04361643'],MONDO_0100096,COVID-19
159,CYP3A4,cytochrome P450 family 3 subfamily A member 4,RITONAVIR,Small molecule,CHEMBL163,4.0,['NCT04286503'],MONDO_0100096,COVID-19
160,IFNAR1,interferon alpha and beta receptor subunit 1,PEGINTERFERON ALFA-2B,Protein,CHEMBL1201561,4.0,['NCT04254874'],MONDO_0100096,COVID-19
161,NR3C1,nuclear receptor subfamily 3 group C member 1,METHYLPREDNISOLONE,Small molecule,CHEMBL650,4.0,['NCT04780581'],MONDO_0100096,COVID-19
162,NR3C1,nuclear receptor subfamily 3 group C member 1,FLUTICASONE PROPIONATE,Small molecule,CHEMBL1473,3.0,['NCT05736874'],MONDO_0100096,COVID-19
163,C5,complement C5,ZILUCOPLAN,Protein,CHEMBL4298207,3.0,['NCT04590586'],MONDO_0100096,COVID-19
164,NDUFB4,NADH:ubiquinone oxidoreductase subunit B4,METFORMIN,Small molecule,CHEMBL1431,3.0,['NCT04510194'],MONDO_0100096,COVID-19
165,NDUFA10,NADH:ubiquinone oxidoreductase subunit A10,METFORMIN,Small molecule,CHEMBL1431,3.0,['NCT04510194'],MONDO_0100096,COVID-19
166,TUBB8,tubulin beta 8 class VIII,COLCHICINE,Small molecule,CHEMBL107,3.0,"['NCT04997551', 'NCT04324463']",MONDO_0100096,COVID-19
167,TUBB3,tubulin beta 3 class III,COLCHICINE,Small molecule,CHEMBL107,3.0,['NCT04416334'],MONDO_0100096,COVID-19
168,AGTR1,angiotensin II receptor type 1,OLMESARTAN,Small molecule,CHEMBL1516,3.0,['NCT04606563'],MONDO_0100096,COVID-19
169,TRPV1,transient receptor potential cation channel subfamily V member 1,ACETAMINOPHEN,Small molecule,CHEMBL112,3.0,['NCT04673214'],MONDO_0100096,COVID-19
170,CYP3A43,cytochrome P450 family 3 subfamily A member 43,COBICISTAT,Small molecule,CHEMBL2095208,3.0,['NCT04252274'],MONDO_0100096,COVID-19
