,name,count,logLR,meddraCode,chembl_id
128,nasal congestion,170,181.9881874694329,10028735,CHEMBL1737
129,flushing,228,174.062803087887,10016825,CHEMBL1737
130,erectile dysfunction,123,174.02042556055676,10061461,CHEMBL1737
131,priapism,81,170.89242210402153,10036661,CHEMBL1737
132,visual impairment,211,167.59308590224828,10047571,CHEMBL1737
133,hypotension,414,167.15687400030583,10021097,CHEMBL1737
134,fluid retention,161,163.23468753979978,10016807,CHEMBL1737
135,blindness,137,159.30402926207898,10005169,CHEMBL1737
136,deafness,116,148.9836379065673,10011878,CHEMBL1737
137,pulmonary arterial pressure increased,53,147.884634965827,10037324,CHEMBL1737
138,condition aggravated,399,132.35256517279777,10010264,CHEMBL1737
139,deep vein thrombosis,67,82.96071071926235,10051055,CHEMBL2105759
140,pulmonary embolism,63,65.10854392941474,10037377,CHEMBL2105759
141,therapy interrupted,32,60.00969794889352,10066377,CHEMBL2105759
142,rheumatoid arthritis,55,47.19935656689631,10039073,CHEMBL2105759
143,covid-19,37,45.0883889478464,10084268,CHEMBL2105759
144,fibrin d dimer increased,15,40.16510673082303,10016581,CHEMBL2105759
145,tooth dislocation,6,39.40233349369737,10079745,CHEMBL2105759
146,sputum culture positive,9,33.514339340483275,10051612,CHEMBL2105759
147,squamous cell carcinoma of lung,8,27.59153809725285,10041826,CHEMBL2105759
148,covid-19 pneumonia,12,26.517823035554102,10084380,CHEMBL2105759
149,thrombocytosis,12,26.489646375601296,10043563,CHEMBL2105759
150,volvulus,9,26.211604664558763,10047697,CHEMBL2105759
151,ovarian adenoma,6,25.735309363963097,10048991,CHEMBL2105759
152,herpes zoster,31,25.41959689494979,10019974,CHEMBL2105759
153,pneumonia staphylococcal,8,22.657248337431156,10035734,CHEMBL2105759
154,pneumonia haemophilus,6,22.45263594163407,10035702,CHEMBL2105759
155,liver function test increased,19,22.431352310302827,10077692,CHEMBL2105759
156,lung adenocarcinoma,9,20.745615737083426,10025031,CHEMBL2105759
157,pneumonia bacterial,11,20.644902707435904,10060946,CHEMBL2105759
158,alanine aminotransferase increased,34,20.274819866104735,10001551,CHEMBL2105759
159,still's disease,6,18.9487963724132,10042061,CHEMBL2105759
160,psoriasis,11827,25070.577388475474,10037153,CHEMBL514800
161,diarrhoea,15222,16179.915855331288,10012735,CHEMBL514800
162,nausea,14401,12133.19645369373,10028813,CHEMBL514800
163,headache,10604,8777.970080308616,10019211,CHEMBL514800
164,psoriatic arthropathy,3292,7030.054747222981,10037162,CHEMBL514800
165,abdominal discomfort,3970,5087.200197344529,10000059,CHEMBL514800
166,depression,2763,1582.3393348044483,10012378,CHEMBL514800
167,weight decreased,2874,1541.710839229112,10047895,CHEMBL514800
168,therapy non-responder,1419,1507.3970452331123,10051082,CHEMBL514800
169,product dose omission issue,1371,1234.5770239150734,10084406,CHEMBL514800
170,abdominal pain upper,2060,1044.6895047305152,10000087,CHEMBL514800
171,gastric disorder,787,911.7978654089966,10056819,CHEMBL514800
172,frequent bowel movements,649,890.1014988035313,10017367,CHEMBL514800
173,dyspnoea,553,869.4473153592553,10013968,CHEMBL514800
174,hyperthermia malignant,55,313.9917121507224,10020844,CHEMBL1256
175,post procedural complication,60,215.43723040927125,10058046,CHEMBL1256
176,intestinal ischaemia,43,199.09112849202756,10022680,CHEMBL1256
177,apnoea,48,190.53171361094974,10002974,CHEMBL1256
178,necrosis ischaemic,28,173.755778965251,10028862,CHEMBL1256
179,systemic inflammatory response syndrome,35,148.73189842718511,10051379,CHEMBL1256
180,congenital anomaly,29,107.55068808858323,10010356,CHEMBL1256
181,intra-abdominal pressure increased,14,95.7209090084325,10068611,CHEMBL1256
182,hypotension,71,90.18593577578667,10021097,CHEMBL1256
183,pneumatosis,15,84.33499946001757,10051986,CHEMBL1256
184,superinfection,17,76.65776585060394,10042566,CHEMBL1256
185,mucosal ulceration,13,57.224308340653806,10028124,CHEMBL1256
186,perforation,11,54.94136430939761,10076705,CHEMBL1256
187,respiratory acidosis,15,50.660125878609506,10038661,CHEMBL1256
188,blood lactic acid increased,15,48.112424344494684,10005635,CHEMBL1256
189,abdominal distension,30,47.38393511862887,10000060,CHEMBL1256
190,hyperkalaemia,25,43.19226286939465,10020646,CHEMBL1256
191,cardiomegaly,15,38.86302395511484,10007632,CHEMBL1256
192,hyperventilation,12,35.490207019463924,10020910,CHEMBL1256
193,pneumomediastinum,9,35.29787966852109,10050184,CHEMBL1256
194,left ventricular hypertrophy,11,34.72881089734892,10049773,CHEMBL1256
195,anaesthetic complication,10,33.74079392328804,10060938,CHEMBL1256
196,delayed recovery from anaesthesia,8,33.21321047793299,10012206,CHEMBL1256
197,torsade de pointes,14,32.161285508946094,10044066,CHEMBL1256
198,slow response to stimuli,8,31.496275494853762,10041045,CHEMBL1256
199,myotonia,6,31.142910822597514,10061533,CHEMBL1256
200,abscess,14,30.159737595246042,10000269,CHEMBL1256
201,muscle rigidity,13,29.696966364163018,10028330,CHEMBL1256
202,cardiac arrest,18,29.683750905128363,10007515,CHEMBL1256
203,mutism,8,29.67699617549806,10028403,CHEMBL1256
204,pulmonary oedema,18,29.097786919373902,10037423,CHEMBL1256
205,metabolic acidosis,17,28.176132653987224,10027417,CHEMBL1256
206,tachycardia,27,27.82989500755866,10043071,CHEMBL1256
207,sinus tachycardia,14,27.588732634355438,10040752,CHEMBL1256
208,ultrasound ovary abnormal,4,27.444418015450537,10067168,CHEMBL1256
209,anterograde amnesia,6,25.094753218199003,10002711,CHEMBL1256
210,oxygen saturation decreased,18,25.031623116359697,10033318,CHEMBL1256
211,foetal malpresentation,4,22.756966037595703,10058013,CHEMBL1256
212,tearfulness,8,22.591006110473245,10043169,CHEMBL1256
213,anaesthetic complication neurological,5,21.805276790815697,10002105,CHEMBL1256
214,heart rate increased,18,21.648413583688125,10019303,CHEMBL1256
215,brain oedema,9,21.17819243975373,10048962,CHEMBL1256
216,hypercapnia,7,20.98543235076795,10020591,CHEMBL1256
217,therapeutic agent toxicity,7,20.705597391665833,10043408,CHEMBL1256
218,acute respiratory distress syndrome,10,19.849834729583563,10001052,CHEMBL1256
219,end-tidal co2 increased,3,19.49590491123854,10067664,CHEMBL1256
220,congenital eye disorder,4,18.913763693200053,10059159,CHEMBL1256
221,ileus,10,18.74968867062853,10021328,CHEMBL1256
222,fatigue,1,18.702016131319397,10016256,CHEMBL1256
223,procedural hypotension,5,17.922930420570083,10062300,CHEMBL1256
224,pupil fixed,5,17.711417582175272,10037515,CHEMBL1256
225,aphasia,12,17.664697033398625,10002948,CHEMBL1256
226,dystonia,10,17.6396008781785,10013983,CHEMBL1256
227,rhabdomyolysis,16,17.225051724630248,10039020,CHEMBL1256
228,vasoplegia syndrome,5,16.342713467960493,10067080,CHEMBL1256
229,carboxyhaemoglobinaemia,2,15.264786302418543,10007246,CHEMBL1256
230,uterine hypotonus,3,15.18579459087141,10046792,CHEMBL1256
231,becker's muscular dystrophy,2,14.689540802767624,10059117,CHEMBL1256
232,pulse pressure increased,3,14.674224098167542,10037482,CHEMBL1256
233,acute hepatic failure,8,14.613256004384311,10000804,CHEMBL1256
234,bronchospasm,9,14.124949585399918,10006482,CHEMBL1256
235,diabetes insipidus,5,13.842255820569335,10012599,CHEMBL1256
236,hypoperfusion,4,13.75458588933543,10058558,CHEMBL1256
237,respiratory arrest,7,13.28266457335485,10038669,CHEMBL1256
238,neuromuscular blockade,3,13.164387780351717,10029315,CHEMBL1256
239,uterine inversion,2,13.068273596954896,10046796,CHEMBL1256
240,somatoform disorder,3,12.965261232323428,10054153,CHEMBL1256
241,bradycardia,16,12.804589571997894,10006093,CHEMBL1256
242,hypoventilation,5,12.714291475487698,10021133,CHEMBL1256
243,postpartum haemorrhage,4,12.592974102153676,10036417,CHEMBL1256
244,hemiplegia transient,2,12.493265388309737,10019472,CHEMBL1256
245,leukocytosis,9,12.4073131839923,10024378,CHEMBL1256
246,irregular breathing,3,12.377464497150868,10076213,CHEMBL1256
247,conversion disorder,4,12.258622790984191,10010893,CHEMBL1256
248,cerebral disorder,5,12.202825997623222,10054938,CHEMBL1256
249,acute postoperative sialadenitis,2,12.04733422215395,10075343,CHEMBL1256
250,carbohydrate antigen 125 increased,4,11.877692120895517,10051414,CHEMBL1256
251,transcranial electrical motor evoked potential monitoring abnormal,2,11.797245227346139,10077470,CHEMBL1256
252,bronchial injury,2,11.472563305181211,10056653,CHEMBL1256
253,nuclear magnetic resonance imaging brain abnormal,4,11.395438924498194,10029818,CHEMBL1256
254,cardiac valve abscess,2,11.2821802369117,10064267,CHEMBL1256
255,ventricular extrasystoles,7,11.173408904383905,10047289,CHEMBL1256
256,respiratory distress,9,10.950554452566394,10038687,CHEMBL1256
257,status epilepticus,7,10.948747719272433,10041962,CHEMBL1256
258,kounis syndrome,4,10.569364650074931,10069167,CHEMBL1256
259,negative pressure pulmonary oedema,2,10.412967844436025,10080589,CHEMBL1256
260,premature baby,10,10.308288054176955,10036590,CHEMBL1256
261,multiple organ dysfunction syndrome,5,10.187099839796247,10077361,CHEMBL1256
262,procedural complication,5,10.06160353683208,10057765,CHEMBL1256
263,pco2 increased,3,10.05322855909344,10034183,CHEMBL1256
264,ketosis,3,9.904545868986133,10023391,CHEMBL1256
265,postoperative delirium,2,9.643541221545092,10078610,CHEMBL1256
266,nausea,7,9.538352416874659,10028813,CHEMBL1256
267,premature rupture of membranes,4,9.513328265233213,10036603,CHEMBL1256
268,dizziness,2,9.431638639880475,10013573,CHEMBL1256
269,bradycardia foetal,3,9.411511274470286,10006094,CHEMBL1256
270,hypocoagulable state,3,9.319406118380357,10020973,CHEMBL1256
271,premature labour,5,8.996682777563365,10036600,CHEMBL1256
272,procedural intestinal perforation,2,8.88939722273426,10074065,CHEMBL1256
273,laryngospasm,4,8.802043184484319,10023891,CHEMBL1256
274,urinoma,2,8.682366971731426,10050091,CHEMBL1256
275,intestinal perforation,5,8.500053197212765,10022694,CHEMBL1256
276,supraventricular extrasystoles,4,8.328838747365808,10042602,CHEMBL1256
277,tachypnoea,6,8.265398658149024,10043089,CHEMBL1256
278,caesarean section,6,8.097649263258063,10006924,CHEMBL1256
279,electrocardiogram qt prolonged,10,8.071466752359811,10014387,CHEMBL1256
280,migraine with aura,3,7.995224349365344,10027607,CHEMBL1256
281,atelectasis,5,7.923717464158472,10003598,CHEMBL1256
282,respiratory alkalosis,3,7.816200421821122,10038664,CHEMBL1256
283,retained placenta or membranes,2,7.6671227024571635,10038758,CHEMBL1256
284,chemical injury,2,7.580864369345363,10061753,CHEMBL1256
285,blood pressure decreased,10,7.552319628034638,10005734,CHEMBL1256
286,electromechanical dissociation,2,7.4450109629924555,10050011,CHEMBL1256
287,chest wall pain,2,7.4450109629924555,10008496,CHEMBL1256
288,ventricular fibrillation,5,7.413193786647753,10047290,CHEMBL1256
289,thyroid cyst,2,7.406021378217702,10043706,CHEMBL1256
290,mental status changes,8,7.338197192599182,10048294,CHEMBL1256
291,unwanted awareness during anaesthesia,2,7.23365971038038,10050634,CHEMBL1256
292,cardiac valve vegetation,2,7.1528462661635785,10057651,CHEMBL1256
293,systemic scleroderma,2,7.119207061566158,10078638,CHEMBL1256
294,intestinal infarction,2,7.097097759248754,10022657,CHEMBL1256
295,intervertebral discitis,3,7.088429904806617,10060738,CHEMBL1256
296,headache,5,7.079308080372357,10019211,CHEMBL1256
297,pain,3,6.944743081687193,10033371,CHEMBL1256
298,cholangiogram,1,6.93857851764551,10008598,CHEMBL1256
299,congenital clavicular agenesis,1,6.93857851764551,10010416,CHEMBL1256
300,blood creatine phosphokinase increased,9,6.918522269564164,10005470,CHEMBL1256
301,acute chest syndrome,2,6.878893288904692,10051895,CHEMBL1256
302,anaemia,272,311.47268375433123,10002034,CHEMBL1269025
303,general physical health deterioration,145,224.2716487742473,10049438,CHEMBL1269025
304,melaena,103,214.10105734068202,10027141,CHEMBL1269025
305,cerebrovascular accident,154,170.36736895995273,10008190,CHEMBL1269025
306,haematuria,98,167.22548946256575,10018867,CHEMBL1269025
307,haematochezia,95,157.7242299448444,10018836,CHEMBL1269025
308,ischaemic stroke,72,135.79684090567025,10061256,CHEMBL1269025
309,cerebral infarction,71,122.48661554413775,10008118,CHEMBL1269025
310,pallor,67,119.07382707893703,10033546,CHEMBL1269025
311,femoral hernia incarcerated,16,97.27476415244018,10074987,CHEMBL1269025
312,lymphatic fistula,16,94.98721871145244,10069421,CHEMBL1269025
313,gastrointestinal haemorrhage,93,92.12707389084244,10017955,CHEMBL1269025
314,pancreatic steatosis,16,79.7238524079221,10072787,CHEMBL1269025
315,malignant transformation,17,75.94749462282925,10064912,CHEMBL1269025
316,atrial thrombosis,27,73.50078137509627,10048632,CHEMBL1269025
317,prostate cancer recurrent,17,72.74115179786168,10036911,CHEMBL1269025
318,wound infection pseudomonas,16,72.07550018019174,10059444,CHEMBL1269025
319,pulmonary embolism,83,69.09534460888608,10037377,CHEMBL1269025
320,subdural haematoma,37,65.70367296689074,10042361,CHEMBL1269025
321,pelvic mass,17,64.91647871362511,10034260,CHEMBL1269025
322,blood urea abnormal,17,62.72935806193709,10005846,CHEMBL1269025
323,cerebral haemorrhage,42,61.4866607122749,10008111,CHEMBL1269025
324,aortic valve stenosis,19,61.486405281404586,10002918,CHEMBL1269025
325,internal haemorrhage,25,60.540840669327736,10075192,CHEMBL1269025
326,arterial haemorrhage,17,60.11918563718427,10060964,CHEMBL1269025
327,haemorrhage,70,59.145783120762644,10055798,CHEMBL1269025
328,blood electrolytes abnormal,17,56.821750601262465,10061014,CHEMBL1269025
329,haematoma,45,56.19386304954969,10018852,CHEMBL1269025
330,tachyarrhythmia,20,51.30428976309122,10049447,CHEMBL1269025
331,seroma,16,50.05903557811689,10040102,CHEMBL1269025
332,upper gastrointestinal haemorrhage,32,48.34242907727457,10046274,CHEMBL1269025
333,epistaxis,57,47.10515476689761,10015090,CHEMBL1269025
334,cardiac failure,55,46.78847057945313,10007554,CHEMBL1269025
335,aortic arteriosclerosis,16,44.80205859394482,10065558,CHEMBL1269025
336,haemarthrosis,21,44.3721751776211,10018829,CHEMBL1269025
337,ischaemic cerebral infarction,14,42.97637560498697,10060840,CHEMBL1269025
338,faeces discoloured,30,41.76260098772764,10016100,CHEMBL1269025
339,embolic stroke,19,41.21362732107082,10014498,CHEMBL1269025
340,hepatic cyst,16,39.85567926557633,10019646,CHEMBL1269025
341,drug hypersensitivity,1,39.559661118484655,10013700,CHEMBL1269025
342,diverticulum intestinal,17,34.610968563218194,10013559,CHEMBL1269025
343,inflammatory marker increased,16,34.60533730393945,10069826,CHEMBL1269025
344,eructation,19,34.5243952469973,10015137,CHEMBL1269025
345,wound dehiscence,16,33.65052148149698,10048031,CHEMBL1269025
346,urogenital haemorrhage,9,33.304161555483006,10050058,CHEMBL1269025
347,hydronephrosis,20,32.974112697887904,10020524,CHEMBL1269025
348,postoperative wound infection,17,31.813511674074107,10036410,CHEMBL1269025
349,joint dislocation,18,30.6307910344658,10023204,CHEMBL1269025
350,faecaloma,16,30.45170746022268,10056325,CHEMBL1269025
351,aplastic anaemia,16,30.029333799524466,10002967,CHEMBL1269025
352,injection site pain,1,29.993648246920202,10022086,CHEMBL1269025
353,rectal haemorrhage,35,29.991649738756678,10038063,CHEMBL1269025
354,haematemesis,29,29.590529745662934,10018830,CHEMBL1269025
355,labelled drug-drug interaction medication error,20,29.571478641431895,10064373,CHEMBL1269025
356,groin pain,17,28.65475519953543,10018735,CHEMBL1269025
357,escherichia infection,17,28.589386288211244,10061126,CHEMBL1269025
358,oedema peripheral,67,27.97717936144545,10030124,CHEMBL1269025
359,malignant neoplasm progression,2020,3775.431280111865,10051398,CHEMBL2108738
360,colitis,1041,1846.898854542378,10009887,CHEMBL2108738
361,pneumonitis,847,1527.7627800990886,10035742,CHEMBL2108738
362,hypophysitis,447,1503.211184106971,10062767,CHEMBL2108738
363,hypothyroidism,751,1319.1338112675585,10021114,CHEMBL2108738
364,immune-mediated enterocolitis,316,1135.4404339703033,10078961,CHEMBL2108738
365,adrenal insufficiency,505,1070.0203597971995,10001367,CHEMBL2108738
366,fulminant type 1 diabetes mellitus,214,792.7150013079518,10072628,CHEMBL2108738
367,hyperthyroidism,412,704.787778341095,10020850,CHEMBL2108738
368,pemphigoid,339,671.9030416085734,10034277,CHEMBL2108738
369,type 1 diabetes mellitus,270,647.0433018710755,10067584,CHEMBL2108738
370,thyroiditis,236,593.1911364253319,10043778,CHEMBL2108738
371,immune-mediated hepatitis,168,554.9154635013547,10078962,CHEMBL2108738
372,myocarditis,307,541.0700481495005,10028606,CHEMBL2108738
373,cachexia,220,510.7363306566258,10006895,CHEMBL2108738
374,autoimmune colitis,138,471.9534776524524,10075761,CHEMBL2108738
375,hypopituitarism,164,463.708317657758,10021067,CHEMBL2108738
376,pyrexia,1486,414.64221611246467,10037660,CHEMBL2108738
377,enterocolitis,211,393.55716133237,10014893,CHEMBL2108738
378,injection site pain,1,377.5467106041324,10022086,CHEMBL2108738
379,myasthenia gravis,183,376.561802897515,10028417,CHEMBL2108738
380,drug hypersensitivity,34,368.54688796494156,10013700,CHEMBL2108738
381,cholangitis,204,365.82521713725873,10008604,CHEMBL2108738
382,body tinea,13,71.53272204046152,10005913,CHEMBL628
383,glucose tolerance impaired,18,68.29988649555435,10018429,CHEMBL628
384,impaired quality of life,15,59.34975993390526,10076936,CHEMBL628
385,infection susceptibility increased,13,55.42460235623548,10021866,CHEMBL628
386,inhibitory drug interaction,13,54.87242764439725,10068071,CHEMBL628
387,purpura,18,49.42561936062248,10037549,CHEMBL628
388,cellulitis,26,41.32303458579463,10007882,CHEMBL628
389,peripheral ischaemia,13,41.19793134413521,10034576,CHEMBL628
390,pneumonia mycoplasmal,9,40.67276193960697,10035724,CHEMBL628
391,impaired work ability,15,39.55476894417188,10052302,CHEMBL628
392,pseudomonas infection,13,38.84924393172878,10061471,CHEMBL628
393,bone density decreased,13,38.03268675315849,10049470,CHEMBL628
394,poor quality sleep,15,37.3046343763599,10062519,CHEMBL628
395,klebsiella infection,11,34.382982257438925,10061259,CHEMBL628
396,extremity necrosis,9,34.18038390711445,10059385,CHEMBL628
397,deafness bilateral,9,33.589225787030955,10052556,CHEMBL628
398,pleural mass,5,33.45329328562184,10082101,CHEMBL628
399,peripheral artery occlusion,8,33.01316291055082,10057525,CHEMBL628
400,oral herpes,13,31.342959632718703,10067152,CHEMBL628
401,infantile apnoea,7,29.61298118101513,10077321,CHEMBL628
402,sepsis,24,29.567312722472707,10040047,CHEMBL628
403,cushing's syndrome,10,28.67770521217608,10011652,CHEMBL628
404,hyperlipidaemia,13,27.833912674211206,10062060,CHEMBL628
405,radiotherapy to brain,4,27.293014235558985,10061542,CHEMBL628
406,bradycardia neonatal,7,25.622428594379926,10056471,CHEMBL628
407,international normalised ratio increased,17,24.256294494241047,10022595,CHEMBL628
408,hypertension,32,23.708709984989582,10020772,CHEMBL628
409,femoral neck fracture,9,23.59823768820206,10016450,CHEMBL628
410,skin disorder,13,23.37617894963023,10040831,CHEMBL628
411,interstitial lung disease,18,23.326097008210127,10022611,CHEMBL628
412,biopsy lymph gland,4,23.301635409854498,10004797,CHEMBL628
413,peripheral coldness,10,22.248400273237166,10034568,CHEMBL628
