,approvedSymbol,approvedName,prefName,drugType,drugId,phase,ctIds,id,disease
104,VDR,vitamin D receptor,ERGOCALCIFEROL,Small molecule,CHEMBL1536,4.0,"['NCT05037253', 'NCT04411446']",MONDO_0100096,COVID-19
105,GABRB2,gamma-aminobutyric acid type A receptor subunit beta2,PROPOFOL,Small molecule,CHEMBL526,4.0,['NCT04359862'],MONDO_0100096,COVID-19
106,CYP3A5,cytochrome P450 family 3 subfamily A member 5,RITONAVIR,Small molecule,CHEMBL163,4.0,"['NCT04350684', 'NCT04350671']",MONDO_0100096,COVID-19
107,ADRA2B,adrenoceptor alpha 2B,DEXMEDETOMIDINE,Small molecule,CHEMBL778,4.0,['NCT04350086'],MONDO_0100096,COVID-19
108,TLR7,toll like receptor 7,HYDROXYCHLOROQUINE,Small molecule,CHEMBL1535,4.0,"['NCT04370782', 'NCT04466540', 'NCT04652648', 'NCT04746365']",MONDO_0100096,COVID-19
109,GABRA3,gamma-aminobutyric acid type A receptor subunit alpha3,SEVOFLURANE,Small molecule,CHEMBL1200694,4.0,['NCT04359862'],MONDO_0100096,COVID-19
110,TLR9,toll like receptor 9,HYDROXYCHLOROQUINE,Small molecule,CHEMBL1535,4.0,"['NCT04350684', 'NCT04350671']",MONDO_0100096,COVID-19
111,F10,coagulation factor X,RIVAROXABAN,Small molecule,CHEMBL198362,4.0,['NCT04394377'],MONDO_0100096,COVID-19
112,CYP3A5,cytochrome P450 family 3 subfamily A member 5,RITONAVIR,Small molecule,CHEMBL163,4.0,['NCT04291729'],MONDO_0100096,COVID-19
113,AGTR1,angiotensin II receptor type 1,VALSARTAN,Small molecule,CHEMBL1069,4.0,['NCT04335786'],MONDO_0100096,COVID-19
114,TLR9,toll like receptor 9,HYDROXYCHLOROQUINE SULFATE,Small molecule,CHEMBL1690,4.0,"['NCT04346667', 'NCT04351191']",MONDO_0100096,COVID-19
115,CYSLTR1,cysteinyl leukotriene receptor 1,MONTELUKAST,Small molecule,CHEMBL787,4.0,['NCT05094596'],MONDO_0100096,COVID-19
116,CYP3A43,cytochrome P450 family 3 subfamily A member 43,RITONAVIR,Small molecule,CHEMBL163,4.0,"['NCT04255017', 'NCT05697055', 'NCT04738045', 'NCT04345276']",MONDO_0100096,COVID-19
117,TUBB2B,tubulin beta 2B class IIb,COLCHICINE,Small molecule,CHEMBL107,4.0,['NCT05246072'],MONDO_0100096,COVID-19
118,SLC6A4,solute carrier family 6 member 4,FLUOXETINE,Small molecule,CHEMBL41,4.0,['NCT04377308'],MONDO_0100096,COVID-19
119,GABRE,gamma-aminobutyric acid type A receptor subunit epsilon,SEVOFLURANE,Small molecule,CHEMBL1200694,4.0,['NCT04359862'],MONDO_0100096,COVID-19
120,GABRD,gamma-aminobutyric acid type A receptor subunit delta,PROPOFOL,Small molecule,CHEMBL526,4.0,['NCT04359862'],MONDO_0100096,COVID-19
121,TLR7,toll like receptor 7,HYDROXYCHLOROQUINE,Small molecule,CHEMBL1535,4.0,"['NCT04350684', 'NCT04350671']",MONDO_0100096,COVID-19
122,TLR7,toll like receptor 7,HYDROXYCHLOROQUINE,Small molecule,CHEMBL1535,4.0,['NCT04334967'],MONDO_0100096,COVID-19
123,KCNK10,potassium two pore domain channel subfamily K member 10,SEVOFLURANE,Small molecule,CHEMBL1200694,4.0,['NCT04359862'],MONDO_0100096,COVID-19
124,TLR9,toll like receptor 9,HYDROXYCHLOROQUINE,Small molecule,CHEMBL1535,4.0,"['NCT04351919', 'NCT04338906']",MONDO_0100096,COVID-19
125,ADRA2C,adrenoceptor alpha 2C,DEXMEDETOMIDINE,Small molecule,CHEMBL778,4.0,['NCT04350086'],MONDO_0100096,COVID-19
126,MMP13,matrix metallopeptidase 13,DOXYCYCLINE,Small molecule,CHEMBL1200699,4.0,"['NCT04729140', 'NCT04715295']",MONDO_0100096,COVID-19
127,PTGS2,prostaglandin-endoperoxide synthase 2,IBUPROFEN,Small molecule,CHEMBL521,4.0,['NCT04334629'],MONDO_0100096,COVID-19
128,MMP1,matrix metallopeptidase 1,DOXYCYCLINE ANHYDROUS,Small molecule,CHEMBL1433,4.0,"['NCT04729140', 'NCT04715295']",MONDO_0100096,COVID-19
129,TLR7,toll like receptor 7,HYDROXYCHLOROQUINE,Small molecule,CHEMBL1535,4.0,"['NCT04715295', 'NCT04362332', 'NCT04355026']",MONDO_0100096,COVID-19
130,GABRG1,gamma-aminobutyric acid type A receptor subunit gamma1,PROPOFOL,Small molecule,CHEMBL526,4.0,['NCT04359862'],MONDO_0100096,COVID-19
131,CUL4A,cullin 4A,LENALIDOMIDE,Small molecule,CHEMBL848,4.0,['NCT04361643'],MONDO_0100096,COVID-19
132,GABRA6,gamma-aminobutyric acid type A receptor subunit alpha6,PROPOFOL,Small molecule,CHEMBL526,4.0,['NCT04359862'],MONDO_0100096,COVID-19
133,CYP3A4,cytochrome P450 family 3 subfamily A member 4,RITONAVIR,Small molecule,CHEMBL163,4.0,['NCT04291729'],MONDO_0100096,COVID-19
134,TUBB8,tubulin beta 8 class VIII,COLCHICINE,Small molecule,CHEMBL107,4.0,['NCT05246072'],MONDO_0100096,COVID-19
135,GABRG2,gamma-aminobutyric acid type A receptor subunit gamma2,PROPOFOL,Small molecule,CHEMBL526,4.0,['NCT04359862'],MONDO_0100096,COVID-19
136,CYP3A5,cytochrome P450 family 3 subfamily A member 5,RITONAVIR,Small molecule,CHEMBL163,4.0,['NCT04286503'],MONDO_0100096,COVID-19
137,TUBB3,tubulin beta 3 class III,COLCHICINE,Small molecule,CHEMBL107,4.0,['NCT05246072'],MONDO_0100096,COVID-19
138,MMP13,matrix metallopeptidase 13,DOXYCYCLINE,Small molecule,CHEMBL1200699,4.0,['NCT04370782'],MONDO_0100096,COVID-19
139,TLR9,toll like receptor 9,HYDROXYCHLOROQUINE,Small molecule,CHEMBL1535,4.0,"['NCT04351191', 'NCT04341493', 'NCT04346667']",MONDO_0100096,COVID-19
140,SERPINC1,serpin family C member 1,HEPARIN SODIUM,Oligosaccharide,CHEMBL1201657,4.0,['NCT04505774'],MONDO_0100096,COVID-19
141,CYP3A7,cytochrome P450 family 3 subfamily A member 7,RITONAVIR,Small molecule,CHEMBL163,4.0,"['NCT04350684', 'NCT04350671']",MONDO_0100096,COVID-19
142,F2,"coagulation factor II, thrombin",ARGATROBAN,Small molecule,CHEMBL1166,4.0,['NCT04406389'],MONDO_0100096,COVID-19
143,GABRG1,gamma-aminobutyric acid type A receptor subunit gamma1,SEVOFLURANE,Small molecule,CHEMBL1200694,4.0,['NCT04359862'],MONDO_0100096,COVID-19
144,GABRB1,gamma-aminobutyric acid type A receptor subunit beta1,PROPOFOL,Small molecule,CHEMBL526,4.0,['NCT04359862'],MONDO_0100096,COVID-19
145,NR3C1,nuclear receptor subfamily 3 group C member 1,PREDNISONE,Small molecule,CHEMBL635,4.0,['NCT04534478'],MONDO_0100096,COVID-19
146,GABRQ,gamma-aminobutyric acid type A receptor subunit theta,SEVOFLURANE,Small molecule,CHEMBL1200694,4.0,['NCT04359862'],MONDO_0100096,COVID-19
147,CYP3A7,cytochrome P450 family 3 subfamily A member 7,RITONAVIR,Small molecule,CHEMBL163,4.0,"['NCT04255017', 'NCT04738045', 'NCT05697055', 'NCT04345276']",MONDO_0100096,COVID-19
148,GABRB3,gamma-aminobutyric acid type A receptor subunit beta3,SEVOFLURANE,Small molecule,CHEMBL1200694,4.0,['NCT04359862'],MONDO_0100096,COVID-19
149,CD80,CD80 molecule,ABATACEPT,Protein,CHEMBL1201823,4.0,['NCT05822583'],MONDO_0100096,COVID-19
150,TLR7,toll like receptor 7,HYDROXYCHLOROQUINE,Small molecule,CHEMBL1535,4.0,"['NCT04359615', 'NCT04363203', 'NCT04359316']",MONDO_0100096,COVID-19
151,NR3C1,nuclear receptor subfamily 3 group C member 1,METHYLPREDNISOLONE,Small molecule,CHEMBL650,4.0,"['NCT05062681', 'NCT04263402']",MONDO_0100096,COVID-19
152,F10,coagulation factor X,RIVAROXABAN,Small molecule,CHEMBL198362,4.0,['NCT04715295'],MONDO_0100096,COVID-19
153,GABRG3,gamma-aminobutyric acid type A receptor subunit gamma3,PROPOFOL,Small molecule,CHEMBL526,4.0,['NCT04359862'],MONDO_0100096,COVID-19
154,SERPINC1,serpin family C member 1,ENOXAPARIN SODIUM,Oligosaccharide,CHEMBL1201476,4.0,['NCT04520620'],MONDO_0100096,COVID-19
155,GABRB2,gamma-aminobutyric acid type A receptor subunit beta2,SEVOFLURANE,Small molecule,CHEMBL1200694,4.0,['NCT04359862'],MONDO_0100096,COVID-19
156,MMP8,matrix metallopeptidase 8,DOXYCYCLINE ANHYDROUS,Small molecule,CHEMBL1433,4.0,"['NCT04729140', 'NCT04715295']",MONDO_0100096,COVID-19
157,DDB1,damage specific DNA binding protein 1,LENALIDOMIDE,Small molecule,CHEMBL848,4.0,['NCT04361643'],MONDO_0100096,COVID-19
158,IFNAR1,interferon alpha and beta receptor subunit 1,PEGINTERFERON ALFA-2B,Protein,CHEMBL1201561,4.0,['NCT04254874'],MONDO_0100096,COVID-19
159,CYP3A4,cytochrome P450 family 3 subfamily A member 4,RITONAVIR,Small molecule,CHEMBL163,4.0,['NCT04286503'],MONDO_0100096,COVID-19
160,TLR9,toll like receptor 9,HYDROXYCHLOROQUINE SULFATE,Small molecule,CHEMBL1690,4.0,['NCT04316377'],MONDO_0100096,COVID-19
161,NR3C1,nuclear receptor subfamily 3 group C member 1,METHYLPREDNISOLONE,Small molecule,CHEMBL650,4.0,['NCT04780581'],MONDO_0100096,COVID-19
162,NR3C1,nuclear receptor subfamily 3 group C member 1,FLUTICASONE PROPIONATE,Small molecule,CHEMBL1473,3.0,['NCT05736874'],MONDO_0100096,COVID-19
163,NDUFA10,NADH:ubiquinone oxidoreductase subunit A10,METFORMIN,Small molecule,CHEMBL1431,3.0,['NCT04510194'],MONDO_0100096,COVID-19
164,TUBB8,tubulin beta 8 class VIII,COLCHICINE,Small molecule,CHEMBL107,3.0,"['NCT04324463', 'NCT04997551']",MONDO_0100096,COVID-19
165,TUBB3,tubulin beta 3 class III,COLCHICINE,Small molecule,CHEMBL107,3.0,['NCT04416334'],MONDO_0100096,COVID-19
166,C5,complement C5,ZILUCOPLAN,Protein,CHEMBL4298207,3.0,['NCT04590586'],MONDO_0100096,COVID-19
167,NDUFB4,NADH:ubiquinone oxidoreductase subunit B4,METFORMIN,Small molecule,CHEMBL1431,3.0,['NCT04510194'],MONDO_0100096,COVID-19
168,AGTR1,angiotensin II receptor type 1,OLMESARTAN,Small molecule,CHEMBL1516,3.0,['NCT04606563'],MONDO_0100096,COVID-19
169,CYP3A43,cytochrome P450 family 3 subfamily A member 43,COBICISTAT,Small molecule,CHEMBL2095208,3.0,['NCT04252274'],MONDO_0100096,COVID-19
170,TRPV1,transient receptor potential cation channel subfamily V member 1,ACETAMINOPHEN,Small molecule,CHEMBL112,3.0,['NCT04673214'],MONDO_0100096,COVID-19
